,Papallacta_SEM,Mica_SEM,Orientales_SEM,Occidentales_SEM,Bellavista_SEM,Puengasi_SEM,El Placer_SEM,El Troje_SEM,Paluguillo_SEM,Norte_SEM,Centro_SEM,Sur_SEM,Parroquias Norte_SEM,Parroquias Sur_SEM,Parroquiales Orientales_SEM,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2037-01-31,9361676.12688,517013.96256,8461794.854664002,2696050.656,8345606.844444912,6202383.617589877,2002621.4288534166,1755950.1317721724,1682293.2000003357,4932253.645066942,7224412.834906094,1971512.3855360923,776975.9972178211,2033753.668886512,2626976.956244827,9142712.453952,508900.28544,8396872.567992,2633401.80864,8150510.290442283,6152998.743024588,1964803.318934328,1737414.4135246917,1642945.427975174,4816951.581651389,7148506.266582469,1941174.2412573618,758812.5080401766,2002879.247329089,2565545.7458970645
2037-02-28,9122018.871168,498802.26816,8068188.534335999,2728437.3849599995,8157159.962633204,5916405.982755744,1993507.320837312,1688180.8209658556,1639226.7911488896,4820881.537916223,6961260.008157741,1913742.6560196972,759431.5925211511,1964561.7226988082,2562722.9925164636,8898957.260927998,489007.89504,7999179.644736,2669582.3616,7959646.275092466,5863405.341505824,1957371.0857447041,1668394.7349209283,1599142.6197887613,4704150.948579647,6883536.729669726,1882661.463223727,741043.0682111084,1932672.0121120338,2500288.8257572334
2037-03-31,9015866.885087999,494189.4412800001,8266937.357592001,2633625.1871999996,8046565.11810285,6054822.365933628,1955886.2617607282,1709749.7429760364,1620151.2792503135,4755519.984798784,7053300.704734996,1915052.432730672,749135.2124953753,1973598.8261907976,2531037.590589959,8864178.406271998,487080.96768000006,8225047.489608001,2595586.5504,7912743.13307681,6022145.6508973325,1932676.050545928,1696968.758473452,1592892.8596070781,4676431.191648394,7004599.144995529,1894569.7679087091,736676.385689451,1952508.637038894,2488639.1502030306
2037-04-30,8613508.3776,481753.52640000003,7511656.70736,2570484.8448,7700981.002727037,5515825.6174442405,1872760.50346032,1582937.61759864,1547847.45545472,4551279.77261168,6501893.809783083,1798470.8727525475,716961.3313538874,1844484.444053787,2419690.013689597,8486812.635839999,475414.5312000001,7469998.848,2540630.9664000003,7589684.475275615,5483646.3853872,1853943.1540761604,1571159.1310646404,1525080.2306604479,4485503.524887889,6457328.9017059365,1780760.37075306,706599.6246481597,1826082.1832033296,2384333.944243028
2037-05-31,8110044.298943999,424645.05312,6916643.973863999,2445337.6848,7257091.735376984,5070692.598062437,1765328.9693285523,1452977.9178643802,1457374.9605202368,4288941.215607798,6013915.765829627,1669887.085262719,675635.2405635972,1712940.2501391503,2278999.4564738376,8003938.277663997,417811.704768,6876966.035736,2423011.0780799994,7164547.246759592,5039697.878264412,1750618.2252523245,1441760.5419165862,1438307.7084962206,4234247.422834919,5973860.702766005,1654368.8431521563,667019.3486733179,1696751.66225873,2249468.267985493
2037-06-30,7470992.85408,394990.57728,6066988.65936,2280103.6032000002,6692072.78645539,4457555.90308872,1621156.408666848,1295611.922285424,1342537.415878176,3955015.0167951356,5344962.405303949,1510408.4858585584,623031.9764189969,1544004.1240618844,2100231.0613183696,7373545.6032,389348.64863999997,6019971.192000001,2259729.1872,6607112.743082878,4421892.286333441,1607053.1796123844,1284028.4925875522,1325026.1448950397,3904803.6311619813,5301246.766074504,1495251.355526773,615122.196381016,1528028.8399235152,2073113.6101470648
2037-07-31,7130846.034144,386143.026336,5602894.619472,2228590.03968,6400385.288255144,4125838.0505736233,1563276.6556958016,1216182.4630624368,1281413.032335677,3782627.7053587902,4999957.743494797,1431490.6372453715,595875.870336554,1456018.1553631048,2006154.8542941145,7003730.107583998,380596.649184,5541720.934392001,2197666.84032,6288478.525027639,4080214.487569213,1542654.6452617103,1201751.593500103,1258570.3003328447,3716490.8082913356,4941864.852536802,1411782.1401918316,585457.3506800733,1435388.4870372447,1970652.8574592115
2037-08-31,6520982.817888,352460.780352,4951163.565072,2071343.5862400006,5861282.6935670115,3650788.8070059596,1436049.8876738593,1087628.7899223217,1171820.6123744736,3464018.0718981037,4468614.650769004,1294665.0806776416,545685.4187710887,1312506.28286544,1835564.6013093935,6378861.851712,346786.29532800004,4879563.966936001,2036326.4524800002,5736055.955659948,3597743.8016649727,1412570.767205621,1071248.9302935146,1146281.4747526462,3390009.0697950292,4401490.042243811,1272406.855033827,534026.8094719412,1289156.651302169,1795858.7621451146
2037-09-30,6757967.94624,349858.0512,4795537.1349599995,2111262.0192,6065506.530893376,3539710.45104444,1447030.48002264,1065114.01425636,1214406.8399393281,3584714.3597579845,4378606.435422131,1295489.8113397849,564698.6580261734,1315197.487482665,1901227.8528922675,6581500.85376,343335.1536000001,4707905.44464,2065801.1904,5909524.145812223,3474970.98572376,1416928.6057824001,1045109.6512956,1182695.7034206719,3492528.7701750235,4295467.571805715,1267905.9773909235,550176.697975118,1286375.0357754284,1851867.8359509404
2037-10-31,6234245.045279999,307548.297792,3983366.1509279995,1883461.5935999998,5579497.718634671,2947570.3727234635,1271557.938912739,902549.4106268017,1120293.8346368156,3297483.1517130905,3702103.8186472994,1133776.5412303992,519451.23760488787,1154435.5650947844,1751991.7978622566,6072483.398688,299670.052032,3897019.7109359996,1836540.8467199996,5435209.538994211,2883151.393332156,1240709.893990315,881929.3951567655,1091225.2667442334,3212208.8375455784,3618624.1207018076,1106488.22095697,506018.00808036106,1126618.949328056,1706590.0058817833
2037-11-30,6497981.663039997,349900.09344,4297099.36464,2020063.5359999998,5829680.954222494,3187582.3916244,1366198.196418144,982360.5865261919,1167687.3048482877,3445341.4439454945,3996075.6927666888,1215107.334770012,542743.2968381142,1229855.6182370593,1827790.8195781359,6324012.2736,342411.57216,4217626.70064,1968434.2655999998,5674213.57812624,3128188.68053352,1333311.878045376,962677.1372366879,1136425.00556592,3353460.2246726076,3915372.4006857853,1187388.016990283,528269.2841235527,1201691.220092916,1778928.1723476145
2037-12-31,6449080.607423999,394177.771008,5342632.482672,2119737.18528,5814355.880569017,3945445.912739736,1488870.0590933086,1172978.7027148944,1158899.7851540926,3436284.325416289,4776256.663109606,1353725.9990358816,541316.5324809754,1364657.2195238606,1817429.8354338882,6305851.39968,388820.8370879999,5288063.611463999,2074401.78336,5685656.405762592,3904570.7743769637,1461030.6374548846,1158671.1630174264,1133161.496522496,3360222.9358056914,4716339.780609209,1331978.1930016093,529334.6113764972,1342799.7263891273,1777117.572816082
2038-01-31,6230037.252095998,367793.30793600006,5095966.145327999,2023886.3558400006,5610943.302419749,3759738.4806644875,1420872.3546811778,1114657.5172668048,1119537.694201651,3316067.491730072,4553193.572735183,1293053.3031730645,522378.82145527855,1306494.679808577,1754995.9361134525,6095641.916448,362115.66240000003,5054661.139464,1982407.58208,5490445.091442594,3728095.2346817157,1395930.4789700883,1102482.3010865396,1095386.8523857053,3244853.0490425727,4503959.850239004,1273631.471778549,511160.43801330554,1287067.1507715627,1717201.3258357148
2038-02-28,6147936.547199998,343760.09472,4692027.459168,1992416.8320000002,5535808.757801279,3463937.4009633125,1376939.1441193921,1037854.3091444642,1104784.1975318398,3271662.9758605557,4251999.024652972,1232425.5337191336,515383.7953512991,1244786.4469754538,1731726.466044261,6022298.370815998,337425.66144,4652967.164832,1955459.68128,5423614.165030118,3433595.3261880483,1354518.271465632,1025988.9526908,1082207.0172356348,3205355.9715327984,4206046.671583266,1214109.349482927,504938.4787643037,1226432.28567624,1696448.2828699474
2038-03-31,6579098.285759999,359654.668128,5878144.654128,2178599.8463999997,5935584.746325023,4308819.496774921,1553555.9331332927,1241071.4383580303,1182263.9619510719,3507930.5850780886,5155263.1002172455,1414675.8951246163,552602.9398828596,1434270.3092264845,1854546.9181659017,6488491.147487999,354260.4508800001,5860812.426408,2152958.9875200004,5854924.20022413,4294235.884713732,1538595.1700686803,1233813.134968956,1165981.8592035933,3460260.202332461,5129659.579845974,1402485.8555654956,545093.4430408665,1422185.650299562,1829135.059994781
2038-04-30,7663562.20224,399829.45248000004,6631648.848,2447309.6351999994,6891511.093963774,4858585.97876208,1746856.483419168,1396318.596220224,1377142.1277425278,4072883.05653259,5808893.587739852,1605991.364432312,641599.6828480274,1636408.0452877663,2157569.674599707,7590849.39648,396671.10048000014,6625018.03896,2431356.3936,6827929.483983551,4852532.16658332,1737826.0643026081,1392544.117853064,1364075.636547456,4035306.325034278,5795895.04467188,1598013.5999442844,635680.2349588687,1628062.5466746907,2137313.1116788075
2038-05-31,7393383.793152,380648.8779840001,6379848.480527999,2446231.7347200005,6669723.958083245,4672374.240099097,1729147.8455512708,1347508.0419802994,1328591.0676294144,3941806.859227198,5627647.910290374,1557028.3949046899,620951.3004975502,1579638.0773271748,2084022.1190316,7340430.619872,376478.71632000007,6373454.1085439995,2436445.66464,6623875.8128960915,4666048.851211056,1723367.6060700957,1343661.5318633278,1319075.3823909983,3914710.60542159,5617138.516573873,1550648.9677433418,616682.8381806262,1573047.6846931616,2069324.3832226784
2038-06-30,7186654.964159999,341791.22880000004,5700581.77032,2327962.5504,6470837.098889183,4175627.51841588,1620624.5538631203,1214684.15705964,1291441.8970595517,3824264.725443507,5092640.562474699,1443083.6834847063,602434.9339065829,1467269.2860253006,2024276.6224306908,7119562.806720001,336970.99007999996,5684077.09368,2315703.1680000005,6412781.782477727,4161877.390884601,1612847.5003162082,1208773.988105544,1279385.436367584,3789954.0334443375,5073819.585032075,1434272.7359964338,597029.9839486765,1458032.0042346993,2005658.582454984
2038-07-31,6716666.480832001,288117.04147200007,5135577.551999999,2208514.0924800006,6055810.599615437,3753184.277966112,1518307.8687591553,1091528.0127913537,1206984.96660551,3578984.0643727225,4629232.597626994,1321544.266173169,563795.9668241972,1343127.494776311,1892863.17234485,6639675.283584,283065.846912,5106656.978928,2192997.04992,5988829.531915642,3730562.200248983,1507984.377304003,1083366.7659012815,1193149.6484600448,3539398.253362144,4600345.138826457,1310329.117492182,557560.0294213463,1331378.4281856644,1871455.3447533955
2038-08-31,6552580.358015999,257421.184704,4678800.658128,2156236.5456,5908285.417118918,3417164.748536616,1459621.8616531102,1001681.4106227312,1177498.690335475,3491796.6815172797,4279707.161062052,1245582.4866784469,550061.3723337711,1265794.6091241997,1846670.6134944204,6445324.285344001,251384.124672,4632963.678936001,2130005.3673599996,5813827.715342506,3382163.8572135963,1442468.993135083,989669.0662068457,1158224.7740763167,3435972.1797674205,4234020.378764665,1229090.1126707718,541267.3602983872,1248764.4368683854,1816711.128324181
2038-09-30,6350491.4457600005,236575.15776,4310197.92,2056609.44,5717835.382218624,3147710.16136896,1381914.8022101764,927295.6671982082,1141183.3128030722,3379240.710891207,3973663.6494246824,1174105.293242068,532330.4740845539,1195622.9530053241,1788738.4519965397,6226765.15104,229331.32128000006,4249346.94864,2019392.9856,5607143.904259296,3101578.7469890397,1357903.3522970881,911589.4634559841,1118949.697641888,3313822.0474172435,3912268.220165711,1153196.6053851836,522025.0974865404,1174626.2589580659,1753972.831415053
2038-10-31,7430368.425984001,339455.59488,5886533.2824,2383948.22112,6684570.205412603,4305989.764396081,1662351.73294752,1245845.8534272478,1335237.2061493248,3950580.991398847,5244177.887053847,1483366.125737145,622333.4861239131,1511917.058133883,2092245.3906388574,7270587.590112,332542.671264,5818525.539191999,2337207.1948799994,6541950.753060507,4254945.541432092,1632829.8623659345,1228560.741104839,1306524.5899431263,3866292.8950587604,5173761.846033999,1458523.287778692,609055.6151099333,1486666.6925943687,2047387.8885866306
2038-11-30,7644697.703999997,360214.46495999995,6493622.845679999,2408082.5664,6866296.165259998,4743897.511033079,1715462.7360291362,1351607.1447995277,1373752.1774087998,4057981.0336686587,5680044.465989443,1571165.50788032,639252.1729857058,1607684.3660331601,2151277.6048375443,7479900.469439998,354626.73504000006,6433174.165680001,2360929.1616,6719461.291551455,4698768.237692761,1686266.3305700643,1336150.805117832,1344138.1143583679,3971201.623306908,5615186.394398851,1547260.8657446932,625581.8462434403,1583187.8248237544,2105042.953287494
2038-12-31,8318068.23456,406606.83264000004,7212823.334136001,2563837.332480001,7457097.722637022,5272123.747516525,1846792.4579878321,1497097.8791333642,1494756.8617504318,4407144.754078481,6262344.416970036,1722988.9638628773,694255.7979775069,1767266.8443733864,2339104.161784437,8167135.7073599985,403942.896,7171018.378128,2523034.0512,7323208.528187663,5241433.729563433,1822297.6893002405,1486476.9350768882,1467634.286612592,4328016.240158909,6214338.101848822,1703721.6396316784,681790.7139742714,1747105.0781879225,2296829.730302969
2039-01-31,7786655.997119999,345461.3712,6371664.689592001,2481046.64928,7000819.344384765,4651338.607611949,1745695.0812412081,1330142.0236348682,1399262.0826824638,4137484.232531397,5622762.62782375,1570545.548553977,651776.2809622217,1605356.5208266473,2192060.385789899,7637078.258207998,341832.1392,6329955.975192001,2440348.89696,6868067.164799298,4620298.128816349,1721223.9063448564,1319035.5502044843,1372382.9629999776,4059027.694396386,5574463.041567377,1551045.266292209,639417.0530428147,1585109.15595036,2150157.711041715
2039-02-28,7910275.000320001,347295.7313280001,6418996.911936001,2511256.8499200004,7109681.799967489,4685574.017813473,1764889.871094605,1340447.4671039425,1421476.417557504,4201821.943780785,5669481.764169572,1587191.256007105,661911.3755769732,1623188.3650348273,2226589.8009567615,7749613.944576,342870.60326400003,6372517.590432001,2470166.01216,6967744.727179622,4650818.084155152,1739867.9236271426,1328163.2183629153,1392605.6258403072,4117937.133763157,5617399.866192827,1566232.4985507624,648697.0341004228,1601252.804193116,2181659.734690684
2039-03-31,8172453.242015997,369770.07427200006,6519208.86,2386487.88,7293636.651308916,4766116.386786913,1706040.0689463073,1359075.3824182178,1468589.8475902744,4310539.260923569,5691975.057904799,1603724.2137857126,679037.57223686,1655839.598323898,2294242.1527441004,8022993.8080319995,365917.22265600006,6487058.016000001,2353730.51232,7162954.655516956,4741731.604325376,1686398.3267616576,1349863.967324909,1441731.9873033504,4233306.201410521,5653680.808947464,1586242.4387299782,666871.0784286286,1637077.4448003587,2252606.2806036314
2039-04-30,8215574.5324800005,371361.69792000006,6521126.674319998,2470659.1487999996,7349908.357657152,4768161.2914554,1750931.911845072,1365989.208797016,1476338.7434866563,4343795.839375378,5731533.569692037,1618094.5800887062,684276.4680978808,1664163.0188013385,2308462.460771419,8110471.602239999,369515.93472,6500335.4776800005,2451552.9984,7258986.586778976,4752672.17268204,1739359.1924817122,1360514.6652897361,1457451.7469225281,4290061.072786375,5707968.720355013,1606818.4607208082,675811.6512291225,1651570.8468107479,2279299.367652641
2039-05-31,8300158.818336001,409519.37836800003,6156124.346664,2305501.63488,7378217.371421366,4526828.501440644,1641021.7278904847,1318678.3386750745,1491538.539654979,4360526.466510027,5423547.345479024,1574578.5056023533,686912.0372793291,1628281.5438027363,2326598.044444744,8198976.606911999,408506.13964800007,6133754.108808,2288394.42624,7291006.934927789,4510584.68941026,1630441.393048469,1313536.4810116345,1473356.0962620862,4308985.098542323,5400142.352376365,1563903.668623878,678792.745641777,1616113.2266692058,2298560.8433007835
2039-06-30,8177111.066879999,410133.9744000001,6108710.7290400015,2373575.5296,7294246.88284051,4493597.20796916,1674118.5335316001,1316400.1795306804,1469426.8587183359,4310899.907758742,5421676.373032957,1571894.5123608564,679094.3847924515,1615869.9771661912,2295128.032986344,8072889.209279999,408549.2256,6078961.871999998,2351193.0912,7203233.345851871,4471892.651865599,1660233.9963628799,1309462.79553792,1450698.1909076157,4257110.907398456,5390615.569119727,1559354.5623303223,670621.024498809,1602185.0884872975,2266107.876926718
2039-07-31,8362378.023552001,446287.06080000004,5511558.621599998,2268841.03488,7420120.7386779655,4087381.607017199,1581128.895166848,1236551.364080496,1502719.3308322944,4385291.356558678,4980605.564096902,1516297.5267184104,690813.2407709185,1563362.2263858188,2342444.7295985506,8227914.254784001,443326.89312,5467547.762136002,2239096.3315199995,7302482.335880121,4055004.702116606,1562352.0746232243,1226195.7798657964,1478556.191584685,4315767.060505151,4935898.119591795,1499080.2482505543,679861.1054704392,1544791.2676614677,2304978.201098985
2039-08-31,7883074.325951998,396459.25891200005,4982061.219192001,2175994.29888,7004067.223119725,3691691.340097501,1495402.5676650193,1122695.4838149576,1416588.4563735742,4139403.7288637557,4555042.901365556,1402940.4178793794,652078.6584724461,1444824.3515062022,2209282.5958871376,7729019.373599998,390423.698784,4921248.575736,2139120.7660800004,6868594.494785517,3646110.7921803487,1471624.1866091664,1107654.0338257991,1388904.7814359197,4059339.346418242,4494335.510578928,1380809.7193313106,639466.1474645318,1421587.1605380082,2166274.661551282
2039-09-30,7978491.420480002,412961.45759999997,5134726.080000001,2201479.6895999997,7088632.818517151,3806702.7673896006,1519522.81279632,1156557.2423616003,1433734.908260256,4189381.995743637,4678067.176541176,1433807.5060126723,659951.7154039468,1475844.076973682,2235998.6524781804,7788994.2144,405090.90144000005,5055859.88568,2153659.8816000004,6921380.83696416,3747571.91500716,1488683.800834704,1137027.722294952,1399682.26032768,4090536.0746458177,4599319.483468965,1405664.9741922142,644380.5559213633,1446557.8615082563,2183023.4338754457
2039-10-31,7842945.331872001,417864.41568,5234904.797328,2166201.80064,6968732.025060892,3879604.463509512,1507494.951214992,1172089.05985836,1409377.2761373986,4118520.6268109884,4733088.134195599,1434059.4991189733,648788.9515331691,1475779.365410187,2198074.137002451,7658724.685247999,411349.79692800005,5163292.9656,2118215.58624,6805764.942615473,3826186.6171646877,1477093.4674728767,1154374.6042190301,1376272.8259390653,4022207.0810857443,4659812.183185885,1407438.6833558748,633616.7161575005,1448088.876852495,2146529.75664197
2039-11-30,7923264.350400001,388211.38272000005,5701800.65832,2290838.630399999,7065557.840547361,4196611.7995122,1602848.715843312,1236728.559994776,1423810.6037668802,4175744.68376349,5096447.327350504,1495282.2758621473,657803.4349549592,1537422.2573208304,2223611.5909213587,7755764.929919999,381927.2083200001,5643970.42968,2242589.3279999997,6916235.114049406,4153030.553375641,1573212.551083632,1221232.6739241362,1393710.9579066238,4087494.9524032,5032602.6455715895,1471123.5539215326,643901.4891179998,1512801.728267738,2176609.2928583412
2039-12-31,7587850.283999998,373880.989728,5418571.390128,2159253.49536,6757852.941448558,3990298.09617252,1513979.2994321089,1176678.0479148624,1363536.6960347996,3993891.0883960985,4837431.920293217,1423581.8198516034,629156.1088488608,1466136.934200176,2128457.3222752484,7447310.029151999,368988.731424,5374234.9845360005,2119365.6912000002,6632711.867164923,3956853.6316469884,1489716.8407212626,1164559.7680944551,1338281.6122386144,3919932.7134944703,4787160.03913964,1403973.6137104628,617505.4748330545,1446090.1429384414,2089037.683618171
2040-01-31,6938531.905536,314393.966784,4748610.475728001,2089944.0028800003,6208253.394064646,3491183.085702697,1431236.1389199265,1037799.2087571311,1246854.183424819,3669077.7558922055,4321976.943528987,1285411.6352263838,577988.3909874184,1315739.6372821918,1949729.5385881835,6793762.296383998,308316.81110399996,4697627.131728,2048583.3465599997,6079278.668425399,3452528.906179416,1405711.883045606,1023936.4199074032,1220839.0846602046,3592853.6930394107,4265990.162480523,1264246.1183353066,565980.8440304048,1294214.11350446,1909115.572240101
2040-02-29,6994591.74288,334653.648768,4930622.296848001,2074225.1299200002,6250310.714772432,3628557.0094640413,1435531.0271112288,1075310.6775138867,1256928.136195536,3693933.632430507,4448316.660542162,1313059.6160767933,581903.9275453134,1345768.4142131435,1964519.0139276448,6848602.282368,327274.932384,4877369.752752001,2031880.99104,6120091.437586962,3587735.4135077526,1409284.7530588226,1060347.6405793873,1230693.8301415294,3616974.039613895,4389786.653373767,1291001.5883568677,569780.5128393462,1323533.0394760957,1923544.0666776139
2040-03-31,7095150.193824,324347.463648,4554783.191736001,2000532.0470399996,6314445.857605736,3358558.9504528926,1371549.8109380687,1007137.6679492425,1274998.4898301726,3731837.50184499,4153324.1824280606,1264739.6789890726,587874.9093430941,1303625.3437724477,1989703.6450373016,6943823.754336,316901.88662400004,4508145.062928,1960669.68768,6180467.513568566,3322381.4548101365,1347048.8658707903,993325.2866899631,1247805.1286541794,3652656.300519022,4100410.1634917757,1243405.710413087,575401.5255132334,1281836.839073844,1947349.8308765688
2040-04-30,7229367.0287999995,377575.7846400001,4934746.91664,2070149.2704,6441790.12060752,3650077.7992476006,1435355.6160551042,1098232.254144432,1299117.25507536,3807097.961279044,4467395.901142119,1340830.8675511393,599730.6602285601,1375226.247370586,2028281.0820969616,7110928.258560001,371702.59776,4898110.00104,2044600.1856000002,6338333.225314943,3621647.7918637195,1419169.5828099363,1087765.143812568,1277833.808063232,3745954.936161132,4428392.1716028,1324855.8452445434,590098.8232768213,1358424.8483520425,1995298.9317849898
2040-05-31,7509776.156063998,398957.02761600004,5561505.424800001,2270183.4489599997,6721406.057423432,4102151.4540927364,1583190.4591620576,1219424.2907708448,1349506.7752447005,3972350.979937248,4995533.690012161,1458080.5348249292,625762.9039461216,1487637.5841921282,2110490.9137329217,7397761.262975999,394570.61193600006,5530577.879736,2245286.11392,6623378.05882314,4078399.63230774,1567781.2988243855,1210660.0883217289,1329377.698956787,3914416.4327644766,4961362.413165631,1443678.5353175215,616636.4972764344,1472413.7231493925,2079275.9612703822
2040-06-30,7237128.850560001,398654.00640000013,4831444.52568,2044212.4224000005,6441708.731540544,3586232.0691673197,1415711.13736248,1091676.40467588,1300512.054445632,3807049.860340461,4393844.941547248,1333930.4046757682,599723.0829064248,1367037.1808890938,2029626.7314849915,7127556.690239999,394554.24000000005,4802150.506320001,2023712.2944,6346776.235486175,3563758.595755081,1402755.0074906403,1083615.7567374003,1280821.937236128,3750944.7551723295,4362877.513243472,1320525.2948035602,590884.8675237629,1352491.3983648773,1999206.370811652
2040-07-31,7047204.825023998,416098.27872,4732694.6328,1972720.0771200003,6268224.175201497,3524027.36189832,1372022.3250671043,1080778.9703839202,1266382.7070568127,3704520.487544084,4301550.809338859,1309193.396261063,583571.6707112592,1339836.430968521,1975835.9308785629,6917180.772095999,413261.31744,4695957.6984,1948328.4240000003,6155556.1284055095,3496842.89502984,1356566.2552117442,1071972.470143152,1243017.384745651,3637933.671887656,4264273.37992513,1293763.677555837,573082.2755545529,1322790.316982255,1939735.6164247643
2040-08-31,6852504.7241279995,382962.1852799999,4340285.657064,1910083.01472,6093024.252470465,3232425.924034596,1311920.44045668,998818.0684908121,1231395.0989258015,3600977.333210046,3990518.4507363476,1236249.9398726407,567260.5579050005,1266534.7121170927,1921007.2012449403,6707379.450239999,378529.16544,4288808.027736001,1878854.7456,5966275.815533375,3194135.2648137244,1291811.2967251441,986439.988468548,1205316.087208128,3526069.0069802245,3939407.840482065,1216928.1082682465,555460.2784261572,1245786.0924771402,1880595.8364070565
2040-09-30,6687531.849599999,369598.15296,4324416.27768,2039058.7488000004,5989813.462563838,3215420.89948908,1378852.0454705763,998215.9434928079,1201749.4733731197,3539979.756375229,4031582.175821563,1237929.241404153,557651.6333646935,1254247.0499372869,1879928.783975501,6531076.500479998,364854.0412799999,4268948.183999999,2004895.1520000002,5853046.06801555,3174176.1188908797,1356912.094242528,984860.098091424,1173634.4471362557,3459150.226197191,3976293.5598279573,1217047.8153057478,544918.5889322478,1231865.277245316,1836347.769769349
2040-10-31,6694719.885503998,346303.085184,4614613.3512,2037706.0963200002,5995370.799060249,3410346.720050064,1396062.3292994306,1030419.7204161313,1203041.1634250686,3543264.1422446067,4220194.1474688975,1261424.6166657647,558169.0213925091,1284030.8469817727,1881844.6865084027,6537877.924031999,342136.1376000001,4562557.368264001,2002071.05568,5857920.767250316,3371762.796328116,1373585.8257265682,1017790.0187038202,1174856.6629485502,3462031.1734449365,4166831.76876272,1240892.7361362644,545372.4234310043,1262078.1429957293,1838114.998613169
2040-11-30,6579583.940159999,329309.3750400001,4782257.37936,2079960.7680000002,5911471.123385183,3521420.4525976796,1428719.1994823038,1050120.681889392,1182351.2340467516,3493679.4339206424,4346875.519515643,1272871.1008190678,550357.9615871604,1292609.0074781454,1851764.610693727,6447026.2348799985,324810.0777599999,4741906.06296,2048427.5328000004,5794951.051878911,3490961.8021901995,1409168.6408806562,1039394.6910539279,1158530.6144079356,3424816.071660436,4303231.516736915,1255385.7777322,539509.9429299267,1274200.2400904144,1814763.878088594
2040-12-31,6442518.902399999,317472.01084800006,5119643.6901360005,2156340.46752,5818071.854256479,3754652.3837836925,1490739.8897937166,1100932.6798583786,1157720.6467612798,3438480.4658655785,4607373.317043969,1307733.3595406404,541662.4896312782,1322334.1676156383,1816725.8959290313,6313394.041919999,312790.248,5082141.342672,2129762.70432,5705597.806993727,3726127.4311057683,1473999.048482832,1090888.5062853359,1134516.9093330237,3372008.3039332917,4567818.447199713,1291343.804025702,531191.155831116,1304753.2315734313,1780805.6600504534
2041-01-31,6160122.976896001,289090.505952,4851866.632536,2066221.68192,5564140.91671415,3553164.510216876,1424334.195671227,1038714.7456717417,1106974.0989482114,3288407.281778063,4371550.064889424,1241331.3820344512,518021.5193460874,1256214.6775593061,1737223.0869452893,6027599.146464,282104.22095999995,4806783.254664,2039350.9017599998,5448807.239273193,3518284.5492062764,1406852.554738392,1026275.035922604,1083159.5666195808,3220245.0784104564,4325694.988518505,1223101.1261536242,507283.9539763343,1236921.781805737,1700369.331633829
2041-02-28,6819260.531327999,320527.76716800005,5783312.745504,2287858.0032,6159644.423431026,4224859.241765904,1603849.877420717,1213447.8512316383,1225421.1174796415,3640349.8542477367,5122525.068565771,1418881.1429141152,573462.8958214284,1439708.6484730581,1923123.421800917,6673396.923648001,313227.540864,5740834.012703999,2261192.1292800005,6033424.381825074,4191683.36893992,1586633.7750750144,1201256.9612178912,1199209.4271795456,3565753.8096586186,5078415.609761474,1400108.2981961214,561711.8099479144,1419551.567863667,1882645.9593893657
2041-03-31,7081065.345311999,355977.86774399993,6592954.037327999,2534591.07936,6435611.359842267,4812238.433039255,1788938.0471709503,1373318.0147416752,1272467.442552566,3803446.31366678,5802856.244724455,1565897.4572439478,599155.4176013152,1577710.736774873,2001650.8046135742,6941475.654624,349156.7061119999,6555276.9845280005,2512638.64512,6315706.5925385365,4782662.621668585,1774556.5723326434,1362439.8881184815,1247383.1751359326,3732582.596190275,5764345.585244299,1548785.052633341,587992.2837653378,1558986.0384278316,1963019.7451324181
2041-04-30,7774971.986879999,447562.7136000001,6690487.95432,2418192.4032,6975620.344238112,4920848.176072679,1737130.9671856798,1428448.1938988399,1397162.4660423358,4122591.623444723,5856344.338422896,1631120.0448664573,649430.254048568,1661904.4939893517,2187024.0271832496,7646515.914239998,443580.1056,6661065.39768,2402605.1520000002,6866425.778357374,4898334.67923852,1726780.4093109602,1420766.9320107603,1374078.9097889278,4058057.6350092087,5827531.136457555,1617344.711772776,639264.2399650717,1646035.1609381645,2151610.501688593
2041-05-31,7150575.958847999,409256.03807999997,5970571.189343999,2215236.07296,6413243.3927900335,4395621.037779215,1581010.1727834237,1283856.22059912,1284958.4998049855,3790226.8451389098,5255886.88537642,1478445.0105745476,597072.9598687522,1505805.5260453187,2011128.8136632396,7053690.5974079985,405892.5033599999,5943199.461335999,2200740.57216,6330204.952996577,4374824.819640444,1571397.5722457517,1276890.272889156,1267548.2003542173,3741151.127220978,5229228.153339327,1467007.4092276525,589342.0811239813,1493006.4925152548,1984337.955195486
2041-06-30,7540403.633279999,453416.2272,5938941.44232,2208584.88,6731210.281606271,4392418.063490281,1577192.6142295199,1301763.54491388,1355010.5329004158,3978145.276429306,5249816.690182129,1511074.6884980067,626675.6772175437,1544110.3493640507,2117004.6373023195,7414334.766719998,450945.5328,5905635.006960001,2182880.016,6621458.759209727,4367816.02088604,1561276.7678152798,1293585.9918138,1332355.9575795834,3913282.1266929475,5214459.956408331,1496186.5785827187,616457.8104824255,1527818.6271686226,2081941.730450118
