,Papallacta_sigmoid,Mica_sigmoid,Orientales_sigmoid,Occidentales_sigmoid,Bellavista_sigmoid,Puengasi_sigmoid,El Placer_sigmoid,El Troje_sigmoid,Paluguillo_sigmoid,Norte_sigmoid,Centro_sigmoid,Sur_sigmoid,Parroquias Norte_sigmoid,Parroquias Sur_sigmoid,Parroquiales Orientales_sigmoid
2028-03-31,155536.9030869097,8349.18844785552,48188.69003570264,41753.41674982363,137900.43090328854,37664.68270236802,25642.30694491107,14655.426937075636,27949.981484718046,81499.1546638441,55201.986513493765,22299.148625251408,12838.530117096223,22618.569121756074,43555.358243101204
2028-04-30,136376.723842572,9974.610281309484,45456.83629954942,34269.79511916391,120331.31996563775,36439.248402581434,21555.36441953946,14576.60938258012,24506.89727451022,71115.81009969261,50672.1083174882,20501.14773647357,11202.84588880048,20689.374990038472,38120.74602555599
2028-05-31,126690.68193179337,7906.77879180553,39665.57833693793,29738.766530113124,111263.77359861128,31451.31970129597,18689.583325595126,12289.103824070098,22766.315543143246,65756.89019677823,43807.20380630132,18020.505334351066,10358.657322030765,18509.36222351543,35351.291494146564
2028-06-30,150305.36688467,6481.223293653381,43044.446444679845,33960.96159253108,131674.6692644849,33220.51171096575,21094.452774772722,12348.267798468476,27009.87442917577,77819.72953531146,47409.09271977625,19770.68987644897,12258.911708523607,20771.253807084966,41901.6131583773
2028-07-31,185101.96691758846,6190.6021143535545,58349.37593226954,40304.42777997946,161780.7529790557,43907.46011272083,25446.634174330382,14980.561985814618,33262.82345509073,95612.42501062134,60614.820888229064,24103.93142696258,15061.788102350154,25739.56553874624,51557.21708052121
2028-08-31,202763.4391366972,7394.599285666546,76891.47807871812,44044.48644983819,177190.79863096235,57529.38805295122,28686.49625998096,18716.778408590555,36436.59001286413,104719.76199089974,75507.7553930208,28000.952904800077,16496.463352542472,29867.177642913724,56473.42047272185
2028-09-30,209653.94713535436,7785.4721403173335,97029.54186875511,48697.201096997014,183996.52572887967,71926.37350310283,32482.20115691103,22333.13364359635,37674.814300223086,108741.94670576807,91560.31216005563,31311.75502744512,17130.076545358763,33148.773738858334,58485.803964690036
2028-10-31,193695.80789760448,7065.503716910584,94036.44532432882,48039.7778776656,170749.07769784695,69499.64448292067,31909.621675957773,21449.968951832085,34807.1366791996,100912.7049194282,88911.01939968325,29764.617036455864,15896.739133669345,31268.612455100007,54124.16004945214
2028-11-30,189887.04213860707,7593.485735933339,88204.81007152946,52222.34448055874,168665.63845286216,65608.47438206116,33773.098586284934,21119.768211748164,34122.70147230824,99681.39232564265,87000.90037470634,29662.727423111526,15702.77093996174,30582.06436509247,53211.37343268749
2028-12-31,188112.35412598134,7769.940964658025,70419.47158563486,49219.620801042,166464.39491694968,53119.6260834297,31029.380893182555,18276.211796643645,33803.790036439015,98380.45739591788,73537.2685836552,27305.983557530148,15497.835166768005,28214.450557886703,52639.75933403341
2029-01-31,161784.11541467125,7758.800607981135,60882.09550398476,39207.17334366132,142389.77880438787,46376.640537124775,25091.393874957823,16118.511828247705,29072.605540016506,84152.35927339274,62522.207207768966,23473.546524213463,13256.488406688466,24389.723184147635,45179.99550307596
2029-02-28,150150.79802872537,8448.790523086014,53974.422165972166,37858.71454461097,132516.52986808805,41795.47995201744,23953.897235406752,15328.341548729972,26982.09840576212,78317.26915203966,57473.33241549177,22138.932478714647,12337.288930719069,22686.34794709592,41974.72042219486
2029-03-31,120260.16116188485,9042.94121560713,53580.8414806801,31483.129680647096,106424.86386226989,41774.979523065624,20566.066812381632,15142.328667510727,21610.750960790556,62897.09454260236,54607.54586171207,19787.86583801867,9908.154825577369,19963.589625404496,33653.083021824285
2029-04-30,106921.98073404664,5401.934233593082,35356.0438612289,27931.841457509854,94606.39460603551,27320.78347822051,17349.36141183039,10186.407260853093,19213.879937908383,55912.37921216689,38990.52622608728,15350.65484734887,8807.85533782206,15700.241091059092,29918.827454323055
2029-05-31,86891.98896011675,4316.777757419757,31016.27419146267,21551.90829436044,76598.39095954872,23784.320874109137,13635.379105652797,8511.375933063327,15614.49041613309,45269.64905709277,32709.448407231364,12543.23018007883,7131.310198334062,12957.346273155776,24280.149022446858
2029-06-30,93578.21455304297,1593.9267968738225,22040.110846027306,18507.059691879,81323.78244547271,16262.305579163178,11325.623071903501,5492.678725493937,16816.005155181472,48062.35542527478,24047.929996360435,10602.614166031073,7571.244145673306,11692.850284935572,26009.509942056186
