,Papallacta_BAU,Mica_BAU,Orientales_BAU,Occidentales_BAU,Bellavista_BAU,Puengasi_BAU,El Placer_BAU,El Troje_BAU,Paluguillo_BAU,Norte_BAU,Centro_BAU,Sur_BAU,Parroquias Norte_BAU,Parroquias Sur_BAU,Parroquiales Orientales_BAU,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2046-12-31,7886672.970623997,461098.34496,8017377.926400001,2352172.4870400005,7050798.031644055,5864163.637541761,1788858.4167158403,1634707.2713420163,1417235.1328211322,4167021.6367016365,6742579.293029473,1776358.4605794363,656429.2967460615,1828498.0901572446,2215467.2645247728,8023080.989951999,476124.7046400001,8099987.697072,2411626.2710400005,7177413.2320150845,5929041.367442807,1826406.513515088,1659373.2060207122,1441747.653894374,4241851.220120914,6832100.232282837,1805966.5488522376,668217.1719006043,1855965.9650660588,2254340.628575757
2047-01-31,7666356.196799999,404649.082944,8523698.216256,2418926.7859199997,6886748.75205744,6197408.167241087,1854958.828284806,1687332.4341999548,1377644.2085649602,4070068.5124659464,7095857.351786568,1808147.0104127708,641156.3088165475,1860903.224714108,2157491.3040822013,7853105.306591998,435227.9472000001,8684120.743199999,2520702.2361600003,7065155.546560539,6324002.620182,1920665.446615296,1735027.6323431518,1411203.0235945818,4175506.928017278,7264183.248750754,1859953.1300867652,657765.9813847862,1907360.292800096,2211312.9725129036
2047-02-28,8092379.917440001,473457.27744000003,9239483.90736,2712166.5715199998,7308915.687331775,6732939.110320079,2059983.756938016,1853530.459721136,1454200.6711639683,4319569.171213079,7746624.148866362,1971877.7313146435,680460.0504905883,2011199.7907469056,2282076.867393776,8306895.244031998,508868.07552,9380343.30912,2775284.4672,7500481.600681036,6847806.858631199,2104081.505451072,1898107.5749549763,1492749.0753525503,4432784.626002492,7886311.15283274,2019634.7817013492,698294.8370234044,2056827.816771184,2342311.5388410483
2047-03-31,8147008.870560002,447454.73606399994,9430593.073056,2777118.32448,7369846.476605425,6856685.634197807,2105859.0267961347,1873655.7658283233,1464017.4940396324,4355579.267673807,7895737.457614472,1995224.491060664,686132.706971965,2035840.3304265658,2298860.545026696,8400007.990080003,494485.61875200004,9671480.454384001,2864045.7964800005,7598881.931491873,7047260.456751288,2169569.825357443,1941332.7343059222,1509481.4358173765,4490939.221511696,8119545.930274532,2063093.8981878096,707455.9078218933,2100316.8383681523,2370270.172838129
2047-04-30,9105047.844479999,521590.4928000001,11479306.158720002,3270882.384,8278043.00011315,8336239.27976448,2504236.31322048,2261035.39625856,1636177.097653056,4892323.413066871,9552406.793803401,2360925.8085256545,770685.8033105346,2399813.6047597355,2574132.5985029284,9281153.145600002,546050.6784,11553757.354079999,3203135.2800000003,8405596.581157442,8399442.539743919,2474076.0074270396,2280670.5942899995,1667823.2202643203,4967707.579464048,9583522.849249644,2378169.5160224624,782561.0417057577,2425471.5894470853,2620049.2566304603
2047-05-31,9138477.849984,503150.26953600015,10041507.0792,3016128.8304000003,8242146.003556281,7312440.393298657,2274740.3077818337,2013135.7990277088,1642184.4696421246,4871108.288101762,8444853.47606365,2167374.3440691717,767343.7929310895,2215291.2135644676,2575701.808974094,9327351.573792,529114.70592,10190027.646936,3005150.8723199996,8394275.547123581,7428625.757576604,2279604.925047384,2048831.6211057957,1676125.0778104218,4961016.848350036,8552742.191321261,2201401.665747797,781507.0534372053,2253935.6748420754,2626770.100661381
2047-06-30,8761160.439359996,474702.35328000016,9068509.28232,2772593.9711999996,7872265.046074462,6612685.27810596,2081013.3258216481,1832091.8780121843,1574380.5309529917,4652508.642230008,7656864.72781296,1999144.3016789346,732907.8757895324,2049976.6749356107,2465837.875905276,8951611.47552,499221.0144,9275003.02296,2858650.9632,8049801.013134048,6769201.945463639,2141123.48572536,1882592.69456772,1608604.5821509438,4757432.398762222,7847219.307829381,2051943.1585301666,749436.4743227796,2100086.260607453,2520202.4129377105
2047-07-31,9405199.028735999,516674.3682240001,8868112.641071998,2616640.64928,8361557.885006723,6489299.919542472,1986843.81266807,1812685.885822267,1690114.265463859,4941680.710038975,7467482.772666756,2007073.2720994381,778461.0390941261,2081632.5935255578,2636473.2642785315,9624169.263744,537458.9932799999,9070931.2536,2742487.416,8572364.502219707,6641601.40425528,2067697.7037521282,1863392.771573424,1729463.216694797,5066267.420811845,7671506.614565332,2065077.0531029943,798087.1351566544,2134811.360586705,2699773.546976257
2047-08-31,8818003.674144,471664.57939200004,7738084.4786640005,2449545.4512,7838593.257053864,5671423.279342548,1822842.8298790988,1604080.9758166776,1584595.2602436768,4632608.6149188345,6598948.956278015,1814691.8316776466,729773.0322317147,1880228.4841635388,2471759.9526424855,9007675.534368,496273.23648,8055049.013064002,2688712.10784,8053538.129426561,5906026.575743797,1971453.743105832,1682105.0130551164,1618679.2935259293,4759641.034491098,6933451.01384996,1899794.9419789866,749784.3998496128,1950939.5817175317,2530436.353107964
2047-09-30,8495122.95072,458549.78687999997,7008028.632,2349757.6415999997,7549066.081232927,5149953.56112048,1721865.9909876483,1478266.222931424,1526573.5942443842,4461498.05400866,6048196.876930155,1700139.6355735818,702818.0521627857,1758787.28169718,2380955.518585863,8733934.823040001,488664.05760000006,7438931.842320001,2646671.76,7818651.0937704975,5467441.21556868,1908773.37019656,1580641.9491942,1569488.087700288,4620822.796418363,6488935.999639267,1809862.3922756067,727916.4168300333,1851193.647983964,2454709.1898676828
2047-10-31,8203746.676607999,449678.37052800006,7059993.769872001,2297202.0768000004,7297106.616235698,5182821.172038456,1696975.7206883333,1477967.7135751348,1474213.2777864572,4312590.010195296,6056640.5283377,1679463.8093091333,679360.6259715435,1736070.8941532942,2300119.0186955254,8538542.123328,488034.47808,7580536.122672,2682396.4406400006,7667326.202415666,5567211.716915448,1936925.7801685922,1604501.4588765842,1534376.0195620412,4531389.7856276585,6601733.0661239615,1818803.8264938323,713828.0694448985,1853310.6777379531,2402598.263675659
2047-11-30,7618995.8208,476314.9920000001,6612455.56104,2009745.5616000001,6746236.44553152,4878182.402906761,1516285.71041256,1403527.8714951598,1369133.54899776,3987025.739309128,5632606.2983586565,1569514.6852465095,628074.6130789845,1625938.6234640093,2132514.582934821,7971890.814720002,502557.69600000005,7089892.357679999,2430042.768,7140018.906836928,5226867.711916921,1771591.2809436,1519487.2516222799,1432548.7794051846,4219751.173940624,6158706.085459673,1705712.1336671992,664735.760226518,1738598.064861676,2240955.8969709286
2047-12-31,7890008.194655998,485812.47744000005,7514016.960528,2002894.128,6966736.909606453,5519252.691583273,1571629.254160464,1546440.6306726,1417834.472579683,4117341.5135774133,6251854.742782365,1684227.146062533,648603.2062843608,1757354.1055742966,2206054.775557885,8276234.974560001,512898.86880000005,7929404.659728001,2348385.76512,7369258.918274065,5824466.051722633,1783206.2273764324,1648179.9425470324,1487239.4249284319,4355232.020699971,6702362.804718892,1805910.7799029076,686078.0052913153,1861937.841065838,2321355.434585744
2048-01-31,8018483.221727999,499318.04159999994,8372628.180000001,2325044.58048,7152127.971744066,6131716.180203601,1799074.661861088,1707470.414582256,1440921.4349445214,4226907.631300743,6990197.488688141,1831585.4190011737,665863.1141693725,1888856.9068489836,2250531.374175961,8435216.361599999,532257.2726400001,8736411.816,2592364.97088,7560236.5901395185,6403008.47569344,1966015.3207072322,1798995.561209568,1515808.3801795198,4468099.824772456,7372883.649238948,1941003.4771630287,703858.0265419892,1987320.5233312065,2371823.1335880286
2048-02-29,8315361.204191999,492297.7824000001,8701320.007152,2501321.1868800004,7439342.966256699,6360893.673723289,1913778.6238910886,1766343.5606224083,1494270.408393302,4396651.693057709,7291353.341484846,1904637.9028341637,692602.8301584986,1959759.2485135617,2336520.4345236938,8712848.41056,522946.03104000003,9011213.354303999,2680261.8681600005,7809709.486055904,6593119.339271616,2030186.0820542402,1842320.2633490884,1565698.8593776317,4615538.306259039,7596664.219671851,1994606.004795252,727083.9531518045,2045360.1042746706,2449964.0395492925
2048-03-31,8051087.759903998,448991.84304000007,7702799.966928,2636280.8208,7256202.638314087,5636666.140592473,1918815.3146831042,1599572.1983828403,1446780.4704547485,4288415.759243625,6648561.801996464,1785251.4126488403,675552.4656270415,1816160.5050083469,2268599.076836425,8416306.134431997,484379.8012800001,8034975.074664001,2731597.3094400004,7579331.331016635,5886688.534104997,1992448.3409280719,1675716.3086324758,1512410.21235743,4479384.816630831,6933820.3669194495,1866319.897997276,705635.7469176487,1898655.225452897,2370791.498605593
2048-04-30,8301407.264639998,475668.288,7456672.728,2816042.1119999997,7506110.281110335,5474341.48518,1999357.9913519996,1588167.7426728,1491762.885455808,4436111.176136209,6571237.074591167,1805781.292835748,698818.867171372,1822633.5542977983,2342022.508221428,8521121.488319999,499285.8144000001,7641273.140640002,2707413.4656,7659259.754475166,5614999.874404562,1954611.4068792001,1621459.21338648,1531245.531451104,4526622.514894823,6659291.775275002,1831598.820421318,713077.083141638,1862806.4376590482,2398597.267718135
2048-05-31,8126920.843775998,447033.852288,6579111.276000001,2688577.6521600005,7331373.946373701,4841931.291460848,1873471.881478925,1429649.2651024226,1460407.6756265468,4332842.002306857,5900434.532174158,1674538.71378442,682550.9144073916,1691246.2633274682,2290778.5006301487,8320754.937599998,472239.6854399999,6812387.374392,2633258.7820800003,7476551.780685119,5017667.583646188,1860265.729884312,1474909.96690242,1495239.6622867198,4418642.102384905,6046337.565197268,1711816.791519654,696066.9707817845,1738014.1244846946,2341886.3865674664
2048-06-30,7910950.199039998,429047.56512000004,5845390.097039999,2485496.2752,7103833.892580095,4315760.22303828,1717202.235427632,1293614.1837419758,1421597.7507674876,4198365.830514835,5299008.662139323,1550101.5386172468,661366.9353992069,1572124.270815598,2226012.384248541,8138113.079039997,460471.65119999996,6147411.82272,2528582.5728,7300791.682845695,4542760.91354688,1760976.886104,1359457.3317398399,1462418.9203034877,4314767.884561805,5538603.672933195,1611905.9829258178,679703.7056729341,1636062.8531708873,2289096.595949252
2048-07-31,7600033.066751999,428714.34624000004,5297380.305336001,2280106.9209600003,6797873.681288522,3928446.8548149243,1572485.95085292,1195209.2255920202,1365725.942095334,4017543.345641517,4831348.861783532,1446192.7520922364,632882.0397279614,1470944.840646094,2135343.0786392414,7793623.426175999,458054.6112,5602400.6354640005,2405489.52096,6987755.993080262,4156662.7229105164,1660079.515796136,1266070.742202636,1400514.1296838268,4129763.7919104355,5108859.309674907,1516697.471289687,650560.0829557723,1536021.8139790199,2191723.767391018
2048-08-31,7394910.882911999,429557.85475199996,4696078.2264,2073241.23264,6578287.879210588,3503992.596986592,1423568.773346659,1089141.2004633697,1328865.4856592861,3887768.1366134575,4326976.540145689,1342633.4034432645,612438.6015545058,1372459.7598264515,2073417.0212532675,7607823.380639998,461745.17856000003,5070842.023464001,2294961.86304,6807952.412752175,3782716.424483077,1566974.9586459603,1178823.74547942,1367125.8615010078,4023499.875936535,4696521.3063751105,1435554.6185506824,633820.3696272274,1452803.2166672456,2137901.7414967627
2048-09-30,6681446.533439999,357360.64704000007,4110626.8216799996,1837380.672,5934707.109759456,3059073.6900087595,1257353.780254704,945109.497507912,1200655.9420591681,3507411.9018678386,3789782.286957905,1183437.4550468114,552521.2319186053,1215709.6978630754,1872314.0542492927,6910120.6272,398175.83424,4574177.568,2133956.016,6195895.97221728,3404265.6759350393,1446632.432970624,1058099.888630592,1241748.67670784,3661774.5195804127,4257265.514792173,1299762.3625465538,576837.9150134287,1313515.1196715627,1943299.220253643
2048-10-31,6826923.486432001,355488.2562240001,4240253.3832,1935587.00736,6078387.937854556,3149843.174303904,1317861.8085914783,970769.4468494112,1226798.1505118306,3592327.2712720428,3921732.742044246,1217959.203221939,565897.9170142591,1247653.1688828696,1914800.0886632525,7113167.415647999,398998.623168,4697590.913064001,2230012.80576,6386244.146321153,3491813.883223044,1505703.0552773331,1084075.5609727704,1278236.1845919455,3774270.290475802,4385129.941232066,1337461.6788826387,594559.3300224994,1350021.552123827,2001386.5295655788
2048-11-30,6692049.161280001,303174.0057600001,4230847.728,2087851.8528,6005642.292754272,3120519.8513289606,1396020.4989730562,952279.440763968,1202561.234282016,3549334.5950177745,3961227.6645641467,1211684.6424078264,559125.2974554228,1231103.6650510416,1882599.6199603183,7025868.097920001,346777.84800000006,4673414.93832,2421356.1984000006,6362216.268787009,3452095.8510310804,1603660.0396658403,1066052.1563406002,1262548.497196224,3760069.814853122,4431978.696650306,1337480.847731549,592322.3346240704,1337633.423204318,1983285.8890843466
2048-12-31,6328395.144288,269741.744352,3395195.3565360005,1917427.9910400002,5665132.034575171,2515638.565569277,1249850.3481646993,794719.9993930056,1137212.6074285535,3348093.0324339257,3297970.712112021,1067054.459967033,527423.7924189484,1085718.0043671194,1778613.6895493134,6683169.124799999,314544.25180800003,3830325.662664001,2282899.1529599996,6046830.804934081,2842480.013830884,1474032.1327077167,910177.5286279224,1200965.49172656,3573677.0057160417,3778395.651897348,1197887.1458266515,562959.9479393628,1194954.30918278,1885946.3510173608
2049-01-31,6134873.405471999,272636.157312,3363237.477864,1741713.4339200002,5462798.493475611,2494315.0523056677,1154567.1507242834,779264.7572770775,1102436.7509633184,3228513.909644087,3198834.7579136435,1030420.7976918326,508586.53974257957,1057771.7330012838,1720764.5317853068,6493162.036032001,313092.987552,3725002.330127999,2063126.25504,5836430.427720076,2767439.9563392242,1350406.5343108992,878148.9242507374,1166821.2178749503,3449330.382782565,3607447.5490817726,1146166.0678061773,543371.672820739,1155455.8951469047,1827751.7552650063
2049-02-28,7362188.233343997,382501.332864,5077144.745568,2072379.13344,6551244.347178583,3752817.0905403355,1445993.2696797503,1122833.3657319073,1322985.2255319164,3871785.4091825434,4568124.131854566,1365582.8327853729,609920.8487223262,1404422.9849834105,2064487.696528897,7693977.497471998,408919.6984320001,5312797.203168,2269564.98048,6872279.04782657,3930757.913308464,1567095.4592459712,1186443.4622808096,1382607.7562957183,4061516.917265503,4828882.85324602,1444856.5021772124,639809.1793526538,1475682.363132169,2160593.935579129
2049-03-31,7215967.0860480005,336995.457696,4834697.238144,2062877.1638400003,6428996.389064996,3561801.1296599526,1423362.900048394,1061037.8988674688,1296709.2853628257,3799536.865937412,4378449.646728877,1314330.7239931398,598539.563821951,1352823.4455932754,2024420.0832468858,7450555.071455999,366189.16060800006,5050647.3762719985,2173600.8806399996,6648849.921925815,3727025.3724597357,1497375.6925059648,1117143.0134054064,1338864.746340643,3929470.303858155,4588268.737306791,1375505.1544544208,619007.9277312931,1409995.8351324087,2091523.1297361823
2049-04-30,7248797.438399999,329245.87104000006,5162381.424000001,2147653.9584,6476981.02840656,3789950.5611518407,1489376.569294944,1113086.8545189123,1302608.8996804797,3827895.787788276,4637762.837825454,1360132.7305317058,603006.9337446507,1396902.325914799,2035858.1120970624,7375784.754239999,351590.31072000007,5315838.665040001,2137492.2816000003,6578572.751978973,3908054.416547881,1494850.4354452323,1147693.1402061363,1325428.5203369278,3887936.496419574,4747877.606735594,1390107.9615947858,612465.1232092424,1430200.147032219,2070111.1934216928
2049-05-31,8038074.9677760005,396088.38086400006,6310725.431472002,2467631.07936,7203623.989300502,4630231.830439512,1736639.1633664225,1346485.879541275,1444442.0717093472,4257341.777676596,5596294.334124138,1593636.32608193,670657.3934038767,1629739.4293237657,2260075.253407802,8135504.419392001,409884.76569600013,6404574.438144,2388851.568,7263929.688107502,4702516.886477952,1701452.7853485697,1362733.688779661,1461950.1441647424,4292982.445671533,5631299.652464875,1603446.1462541583,676271.8539628083,1648211.9262552282,2284258.1950008622
2049-06-30,7457744.46816,352202.7744,5298692.643360001,2275823.1744,6680146.748282785,3896206.25523624,1567228.04099568,1154886.59161656,1340156.6809283518,3947966.7282351255,4798125.836884927,1411461.8927967432,621921.6622651272,1441948.9308415789,2096499.6952289033,7544348.138879998,370834.82207999995,5461615.27872,2285388.1728000003,6753530.00000851,4019388.08978736,1583645.1280562882,1190349.062204544,1355719.3605567357,3991336.23000503,4921975.049547338,1441558.2511118234,628753.6430007924,1473142.2871443997,2120347.2196539924
2049-07-31,7721517.416255999,396541.51257599995,5347959.880536,2143470.7555199997,6863524.612335014,3950234.401300381,1501916.0251458096,1176669.8098789607,1387556.679701203,4056343.045889993,4791499.833256812,1429115.8294832003,638994.1414083899,1473189.5580537377,2164361.9020722923,7878166.827551999,412053.573312,5513215.821335999,2236155.984,7014993.743933884,4073712.2018046356,1562504.819779051,1216560.3135233256,1415706.5789110945,4145861.3026649253,4952739.782116555,1473361.755123104,653095.9175602447,1513900.3596853348,2209724.8388816495
2049-08-31,7501723.921439999,357277.373856,4724986.927464,2008719.1123200003,6649830.142600174,3493083.0058198925,1388281.6935299374,1051140.9395555928,1348059.788682768,3930049.6142767025,4287571.120811405,1318180.8267143911,619099.1862760764,1365510.6252198024,2100574.500618207,7675473.925728,374335.32671999995,4942377.073872001,2193167.12832,6838123.103091908,3654063.7668236885,1501056.4182539042,1106150.9773443122,1379282.6644533214,4041330.7539273174,4526178.488822689,1381761.649793189,636629.2608978566,1418696.9640650856,2153301.802006921
2049-09-30,7456105.88352,360199.12032,4365345.370320001,1939776.3359999997,6595295.633394049,3240262.8227898,1328406.6458452323,992735.8460915762,1339862.227268544,3897819.7193358825,4011376.591713324,1268664.2297515725,614022.0234689858,1316273.45474516,2086124.777047397,7710378.621119998,383844.43296,4651684.96464,2218701.1967999996,6873086.678861087,3452811.98920632,1496103.890083776,1068283.817142768,1385555.0382152637,4061994.2272069026,4342217.55077234,1359024.6485739702,639884.3698019672,1390482.8200764055,2163553.8367503555
2049-10-31,7614043.107551999,397108.9584000001,5702854.877856,2104758.5011199997,6765786.431410204,4201213.704671665,1504446.8762373116,1228785.02310456,1368243.5464270941,3998579.7809634306,5017851.923231125,1456457.7490222151,629894.7167642899,1504566.3930696074,2133974.260757881,7868398.702752,417976.64064,5893246.872792,2334032.48736,7031307.169495325,4344771.789344988,1639426.56405804,1284733.544503716,1413951.2468845344,4155502.5371717364,5259557.143691595,1528899.0285177007,654614.6974800148,1564331.256677394,2209958.8490506965
2049-11-30,7404229.1030399995,377499.47616,5305807.9166399995,1887804.6624000003,6539846.900188897,3912199.31602152,1362628.299776256,1142622.920076048,1330539.969816288,3865049.518011638,4640447.954895569,1366276.8345895677,608859.7464075861,1424876.4074260825,2070473.485102947,7692684.229440001,404237.71872,5462811.1303199995,2132641.0944000003,6837193.111676256,4034713.1146362,1503938.3412273123,1197602.1441923762,1382375.3560303678,4040781.1290006666,4868672.8724175375,1441111.875215001,636542.6786970594,1485599.2967399745,2156196.3944330155
2049-12-31,6957838.294848,324447.42153600004,5086552.908528,1861696.6473599998,6167363.234814834,3734297.587110888,1332383.3700708097,1079278.885376309,1250323.5415841853,3644911.6717755664,4456089.686869383,1296001.7412473988,574181.5171612609,1348475.7264641516,1948238.8739768367,7319113.234271998,362035.81929599994,5322438.197064,2148090.7276799995,6534741.486608092,3917245.1138905324,1501327.1046337779,1154926.5300267767,1315244.6481986782,3862032.2185853818,4761532.216194492,1392678.4848083113,608384.4324032132,1429104.5643095071,2055003.9874123577
2050-01-31,7387792.9009920005,355888.62345599994,5806737.720000001,2069862.1631999998,6571612.14707854,4256737.917448177,1491012.8804761055,1220660.008845005,1327586.3843082623,3883822.7789234174,5056165.981488368,1436207.781087759,611817.090893012,1487102.383222869,2071380.3739199773,7824403.518624,394709.37983999995,6035078.016,2354738.6620799997,7000381.002446697,4434889.13446464,1658709.620602272,1295693.213460768,1406045.312296733,4137225.1724459985,5356275.388846919,1536487.2945873784,651735.4713277875,1573323.7803579539,2198599.531149648
2050-02-28,6448013.099135998,268861.15468800004,5245796.963232,1997718.0249599998,5783158.869184165,3822706.8650806565,1412746.1779693246,1083840.2573058144,1158707.9539147387,3417846.8916878407,4602619.475846276,1283755.3710154176,538412.0907210456,1319120.096758824,1813534.108364949,6770804.269823999,302334.80256000004,5445676.6559999995,2201834.88,6098538.388508697,3978432.6943737594,1535487.112990656,1146145.062138048,1216713.5272873724,3604236.1876086397,4844908.687622163,1362024.8322051694,567773.9239701596,1387296.870534361,1907396.7488588244
2050-03-31,7384898.086272,354796.4522879999,6224596.122672,2267792.44128,6618424.362592493,4551481.422734616,1623250.6512742369,1297824.8201591184,1327066.1861030783,3911488.798292163,5430635.675467102,1507119.9414635117,616175.3081573611,1545955.5209879673,2076440.869748609,7709036.715071997,382852.585152,6366759.139728,2398217.3971200003,6916596.225871851,4664081.927881225,1702884.9923573476,1343358.9524033137,1385313.8976984378,4087708.369490263,5598165.630445437,1567551.9565814536,643935.1086286694,1602559.581366333,2168492.8056497355
2050-04-30,7416385.94592,380731.80384,6016133.79432,2274303.4847999993,6645859.253032607,4415445.76265172,1614198.622742064,1279909.969292952,1332724.554481824,3927702.8185422705,5301493.186767751,1496193.0707064092,618729.4964573357,1529944.329741686,2085201.1147755655,7710530.304959999,405167.33952000004,6166698.59664,2365991.3376,6909812.644430302,4532412.60020808,1673660.618495712,1322168.8265969763,1385582.2958013117,4083699.2728583086,5455969.166871545,1549452.4191105245,643303.5571964611,1582328.603117979,2167947.040252898
2050-05-31,7719163.504415999,430073.09855999995,6863515.2314639995,2398341.6748800003,6924930.063478357,5035510.199255076,1737133.6848261843,1444448.0963168282,1387133.681743555,4092633.6675157086,5958785.674110893,1638004.8803354923,644710.988909835,1672906.960391522,2171251.9830977893,7888560.599807999,439912.20095999993,6924532.350672001,2371766.0544,7057214.7003009785,5082884.044865929,1727380.0335440156,1457161.8790302002,1417574.3397854974,4170813.887877878,5992911.523876967,1653869.8874250962,657026.688598021,1695175.2761387608,2216559.8138353545
2050-06-30,8440977.988799999,562982.89248,6738426.76104,2207999.8656,7469445.819618719,5004751.5905648405,1633242.082076208,1482054.503452344,1516843.74458736,4414442.479394662,5843985.040995682,1685160.9740097874,695405.4058065027,1738583.598606792,2362034.1745682033,8676098.827199997,563642.064,6872189.5713599995,2265470.208,7676502.775109278,5099540.76690984,1672485.5963736002,1506881.8997445595,1559094.9592478396,4536813.140089583,5961653.864909262,1720565.1633933191,714682.4083626738,1777060.4504797005,2427708.751861619
2050-07-31,8080094.403359999,522627.88896,6033276.242928,1961216.0812799998,7112231.597512942,4489068.855492791,1454722.1949054238,1335641.192088552,1451992.9642837916,4203328.874130149,5233228.120315269,1542203.6804742555,662148.761728455,1603618.2737211678,2256545.9003388495,8281244.466432,523227.0470399999,6206758.2197279995,2116710.0576,7315794.787341195,4611893.607129672,1548605.400459984,1373268.149019,1488139.63061783,4323634.719318647,5421868.5876962645,1593040.6217397032,681100.4947014654,1648784.194508727,2315873.279286214
2050-08-31,7858882.186847999,501602.44895999995,5509588.169592,1728170.37216,6872947.842478434,4109968.7034409074,1296068.773880952,1228189.6562629319,1412241.1289765853,4061912.174904755,4761191.844101047,1435093.6883946392,639871.4441347423,1506837.198941745,2189468.2034972343,8071024.296383998,508820.7369600001,5765499.064800001,1978151.33664,7109003.42776028,4293898.87875336,1445757.3256536003,1288441.046767536,1450363.0660602045,4201421.025806326,5051328.290490103,1510305.877687319,661848.219124482,1568830.2896179098,2254578.2988513983
2050-09-30,7760128.924799999,486446.60160000005,5661868.896000001,1675374.4512,6778860.256566718,4210984.9768176,1277319.35799648,1239968.72345472,1394495.16778656,4006306.4116309313,4835680.898684885,1433764.9304828793,631111.8898863615,1510692.1017386809,2161037.439043984,7976142.8611200005,498779.59680000006,5984611.834320001,1964962.5407999998,7027932.72322109,4444349.216159879,1452592.43648136,1315889.15511852,1433312.8721432642,4153508.239423663,5191485.53257982,1523443.0270070774,654300.5365318833,1584030.8447783245,2228371.3186525977
2050-10-31,8085954.528287998,537365.51712,6102923.106672,1834529.3683199997,7085554.665770849,4544663.126535288,1392556.906684944,1345377.653379432,1453046.0287333534,4187562.8074705712,5230646.117315322,1538246.6158434046,659665.1393832661,1609427.7612433757,2254397.2758803535,8263253.867903999,542921.85792,6342984.931464001,2043950.25024,7282963.483479128,4716675.479487636,1519607.1649502162,1399535.882065548,1484906.7200623485,4304231.4187361635,5491107.695514911,1603832.4103805865,678043.9003119068,1664264.9838816433,2308828.218070253
2050-11-30,7854124.27968,469652.51519999997,6266023.388640001,1841525.0208000003,6897215.46457843,4630539.88941336,1404158.524668,1335290.65157736,1411386.1330584958,4076254.339565852,5317119.57718535,1520521.4125178845,642130.7597522519,1594679.5668247999,2191522.8242313163,8024625.624959999,484403.58719999995,6480115.992,2105907.4656,7102708.555106305,4788190.9033992,1559079.57830688,1394073.05380848,1442025.224805312,4197700.756067825,5588176.138663777,1593419.8506381237,661262.1664803968,1650621.9931092586,2245727.958145462
2050-12-31,7834593.303935999,452899.22688,5923812.653064001,1722206.9145600002,6851551.468165284,4381505.454242197,1317873.1737698643,1265755.2707691002,1407876.4167172993,4049266.9176856834,5022109.37537355,1460842.3988059938,637879.4416861881,1542821.877658852,2182682.9836890525,8097549.161183998,480009.72384000017,6203311.058664001,2026068.9840000002,7142658.69977876,4590723.478230757,1498508.8461415444,1343788.2995007962,1455129.5842647643,4221311.291569246,5360849.040633325,1555465.2937495853,664981.5249494024,1618943.8332522765,2263211.536433766
2051-01-31,7786312.1441279985,424990.08460800006,6106442.765328001,1682483.2963199997,6802094.426106066,4498435.0153818,1307527.7608146528,1276385.3534219186,1399200.2922998015,4020037.805828685,5117878.925706817,1462942.082997575,633274.9910704747,1552290.7109897032,2168371.9512917288,8057101.999967999,458120.232,6376937.488272,1945977.32448,7089593.294907041,4703901.456036169,1466380.115072208,1353428.164627128,1447861.2293942494,4189949.6372900624,5434958.047540904,1553727.0657783279,660041.1357558456,1627354.0932495196,2249839.39936684
2051-02-28,7818274.4693760015,373267.46419200004,5591919.164832001,1750558.27968,6845216.969941863,4112502.335681041,1308164.2733662268,1174886.9782878817,1404943.9221468675,4045523.2292356407,4773621.658461755,1400449.3635145118,637289.6999015874,1485698.9718011925,2179080.306876199,8150145.357311999,426568.80268799997,5944214.009664,1989170.5075199995,7176613.049578827,4384504.773792864,1459927.7761598206,1273382.7408033984,1464581.1207089662,4241378.312301087,5144185.860768875,1507099.4534281874,668142.6749157887,1578844.6433451679,2276432.7665878255
2051-03-31,8028591.0747839995,423301.08556800004,6559724.1664080005,2129991.17184,7111944.628417641,4817946.14416098,1574594.7557120211,1375819.7638406905,1442737.8161386845,4203159.275394825,5627799.977369372,1584370.1647268892,662122.0449056822,1647959.4647099501,2247518.5522608175,8272516.15008,469628.1383039999,6828754.835736,2211864.2352,7332284.253897792,5028099.089402269,1637422.2479835507,1447099.4153639593,1486571.152169376,4333379.994053595,5868357.12590216,1653854.5203421288,682635.6640378844,1714613.4894542226,2316309.7863514307
2051-04-30,8216773.125119999,440419.68000000005,6327218.50632,2187888.2783999997,7280622.522468287,4661101.805995081,1590917.4967370396,1353108.6331902002,1476554.130584064,4302847.910778758,5501394.509483486,1583378.9936940945,677825.9568417975,1642734.9840114065,2300433.666610014,8484063.275519999,484195.7088,6609166.546320002,2217551.6448,7507145.063331646,4879275.004739881,1626753.7519869602,1421442.96654492,1524586.170610944,4436722.732429003,5726430.817779649,1647722.249177742,698915.2053961763,1709734.5302427586,2374039.9300127868
2051-05-31,8013989.696832001,444222.2822400001,6061973.8392,2113209.1209599995,7095802.618991116,4475354.876745841,1534166.9772076798,1309262.5269289443,1440113.9485207102,4193619.34782375,5287749.391227788,1534836.0748187983,660619.2238280729,1591498.8565958834,2243049.655175618,8236687.568255999,481232.41344000003,6332751.983736,2092419.9158399994,7273226.486299332,4682703.527735725,1542210.516024408,1368858.6807084358,1480132.7560156027,4298476.853402906,5479755.270397611,1586437.2169218592,677137.3858744679,1649459.0831545885,2303031.6282413523
