NPV2020,ROI,payback_year
52.5013094801575,130.705099193792,2031
81.9703547087324,204.070021285934,2030
37.610734595735,93.634136838908,2040
37.9428897751517,69.3322474694822,2034
57.9622303692158,144.300383074541,2031
9.08009794418788,40.0899668938072,2036
70.5587586723828,148.635188486527,2031
