,Papallacta_SEMBASE-superficial,Mica_SEMBASE-superficial,Orientales_SEMBASE-superficial,Occidentales_SEMBASE-superficial,Bellavista_SEMBASE-superficial,Puengasi_SEMBASE-superficial,El Placer_SEMBASE-superficial,El Troje_SEMBASE-superficial,Paluguillo_SEMBASE-superficial,Norte_SEMBASE-superficial,Centro_SEMBASE-superficial,Sur_SEMBASE-superficial,Parroquias Norte_SEMBASE-superficial,Parroquias Sur_SEMBASE-superficial,Parroquiales Orientales_SEMBASE-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2030-07-31,10274055.797618534,2394517.1773611815,6775714.213023451,3437582.7923089727,9277937.672356214,5825065.28788714,2362141.783654003,2535271.201387236,1846247.826832051,5483261.164362523,7189493.497359561,2586542.4271917916,863775.9972963637,2365004.4657293926,2897145.802575858,10272284.528673537,2466039.2705827616,6815497.080332738,2280091.900558976,8988848.92234834,5884176.7110527055,1752852.2933588687,2499464.563871893,1845929.529802634,5312409.713107866,6730195.826222616,2461184.0423298343,836861.8346706303,2328576.4166237493,2862463.8609764366
2030-08-31,10726958.703262623,2478873.2645390932,6361595.997671239,3260759.2738802214,9605332.120364258,5569059.132532427,2244695.8081144346,2503910.710252762,1927634.478976293,5676751.283135276,6862064.255724653,2572606.774950183,894256.4204059123,2363764.8008670383,3015156.4123325744,10725390.169919766,2561828.746404431,6395130.5332014,2076431.568256095,9309740.645028854,5628712.48327311,1621205.6232897206,2471312.940445059,1927352.6135345816,5502056.721212053,6391315.058931206,2446952.244078786,866736.8540521862,2327841.5343932533,2979736.6972654844
2030-09-30,9773247.91139998,2493589.035232497,6226529.19450524,3519710.209514137,8887733.949621106,5480013.722691239,2374035.410228622,2508705.437475423,1756252.649678576,5252650.7642260725,6891221.022149511,2544514.826152912,827448.0307097248,2284154.076289546,2763302.2663026215,9771234.323500982,2478946.9574599625,6210522.152880962,2212031.591807735,8561124.872402677,5462357.407069294,1677899.6913404954,2408712.0310568674,1755890.8079331263,5059624.799589981,6290344.798047394,2363406.3218260147,797040.7256206892,2214476.1232315847,2724116.8453972978
2030-10-31,8395528.408576809,2412004.3904101094,6041910.000833949,3283969.336119767,7699560.122217888,5314213.318831967,2233561.6405228605,2421273.7869970747,1508676.4550212524,4550440.032230771,6625026.737903943,2388361.1928814063,716829.0473784852,2117451.808976837,2381458.609875858,8393213.061297439,2307533.2999792043,5996555.403287454,2009183.63142925,7380877.521367941,5236882.077963571,1549385.6131949252,2271803.1790128793,1508260.38711515,4362098.615128452,5980889.056342988,2177480.0445850273,687159.6972393553,2025848.741975572,2343162.95545044
2030-11-30,10775045.891168749,3103990.4414465,7909186.754656223,3842848.2775504114,9789407.923140533,6933420.298531679,2679503.8759616828,3110142.017620013,1936275.7466430238,5785540.082576055,8446440.702453997,3035327.181733602,911393.8776443836,2719539.1842917977,3045439.7450744365,10772898.064076485,3101102.84335353,7905016.902333875,2439863.7722621975,9439005.270143466,6929222.524092637,1933991.972118632,3011598.6106979493,1935889.7821145442,5578452.114654788,7816087.655590072,2846843.512606484,878771.3906503567,2649187.214249651,3003401.8279007613
2030-12-31,9681596.639154071,2963580.3988091694,8027943.3772574905,4155473.5566942086,8970576.263280932,6956454.098916193,2847627.899474279,3076020.9154477776,1739782.9160559864,5301610.571599031,8608327.341479855,2980504.370275484,835160.6501114548,2626436.300917682,2757148.577235705,9679249.280990152,2862788.6070178505,8007667.510908576,2704959.721649655,8608198.976313766,6898435.957599147,2071900.3195186052,2920261.945371783,1739361.09579393,5087445.595001435,7904494.903074465,2750183.453361376,801423.3246948115,2529981.295260283,2713652.0350666693
2031-01-31,8752371.131215716,2755727.9808875294,8279875.012456184,4260583.176178906,8234824.009764223,7044339.776015038,2911492.292711858,3012624.6509661786,1572801.092279464,4866780.9897706555,8740522.427916152,2898290.85488829,766662.1153090491,2537595.458034017,2507411.3961289222,8749319.320185846,2572167.1734189256,8224367.390251023,2745889.7167210537,7855920.505225553,6925550.0308894515,2096069.8125709668,2803528.5177259394,1572252.681837396,4642849.018588303,7949033.075062534,2627041.37422976,731386.1990364991,2415281.4544547736,2461826.8790127165
2031-02-28,9610009.513980504,3262419.8429220146,9478034.055236176,4985647.180927585,9118180.124973118,8110490.061931051,3394772.467082164,3512772.5422168733,1726918.7096622963,5388844.453859113,10099218.07991176,3346598.975768787,848902.5696349974,2900084.8631361644,2762198.527038158,9606915.913257156,3188725.6563950656,9449166.347290156,3267984.6397090526,8688804.540247243,8058148.596407755,2477690.35354478,3351589.529189576,1726362.7896123112,5135083.48328612,9281648.698185077,3089060.522362412,808927.7026970182,2795446.3886632184,2710605.58250168
2031-03-31,9074404.57777927,3152797.9685423677,8899645.797723528,5069531.963100313,8699883.006151652,7654337.67545479,3397332.600993155,3372113.6476751305,1630670.502626935,5141630.8566356255,9693843.330386056,3227762.5050218976,809959.1078727187,2766404.440629205,2618938.616834024,9070733.996351082,2987831.7929880847,8820869.736448994,3266321.55506279,8248775.710041355,7527169.551061548,2427911.9656618545,3149401.75213087,1630010.8991442895,4875026.44463444,8765433.284057176,2921940.6240808186,767961.0186048502,2631227.6435418394,2564661.0226224232
2031-04-30,10997603.424686333,3505951.3102368456,10894390.427297357,5693539.651381407,10431779.651268603,9216716.729873257,3872562.9341634917,3906864.303562581,1976269.3354161342,6165181.773899745,11489103.872633182,3754927.593712997,971198.6855331069,3273168.5719792102,3160679.513759695,10994804.847289482,3485571.0567667433,10898053.984665686,3813449.8454231587,9962282.7808803,9210470.19327469,2873468.1212838558,3767548.552674707,1975766.43105792,5887709.123500258,10643784.02661069,3497657.11396412,927488.526899956,3176314.729282994,3104367.663705649
2031-05-31,12219533.951692725,3294777.1103406707,9416556.913840972,4957954.208536855,11250847.507814275,8081083.336961328,3377366.2416782477,3518446.7450181963,2195850.2511191834,6649250.877118236,10058316.179371817,3492708.9373869034,1047453.902977509,3116447.843897051,3471433.457691628,12216876.941572282,3220377.003219221,9396095.376504548,3214569.4144203067,10815437.903878562,8034374.814395996,2447141.1333005116,3356415.78735679,2195372.7864005393,6391923.801192228,9234732.58172046,3232431.3205089755,1006917.268851094,3011420.5054651904,3419199.303316565
2031-06-30,11941977.698229676,3066432.681372067,8710221.38254218,4518638.468781749,10914109.174270775,7483069.974140842,3088977.231158249,3259779.7488909643,2145973.392371873,6450238.521994027,9281660.077685934,3263795.175412271,1016103.5641246091,2936895.332165433,3382929.926188544,11939675.186282402,2986563.350818997,8670389.711320259,2830287.537304967,10492666.138253225,7420305.543627798,2186502.232666327,3095680.5843611388,2145559.630974948,6201165.687707655,8467056.09923312,3006893.982683627,976867.2174713751,2831086.488463063,3332418.2972566662
2031-07-31,14030355.65234139,3386102.2854696326,8939528.360292114,4329887.748919953,12579465.704961313,7783652.127297464,3016455.4285177067,3450093.473355573,2521254.9107257477,7434464.231632137,9489245.598196687,3489867.4051775606,1171148.2571318983,3200431.594055086,3945601.8690721095,14028349.530206757,3360010.849617031,8923228.87137272,2659547.937620105,12162741.442315115,7760825.90093381,2127232.2213789076,3319120.279798849,2520894.410578154,7188180.192408233,8721460.541963235,3256463.0617343537,1132351.2282795373,3110321.249443962,3895703.056250061
2031-08-31,11787406.430229234,3112445.351444552,7744072.559336329,4141402.6416898323,10693633.088604871,6820432.32302233,2827672.7179512577,3109753.265131764,2118196.9355121935,6319937.15536548,8470033.156826181,3116564.864586501,995577.2405491137,2801013.931333093,3329724.936472318,11785080.199249124,3005718.1280355323,7665628.167726057,2477016.3603905137,10278125.820921399,6718745.109001864,1934338.5168398204,2927251.539425861,2117778.911805067,6074372.360164546,7628338.403786134,2849429.189669493,956893.5139277823,2685808.79236177,3279914.928708539
2031-09-30,10759958.748237532,3002053.1028509084,7546331.157873606,4078341.3848031037,9835558.011803523,6632872.983123571,2776900.9641550337,3017023.4073485793,1933564.5870582843,5812814.784975881,8259793.983494905,2991569.066843655,915690.4508989081,2664061.4149995223,3048292.5568479747,10757211.801299626,2846924.916411945,7434260.070151838,2441105.0680936617,9426452.565306839,6486446.690826851,1893859.4953725322,2805775.9599957424,1933070.960693543,5571033.466096342,7386780.379445322,2707711.2813381017,877602.7338300666,2535370.579459156,2999170.2625208986
2031-10-31,9906366.506859325,2998684.301691997,8111871.008129397,4284216.373665953,9186857.667829948,7030966.512026899,2922866.1720802477,3116206.0704483655,1780174.0612826208,5429432.8816875,8738134.499478279,3031327.68644711,855296.4488749681,2669323.1288124053,2822112.512053304,9903005.257278822,2814598.720890366,7985658.639123301,2593474.833402892,8763952.506543525,6861996.3740465855,2009327.7042709948,2883886.3296043593,1779570.0447330042,5179495.931367223,7819347.496012989,2728797.449020106,815923.978359202,2529811.272830352,2771242.1654950855
2031-11-30,9797393.205310063,3134352.8424464683,8059205.5121844765,3803178.616068071,8977972.575126635,7052570.651558878,2669404.0702678473,3146409.1416025464,1760591.5589942182,5305981.791899842,8544400.741162825,3002267.9897697023,835849.2467442898,2660565.5176296174,2778247.7570572398,9794192.116855247,3014908.7047487,7941406.630871229,2277136.2930718856,8596126.485437978,6917566.708219085,1846476.3553175312,2960684.1781296385,1760016.3233988874,5080310.752893846,7732117.473767315,2744884.7507071653,800299.3757942758,2544586.934046144,2732287.300565275
2031-12-31,10445584.842034452,3150438.9407555894,8849331.018038457,3704026.9613027764,9484785.711867787,7617767.645061719,2668747.8368447036,3269339.758559693,1877071.5961135908,5605508.355713861,9048796.170966113,3115931.03668639,883033.5497748909,2807163.1518506166,2951691.4910846557,10442341.072400237,3036292.501390799,8767683.458905393,2250208.962881635,9120852.372537041,7510601.16306957,1886740.734321058,3096911.363923228,1876488.6907103225,5390423.75216939,8295776.666283203,2873894.5139452517,849151.3558831983,2700207.4736371823,2907853.4078578744
2032-01-31,10442476.585144823,3202075.753929027,9469168.228702199,4401363.702172021,9655525.43214999,8078067.192906337,3081463.434821758,3439542.4408608875,1876513.0423505248,5706415.530400644,9806915.247110207,3293337.3099364312,898929.4177331639,2926306.667037003,2971449.6971346387,10438859.355190882,3066951.917452558,9397135.545620527,2809351.0042702816,9256944.509882169,7968599.919196587,2225844.9007231286,3248066.038442674,1875863.0261278013,5470854.205340361,8989969.80686802,3026672.921969957,861821.5338700301,2808982.56501782,2923426.8047133745
2032-02-29,11047383.08313101,3041950.146451654,9244695.368302677,4443376.371789993,10161928.418248927,7850062.666192634,3082764.5908700507,3323778.0827807137,1985214.7400386427,6005699.695185116,9604309.624602774,3253184.1927477536,946075.535738975,2916504.876141628,3137286.451825347,11043729.711855805,2887630.528612598,9172595.559095876,2873620.4267354123,9768848.666794324,7732226.596654799,2238192.504177775,3123727.2735824436,1984558.229220488,5773389.562075445,8789172.041212816,2982857.31041195,909479.8108785516,2795983.623017256,3089911.337815394
2032-03-31,10686501.640123487,2807181.270527118,8317995.186925978,4515352.95524999,9883927.904116869,7093576.68033671,3051341.6106315954,3063032.9212619704,1920364.3447301905,5841401.39133307,8902054.029948672,3061762.074473656,920193.6878732805,2727565.802501375,3041217.061573822,10682756.259928403,2627089.8523648875,8222824.057332074,2969467.5076873847,9496704.533175614,6948268.647505291,2216914.060139187,2847529.7549520545,1919691.2999091342,5612552.379106786,8070899.477228211,2783235.4882035535,884143.1920386493,2599724.899230081,2994522.2051162864
2032-04-30,10480157.079230743,2921321.859389088,8178153.957433969,4750950.065669819,9773291.880580235,7044258.796972268,3171954.5936719514,3117767.935644414,1883284.2271377645,5776015.501422919,8959368.6451963,3105930.9872582187,909893.47408202,2730793.8678875617,2992031.688110756,10477069.577785615,2818325.1652800995,8096802.448816959,3218329.843297461,9389904.312885843,6942134.889238105,2348561.9780761157,2945833.8080322146,1882729.4031280752,5549433.448915534,8176069.652618296,2857280.6467760615,874200.091529672,2622495.6880125906,2945907.783821678
2032-05-31,10744648.558281627,2673054.1110295034,7395965.639196885,4322284.348333908,9883625.01349608,6384018.68122389,2883492.453800219,2837713.5119265746,1930813.345923208,5841222.382976184,8127057.697224508,2893560.0157491043,920165.4887564852,2583560.654669436,3051334.3423382663,10741650.205428949,2519749.575996726,7311092.503973566,2821048.3586288765,9508109.52055047,6257598.295251905,2074521.7540235466,2640943.048656825,1930274.5419155823,5619292.726645328,7334173.851234842,2631370.4298940846,885204.9963632489,2465175.8126058886,3006161.994372822
2032-06-30,11249077.216303607,2731914.69412912,6878346.219094162,3855158.5265746997,10181125.30350114,6043836.623695,2604116.9769395213,2757116.2815797273,2021459.1757697584,6017045.054369174,7588323.95872678,2823859.518312282,947862.7657559563,2554365.525915579,3174787.67968176,11246154.829066196,2622262.7603785736,6792418.251083992,2413009.497308175,9820355.204432456,5935594.401014953,1828209.2670320119,2587195.7134135184,2020934.0227831951,5803829.92581958,6839469.926807165,2584483.4084275896,914275.0695326615,2448505.19073291,3131381.82374545
2032-07-31,12010372.16448136,2695017.101122534,6841640.104155143,3367300.6793921767,10684078.356487222,6001908.646922226,2341150.1833502827,2698565.304432286,2158263.8779573003,6314290.308683948,7329841.914266229,2784562.9327483783,994687.6949889604,2581316.261608448,3367521.9267974403,12007982.0184351,2634087.4840617157,6797147.32182037,2036629.3131842746,10351446.841241231,5944061.507206844,1629095.3122613672,2568281.7468348364,2157834.368712787,6117705.0831735665,6679679.160494274,2581337.604270124,963719.7009195584,2496770.6196027924,3327554.685501798
2032-08-31,11588257.967813378,2701559.602302495,6412721.487314696,3081161.3257510746,10266881.297259333,5701713.818385966,2161564.2168341815,2616508.570272557,2082409.9568160644,6067726.846680265,6910705.849595151,2678923.9791405317,955846.6487748439,2482551.8553347127,3244209.941282304,11585707.767344372,2634616.1809336795,6357424.688570722,1802997.3663452538,9947166.643982446,5633626.656909965,1476452.6148785017,2485011.796698454,2081951.6857917837,5878775.4865936255,6274040.478088744,2479446.203293115,926081.2145547658,2397952.7727069557,3205750.5670533897
2032-09-30,9083167.691663519,2421178.8584646187,5980476.485334804,2751656.5931082,8131075.853782306,5274787.6720334515,1947225.0603709589,2380097.7922261227,1632245.2341919343,4805465.829585344,6349137.969436476,2352258.8837608597,757003.1619871325,2143407.9345056205,2552837.6130790194,9080090.619571099,2268115.27618483,5900128.825956826,1568908.8862207227,7834640.157212194,5151668.987764622,1307707.3057340314,2206028.8274857206,1631692.2843369264,4630272.332912406,5701629.064138366,2133068.182591527,729404.9986364553,2041278.6144386828,2517054.1073827213
2032-10-31,8431526.035389543,2464415.023550693,6808546.308561465,3073831.8691619025,7676855.415902616,5878561.879707899,2173890.658212764,2552073.5271585616,1515145.2285595003,4537021.550798448,7079062.281558867,2463146.3104215744,714715.2392205336,2212804.5864750757,2385044.7275420884,8428175.456103886,2315843.3554509627,6729258.508777023,1852669.8290551056,7370649.508979769,5758139.23103896,1514220.0678352567,2377890.0346494755,1514543.1294618684,4356053.859807044,6417023.556025741,2240485.5712209586,686207.4692860167,2109889.917020158,2348051.7855157927
2032-11-30,7515379.376326467,2145017.406133462,7123820.60577232,3581670.640039408,7051904.704699862,5962844.303537,2451288.8142860825,2467417.388101733,1350513.673925866,4167675.6804776182,7387513.349187408,2403690.274947172,656532.3280075571,2127511.963644668,2150765.606342578,7511877.798600568,1961080.6350385074,7045001.567697821,2245034.9848826537,6716879.8008159455,5827422.062867704,1728902.51583658,2266777.842006301,1349884.4404085225,3969675.962282224,6659361.43552665,2153493.73885371,625341.5094559647,2011070.8513502318,2110319.719061977
2032-12-31,7270270.057615667,1940181.1771293571,5597784.427067105,3214797.4295454286,6759771.581481122,4795903.238008486,2149036.1677938267,2100263.7558991876,1306467.5293535353,3995025.004655344,6090924.851867491,2105908.022792747,629334.7342358927,1862177.9932396796,2073231.339310936,7266603.744305417,1747026.3360713662,5480723.899937892,1983461.7564333493,6450778.656429699,4629467.351993059,1479719.3484141768,1896141.3888137618,1305808.6928516834,3812410.185949951,5379670.244612713,1862427.4667569413,600567.492913605,1744309.2538558908,2035851.889093472
2033-01-31,7419883.916955172,1856824.6114960301,5400373.17948174,2749486.7542375983,6766810.2819395885,4620297.120387379,1885735.3387628924,1994165.4037911824,1333353.1398768446,3999184.876626297,5712733.999584295,2002206.4816867758,629990.0372485756,1809746.3011445755,2100192.9885409465,7416101.190728116,1694560.7733856437,5300712.561995303,1682778.854871152,6498631.911713463,4479545.520312358,1306222.0533645279,1820266.340242099,1332673.3839738425,3840691.4598226566,5099905.603699947,1793180.7132338246,605022.6309805234,1708923.4210935426,2067646.0615101138
2033-02-28,9796705.845568048,2408145.8113541882,6977466.969343898,3263569.521693764,8843316.148922142,5973511.623063506,2283383.7730142144,2561451.4735446824,1760468.0404485783,5226399.844012986,7255919.345263382,2563248.7871582787,823312.7334646515,2343587.170724891,2762117.0850107265,9793602.41440532,2371859.5310273767,6948917.318484377,2112096.708628917,8554630.651665207,5937611.19220958,1668525.7548485,2458883.5936843534,1759910.3538686358,5055786.715134136,6707057.736070204,2394074.9849694055,796436.1136700307,2275188.1651018383,2727250.4753371472
2033-03-31,8138747.656323397,2125220.177893045,5876274.787880429,2988408.124418068,7415578.622337441,5072871.084754158,2054322.7452241753,2224752.58762333,1462532.9538413142,4382606.965801428,6258761.294480284,2217939.2727612075,690390.3697396158,1997853.0924781545,2302855.569443527,8135493.323097282,2012860.81242627,5816624.095942929,1918015.208919261,7146917.755023897,4982020.085970468,1477454.1622716032,2082981.658753726,1461948.1501605818,4223828.393219123,5692736.968195298,2029974.8625298063,665378.0429927248,1912772.5006514003,2270343.538583379
2033-04-30,8113972.48802429,1965045.6242674135,5881020.838380561,2906841.396327994,7374996.129918621,5006788.50043579,2004888.149617657,2135657.691858955,1458080.8560979646,4358622.712781905,6158173.336042977,2150978.544635399,686612.1396954237,1956610.7402328989,2293704.2077177167,8110977.921405269,1855227.6678651713,5821318.5285513345,1908543.2075023856,7124463.784824524,4917002.73444107,1466407.631341747,2000168.0202515512,1457542.7324765269,4210558.096831293,5625365.857092389,1973504.4060698769,663287.5783671631,1875659.937005031,2263393.017163077
2033-05-31,10289151.383850805,2320518.252096195,7094338.08949501,3605577.881629849,9332061.323204294,6018094.522511924,2469107.1706598457,2556812.594157634,1848960.50367799,5515248.242013737,7451850.223351752,2618624.744456383,868814.9091903197,2395846.5593491555,2906217.0127528934,10286569.065794304,2278412.7939776015,7073024.340618632,2453612.341766891,9043680.643973822,5984783.642836355,1854224.4498911086,2452261.851237769,1848496.4611232367,5344815.260588529,6905281.356643476,2448188.5499199126,841966.6679539628,2327027.8223853577,2871477.639841937
2033-06-30,9784617.144982304,2172213.2264370685,5811776.815956362,3190378.2757421653,8815216.59869292,5047674.754133638,2159281.1456639543,2253436.443253399,1758295.70095332,5209793.009827515,6324468.428273545,2345719.6108790245,820696.6653383105,2147990.07928107,2756665.1862009293,9781983.991575923,2082234.4548287315,5749280.258079985,2096761.5108332331,8541293.910135157,4964515.138501765,1570790.856817361,2121400.9117584676,1757822.5232861934,5047904.700889878,5755547.539892469,2162105.2451315266,795194.4630335832,2066472.4361412686,2723635.9917922644
2033-07-31,12287911.655255407,2309128.2185577075,6321476.773191232,2895669.5861876966,10794432.658311551,5467130.423004372,2041382.1490458797,2383418.8025735915,2208137.7244493966,6379509.701062126,6600116.016185166,2548011.892090971,1004961.6804888053,2433465.8389973296,3429105.469920722,12285895.076231819,2303231.139533131,6301049.191694277,1828341.724635185,10527548.29157431,5450141.952919617,1472960.0561091532,2303857.0605740286,2207775.3451988576,6221781.040320417,6107179.747898131,2401463.259500775,980114.7459455683,2377039.789611799,3397020.7947979164
2033-08-31,10849000.627414266,2145746.171849847,5678532.327948505,2707940.443360155,9568018.814591954,4942064.055192527,1893336.19227641,2185923.5579575878,1949565.4127463433,5654699.119423846,6006589.096517327,2317199.929489302,890782.5516385109,2191372.4321944905,3032030.148620606,10846973.271392884,2076956.7254104635,5623338.540017185,1650425.688686204,9303564.168853546,4873249.418987577,1325344.0530513194,2068630.5569262018,1949201.0968693013,5498406.423792447,5467712.707513135,2146522.8220990854,866161.8241202651,2117274.5125140613,3000232.485504587
2033-09-30,10585361.677385602,2237371.184457319,5663396.1040562205,2683103.3223085254,9345689.214882122,4971089.755977968,1882835.5057384504,2230070.269002883,1902189.4934261926,5523302.325995334,6023694.830563884,2329172.143883091,870083.6659055258,2186784.3091403674,2959559.978411716,10582914.393631438,2151297.599750518,5594957.44023567,1588272.3654086392,9071617.194142463,4885424.94101835,1293470.7206338427,2099092.556528571,1901749.7165355692,5361325.761738194,5451800.782998539,2146111.7731837616,844567.5607746632,2105388.1045857407,2926545.4839411518
2033-10-31,9994557.454116037,2439665.339926587,6817279.590410473,3064102.9393540323,8955967.237059215,5874002.955483175,2168298.8245986635,2539732.3247950296,1796021.9745046522,5292976.637101996,7070289.402503845,2541274.7384346114,833800.5497702131,2338302.186847944,2810059.057112512,9991921.89128824,2376513.038057104,6764197.581303206,1905674.0745306378,8665936.766188089,5809123.99318847,1547074.5165940197,2418794.6930607227,1795548.3638644961,5121568.628817161,6490187.506711853,2359290.505775711,806798.7129321112,2260695.9729536935,2775114.2266668957
2033-11-30,9165687.208548283,2388197.400298866,5925427.530657703,2736634.983994292,8195000.735811316,5221598.123439225,1934346.3452441038,2353274.1424335088,1647073.991376126,4843245.434864488,6290793.866658272,2337541.0459032757,762954.5685040336,2135666.143078238,2574847.3849081476,9162713.397373756,2259300.6029792703,5849277.605229786,1686765.9949859928,7931670.064260763,5111921.439486356,1366642.4184564657,2201685.19330481,1646539.5975080645,4687617.00797811,5715653.56674977,2144844.7330649267,738438.4829826772,2045972.0008203592,2543018.097539191
2033-12-31,8425172.08821263,2206750.3361504963,5918233.572821647,2779055.7153203944,7598393.940382654,5137858.289919733,1949132.3611197039,2259679.307818565,1514003.4242518093,4490650.818766148,6228408.345735401,2238630.3219859153,707410.475849625,2034623.0082403983,2374606.1668569813,8421650.99761528,2027821.2663987994,5817549.821303677,1707988.4522654274,7329346.783332729,4989159.467734927,1366569.0381654995,2076561.1261132383,1513370.684271466,4331643.948949641,5605916.345052487,2023181.9589570176,682362.185528277,1929769.1092493858,2342001.626444845
2034-01-31,8590966.275958799,2370107.860739991,7264529.673055159,3292293.4786290415,7861868.179097934,6159831.971644255,2315772.8204641426,2587488.5799728693,1543796.6397897957,4646364.093846879,7449600.93906709,2517804.7733301776,731939.9274740176,2269952.6806426574,2434883.321378489,8587178.214584315,2221331.1877307245,7198580.801708881,2099662.5002025673,7562393.5494380165,6048744.406288594,1672113.8865966627,2417204.905335045,1543115.9251608013,4469374.587717867,6809359.974262724,2300289.210932587,704058.8394526794,2169942.9535304517,2398614.3375069313
2034-02-28,6901381.807780786,1893722.3816946973,6158088.303104907,2950710.486315876,6391694.500048962,5171618.038608269,2043336.346490138,2143699.5932315756,1240178.3108582075,3777491.4495289354,6337747.754917588,2094616.1826090459,595066.7579545584,1874539.4653169767,1965053.740716742,6897643.349509234,1724485.3390815188,6057893.092287543,1881967.7742567644,6123046.774165426,5027465.864192989,1462427.998003627,1965912.16704664,1239506.5099068093,3618720.6435317667,5720708.735392063,1882859.8251070257,570055.6546748012,1772001.4415937029,1932458.7371247157
2034-03-31,9185912.5734497,2306286.889746914,7445449.3582857745,3512909.6331930663,8404487.762819886,6259985.338334187,2442142.6187562644,2596859.0149261574,1650708.4894489113,4967052.2678265525,7645291.772332402,2577832.0664321617,782457.8107185313,2337706.436711446,2603287.0341967917,9182370.142262653,2199497.085891824,7388939.410004577,2302633.9770117593,8100829.82292857,6173767.679902339,1791409.799985505,2448888.721418332,1650071.9145645984,4787590.425350785,7021323.982112568,2373474.294658276,754187.2565146498,2247333.8846506844,2566563.545328628
2034-04-30,10370566.163805442,2435218.1667470047,7131766.427104888,3551728.929823698,9385431.83676527,6094260.056034429,2447540.3008777387,2619167.6361150634,1863590.739635838,5546790.215528275,7501769.556948898,2659568.078864045,873783.7040028466,2430016.927528328,2926778.9670955352,10367168.87960662,2343987.34323708,7076157.737687316,2345541.8817267288,9082908.92199856,6015423.954969363,1799661.4387985484,2479797.485083686,1862980.2476653098,5367999.172901148,6886795.200679808,2461224.9037777963,845618.8206380658,2343434.826507746,2890215.777482011
2034-05-31,11502024.059334991,2622061.8372151903,7575001.175490224,3665823.837826396,10341466.749948619,6488402.136916628,2544438.7963487925,2793284.8921041703,2066913.7234624983,6111806.849219633,7935339.277452475,2849997.562470439,962790.5544202166,2624352.815048117,3238020.4616574007,11499356.699028546,2597140.400674052,7557334.878285321,2455306.1240777615,10038466.129366828,6465117.45520078,1899385.1796532744,2694306.857215356,2066434.3988154298,5932733.482455795,7372369.177974954,2678074.1261917823,934581.1966440517,2556911.491141039,3201527.928110669
2034-06-30,14417901.900583202,3314447.17162146,7612324.647200316,3312161.311987461,12644309.854317052,6814920.212144927,2386799.306446582,3138773.6383173508,2590896.971534801,7472787.123901376,8094554.53459863,3207963.131232302,1177185.2474369174,3009182.596906105,4020983.028918664,14415671.361495703,3446217.328384652,7627661.091421553,2132434.7448182628,12349318.983377667,6882877.772944074,1766527.378783605,3129365.315766874,2590496.1436607777,7298447.5191762,7633929.264215855,3097752.24633034,1149721.5973524607,2982157.708614751,3985519.129918782
2034-07-31,12827022.220452547,3046572.075321215,6858059.067324508,3021988.0259410287,11267839.54299539,6165907.72571651,2172919.2201737543,2862210.241420355,2305015.8930153227,6659293.169910275,7334960.566711171,2907004.6410376453,1049035.8614528708,2712845.1033474193,3579530.064905141,12825133.578264207,3104346.186190739,6861434.872280267,1876836.4841809205,10981720.887137784,6193337.808979693,1567265.4055129525,2814434.14405734,2304676.5040140776,6490197.044298428,6850414.571876094,2774615.833798819,1022398.2145925272,2669626.681992304,3545180.772431162
2034-08-31,12563872.475906486,3039811.8177301674,6518403.264011184,2799599.5755218603,10996819.53751291,5923010.32900993,2032460.0006113667,2791240.4456265904,2257727.8839203957,6499120.346670128,6999900.058451323,2823752.206287429,1023803.8989424519,2638114.0583973844,3501356.027815734,12561983.727015197,3052160.2737428583,6492836.68915369,1673976.6486664033,10715553.654973362,5910300.59955461,1433475.0098788051,2716478.499482468,2257388.4757446307,6332892.210089256,6485098.301445226,2675180.528078242,997618.0452780199,2582289.6552950325,3467583.7114573917
2034-09-30,11654638.808303727,3014870.735017037,6895740.039773001,2855622.7208322664,10265260.605055043,6178786.8017295115,2085740.646093445,2839896.4094982906,2094338.5938521796,6066769.017587531,7273193.141706686,2812706.7693837048,955695.7623306245,2604207.3805798152,3255608.2975872084,11652645.872588309,2966119.4980483586,6852662.59303292,1702996.4654186217,9977198.972591681,6127218.924381722,1468825.883202709,2728465.1972786393,2093980.463304119,5896524.592801683,6708605.5418745065,2637576.0383248967,928877.2243482855,2531339.7726756707,3221009.774033764
2034-10-31,11335100.420879021,3182919.9578580246,7240426.97216568,3212653.3580932845,10091993.19456489,6495157.457566506,2304503.04198422,3005694.1397701907,2036917.54563196,5964367.977987849,7739708.479377653,2937611.9482116965,939564.566413991,2673499.0169258774,3179210.7699243417,11333158.533919383,3155683.7314316398,7204366.099313494,2010593.46159383,9791689.157166569,6457873.5467406,1662652.9015382691,2903256.4730428737,2036568.5885453126,5786888.291885441,7166923.990400967,2764073.1549220695,911606.2605322074,2603834.724537308,3143165.538276586
