,Papallacta_SEMBASE-superficial,Mica_SEMBASE-superficial,Orientales_SEMBASE-superficial,Occidentales_SEMBASE-superficial,Bellavista_SEMBASE-superficial,Puengasi_SEMBASE-superficial,El Placer_SEMBASE-superficial,El Troje_SEMBASE-superficial,Paluguillo_SEMBASE-superficial,Norte_SEMBASE-superficial,Centro_SEMBASE-superficial,Sur_SEMBASE-superficial,Parroquias Norte_SEMBASE-superficial,Parroquias Sur_SEMBASE-superficial,Parroquiales Orientales_SEMBASE-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2071-12-31,10445584.842034452,3150438.9407555894,8849331.018038457,3704026.9613027764,9484785.711867787,7617767.645061719,2668747.8368447036,3269339.758559693,1877071.5961135908,5605508.355713861,9048796.170966113,3115931.03668639,883033.5497748909,2807163.1518506166,2951691.4910846557,10442341.072400237,3036292.501390799,8767683.458905393,2250208.962881635,9120852.372537041,7510601.16306957,1886740.734321058,3096911.363923228,1876488.6907103225,5390423.75216939,8295776.666283203,2873894.5139452517,849151.3558831983,2700207.4736371823,2907853.4078578744
2072-01-31,10442476.585144823,3202075.753929027,9469168.228702199,4401363.702172021,9655525.43214999,8078067.192906337,3081463.434821758,3439542.4408608875,1876513.0423505248,5706415.530400644,9806915.247110207,3293337.3099364312,898929.4177331639,2926306.667037003,2971449.6971346387,10438859.355190882,3066951.917452558,9397135.545620527,2809351.0042702816,9256944.509882169,7968599.919196587,2225844.9007231286,3248066.038442674,1875863.0261278013,5470854.205340361,8989969.80686802,3026672.921969957,861821.5338700301,2808982.56501782,2923426.8047133745
2072-02-29,11047383.08313101,3041950.146451654,9244695.368302677,4443376.371789993,10161928.418248927,7850062.666192634,3082764.5908700507,3323778.0827807137,1985214.7400386427,6005699.695185116,9604309.624602774,3253184.1927477536,946075.535738975,2916504.876141628,3137286.451825347,11043729.711855805,2887630.528612598,9172595.559095876,2873620.4267354123,9768848.666794324,7732226.596654799,2238192.504177775,3123727.2735824436,1984558.229220488,5773389.562075445,8789172.041212816,2982857.31041195,909479.8108785516,2795983.623017256,3089911.337815394
2072-03-31,10686501.640123487,2807181.270527118,8317995.186925978,4515352.95524999,9883927.904116869,7093576.68033671,3051341.6106315954,3063032.9212619704,1920364.3447301905,5841401.39133307,8902054.029948672,3061762.074473656,920193.6878732805,2727565.802501375,3041217.061573822,10682756.259928403,2627089.8523648875,8222824.057332074,2969467.5076873847,9496704.533175614,6948268.647505291,2216914.060139187,2847529.7549520545,1919691.2999091342,5612552.379106786,8070899.477228211,2783235.4882035535,884143.1920386493,2599724.899230081,2994522.2051162864
2072-04-30,10480157.079230743,2921321.859389088,8178153.957433969,4750950.065669819,9773291.880580235,7044258.796972268,3171954.5936719514,3117767.935644414,1883284.2271377645,5776015.501422919,8959368.6451963,3105930.9872582187,909893.47408202,2730793.8678875617,2992031.688110756,10477069.577785615,2818325.1652800995,8096802.448816959,3218329.843297461,9389904.312885843,6942134.889238105,2348561.9780761157,2945833.8080322146,1882729.4031280752,5549433.448915534,8176069.652618296,2857280.6467760615,874200.091529672,2622495.6880125906,2945907.783821678
2072-05-31,10744648.558281627,2673054.1110295034,7395965.639196885,4322284.348333908,9883625.01349608,6384018.68122389,2883492.453800219,2837713.5119265746,1930813.345923208,5841222.382976184,8127057.697224508,2893560.0157491043,920165.4887564852,2583560.654669436,3051334.3423382663,10741650.205428949,2519749.575996726,7311092.503973566,2821048.3586288765,9508109.52055047,6257598.295251905,2074521.7540235466,2640943.048656825,1930274.5419155823,5619292.726645328,7334173.851234842,2631370.4298940846,885204.9963632489,2465175.8126058886,3006161.994372822
2072-06-30,11249077.216303607,2731914.69412912,6878346.219094162,3855158.5265746997,10181125.30350114,6043836.623695,2604116.9769395213,2757116.2815797273,2021459.1757697584,6017045.054369174,7588323.95872678,2823859.518312282,947862.7657559563,2554365.525915579,3174787.67968176,11246154.829066196,2622262.7603785736,6792418.251083992,2413009.497308175,9820355.204432456,5935594.401014953,1828209.2670320119,2587195.7134135184,2020934.0227831951,5803829.92581958,6839469.926807165,2584483.4084275896,914275.0695326615,2448505.19073291,3131381.82374545
2072-07-31,12010372.16448136,2695017.101122534,6841640.104155143,3367300.6793921767,10684078.356487222,6001908.646922226,2341150.1833502827,2698565.304432286,2158263.8779573003,6314290.308683948,7329841.914266229,2784562.9327483783,994687.6949889604,2581316.261608448,3367521.9267974403,12007982.0184351,2634087.4840617157,6797147.32182037,2036629.3131842746,10351446.841241231,5944061.507206844,1629095.3122613672,2568281.7468348364,2157834.368712787,6117705.0831735665,6679679.160494274,2581337.604270124,963719.7009195584,2496770.6196027924,3327554.685501798
2072-08-31,11588257.967813378,2701559.602302495,6412721.487314696,3081161.3257510746,10266881.297259333,5701713.818385966,2161564.2168341815,2616508.570272557,2082409.9568160644,6067726.846680265,6910705.849595151,2678923.9791405317,955846.6487748439,2482551.8553347127,3244209.941282304,11585707.767344372,2634616.1809336795,6357424.688570722,1802997.3663452538,9947166.643982446,5633626.656909965,1476452.6148785017,2485011.796698454,2081951.6857917837,5878775.4865936255,6274040.478088744,2479446.203293115,926081.2145547658,2397952.7727069557,3205750.5670533897
2072-09-30,9083167.691663519,2421178.8584646187,5980476.485334804,2751656.5931082,8131075.853782306,5274787.6720334515,1947225.0603709589,2380097.7922261227,1632245.2341919343,4805465.829585344,6349137.969436476,2352258.8837608597,757003.1619871325,2143407.9345056205,2552837.6130790194,9080090.619571099,2268115.27618483,5900128.825956826,1568908.8862207227,7834640.157212194,5151668.987764622,1307707.3057340314,2206028.8274857206,1631692.2843369264,4630272.332912406,5701629.064138366,2133068.182591527,729404.9986364553,2041278.6144386828,2517054.1073827213
2072-10-31,8431526.035389543,2464415.023550693,6808546.308561465,3073831.8691619025,7676855.415902616,5878561.879707899,2173890.658212764,2552073.5271585616,1515145.2285595003,4537021.550798448,7079062.281558867,2463146.3104215744,714715.2392205336,2212804.5864750757,2385044.7275420884,8428175.456103886,2315843.3554509627,6729258.508777023,1852669.8290551056,7370649.508979769,5758139.23103896,1514220.0678352567,2377890.0346494755,1514543.1294618684,4356053.859807044,6417023.556025741,2240485.5712209586,686207.4692860167,2109889.917020158,2348051.7855157927
2072-11-30,7515379.376326467,2145017.406133462,7123820.60577232,3581670.640039408,7051904.704699862,5962844.303537,2451288.8142860825,2467417.388101733,1350513.673925866,4167675.6804776182,7387513.349187408,2403690.274947172,656532.3280075571,2127511.963644668,2150765.606342578,7511877.798600568,1961080.6350385074,7045001.567697821,2245034.9848826537,6716879.8008159455,5827422.062867704,1728902.51583658,2266777.842006301,1349884.4404085225,3969675.962282224,6659361.43552665,2153493.73885371,625341.5094559647,2011070.8513502318,2110319.719061977
2072-12-31,7270270.057615667,1940181.1771293571,5597784.427067105,3214797.4295454286,6759771.581481122,4795903.238008486,2149036.1677938267,2100263.7558991876,1306467.5293535353,3995025.004655344,6090924.851867491,2105908.022792747,629334.7342358927,1862177.9932396796,2073231.339310936,7266603.744305417,1747026.3360713662,5480723.899937892,1983461.7564333493,6450778.656429699,4629467.351993059,1479719.3484141768,1896141.3888137618,1305808.6928516834,3812410.185949951,5379670.244612713,1862427.4667569413,600567.492913605,1744309.2538558908,2035851.889093472
2073-01-31,7419883.916955172,1856824.6114960301,5400373.17948174,2749486.7542375983,6766810.2819395885,4620297.120387379,1885735.3387628924,1994165.4037911824,1333353.1398768446,3999184.876626297,5712733.999584295,2002206.4816867758,629990.0372485756,1809746.3011445755,2100192.9885409465,7416101.190728116,1694560.7733856437,5300712.561995303,1682778.854871152,6498631.911713463,4479545.520312358,1306222.0533645279,1820266.340242099,1332673.3839738425,3840691.4598226566,5099905.603699947,1793180.7132338246,605022.6309805234,1708923.4210935426,2067646.0615101138
2073-02-28,9796705.845568048,2408145.8113541882,6977466.969343898,3263569.521693764,8843316.148922142,5973511.623063506,2283383.7730142144,2561451.4735446824,1760468.0404485783,5226399.844012986,7255919.345263382,2563248.7871582787,823312.7334646515,2343587.170724891,2762117.0850107265,9793602.41440532,2371859.5310273767,6948917.318484377,2112096.708628917,8554630.651665207,5937611.19220958,1668525.7548485,2458883.5936843534,1759910.3538686358,5055786.715134136,6707057.736070204,2394074.9849694055,796436.1136700307,2275188.1651018383,2727250.4753371472
2073-03-31,8138747.656323397,2125220.177893045,5876274.787880429,2988408.124418068,7415578.622337441,5072871.084754158,2054322.7452241753,2224752.58762333,1462532.9538413142,4382606.965801428,6258761.294480284,2217939.2727612075,690390.3697396158,1997853.0924781545,2302855.569443527,8135493.323097282,2012860.81242627,5816624.095942929,1918015.208919261,7146917.755023897,4982020.085970468,1477454.1622716032,2082981.658753726,1461948.1501605818,4223828.393219123,5692736.968195298,2029974.8625298063,665378.0429927248,1912772.5006514003,2270343.538583379
2073-04-30,8113972.48802429,1965045.6242674135,5881020.838380561,2906841.396327994,7374996.129918621,5006788.50043579,2004888.149617657,2135657.691858955,1458080.8560979646,4358622.712781905,6158173.336042977,2150978.544635399,686612.1396954237,1956610.7402328989,2293704.2077177167,8110977.921405269,1855227.6678651713,5821318.5285513345,1908543.2075023856,7124463.784824524,4917002.73444107,1466407.631341747,2000168.0202515512,1457542.7324765269,4210558.096831293,5625365.857092389,1973504.4060698769,663287.5783671631,1875659.937005031,2263393.017163077
2073-05-31,10289151.383850805,2320518.252096195,7094338.08949501,3605577.881629849,9332061.323204294,6018094.522511924,2469107.1706598457,2556812.594157634,1848960.50367799,5515248.242013737,7451850.223351752,2618624.744456383,868814.9091903197,2395846.5593491555,2906217.0127528934,10286569.065794304,2278412.7939776015,7073024.340618632,2453612.341766891,9043680.643973822,5984783.642836355,1854224.4498911086,2452261.851237769,1848496.4611232367,5344815.260588529,6905281.356643476,2448188.5499199126,841966.6679539628,2327027.8223853577,2871477.639841937
