,Papallacta_BAU-superficial,Mica_BAU-superficial,Orientales_BAU-superficial,Occidentales_BAU-superficial,Bellavista_BAU-superficial,Puengasi_BAU-superficial,El Placer_BAU-superficial,El Troje_BAU-superficial,Paluguillo_BAU-superficial,Norte_BAU-superficial,Centro_BAU-superficial,Sur_BAU-superficial,Parroquias Norte_BAU-superficial,Parroquias Sur_BAU-superficial,Parroquiales Orientales_BAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2024-04-30,7822872.628946687,2819296.24116738,4672009.399404022,1690446.336143832,6834049.18300513,4522939.561225001,1314530.4393580626,2315673.069707407,1405770.2114217195,4038923.0671560327,5145657.0382788675,2136817.6662921626,636249.9789377777,1919480.0505452899,2178555.3622977952,8340205.697175344,3053653.968180892,5221188.730955312,1745523.5924577073,7271897.263839805,5012528.833626345,1388876.3715904374,2526981.197472998,1498734.9637824097,4297691.282929325,5645543.850283539,2313007.125051459,677013.635263486,2082826.2624065697,2320949.3489779206
2024-05-31,8286161.407567909,3281034.915208548,5656139.537951376,2185830.8047135975,7337002.693036255,5418391.219305553,1660113.3104500938,2743552.1537760147,1489023.2049399528,4336168.591584428,6236115.952760883,2493982.407801234,683074.9507216754,2202322.372328977,2319253.4684421634,8654318.697459208,3220757.586496256,5944901.483037924,2106284.1711549656,7619087.516578814,5596271.311512421,1634218.4989163673,2750718.4391843993,1555181.0699334198,4502880.722298078,6373269.438044402,2514249.751478372,709337.0477934874,2249968.595207642,2417078.951375525
2024-06-30,8866652.367495779,3360675.3199211326,4987547.66113079,1729564.1604301836,7699564.969976689,4980555.173774714,1377525.2039068092,2651452.7070196616,1593337.4304389916,4550442.8972562235,5607437.926134001,2420840.45622167,716829.4987048298,2166724.5540432525,2463724.2560877963,9217250.960943958,3227478.4504907047,5271187.902416421,1750562.5793160356,7992238.863837986,5123206.161344923,1401772.8853964913,2626399.1614879454,1656339.9976816294,4723413.1685282495,5755262.494721305,2427831.4409386837,744077.4382233167,2200981.0738447825,2559742.776657576
2024-07-31,8275604.5379527705,3241625.909225444,4175207.8482655445,1386886.2880828946,7129809.403256075,4355029.176448836,1137953.0166980259,2440620.3957707942,1487126.1354701128,4213717.35732434,4847232.576774081,2213596.8909758106,663785.2554431405,1977555.190883577,2292774.803883456,8594031.424857233,3143957.2544291764,4680395.167743181,1546465.3771509957,7430543.011462466,4669604.6558056045,1251626.1336108106,2477775.5540377125,1544347.4470468445,4391450.919774318,5223816.5647966135,2273410.7167718667,691783.5543671557,2050166.6415684407,2384133.978358306
2024-08-31,6959866.0587055115,2524536.391590178,3558457.532098556,1072238.4492845798,5972845.436179867,3608436.772181973,901999.4893042126,1947287.2473410945,1250687.9307493805,3529951.652782301,3981907.983027565,1784646.5253002068,556071.9101083456,1619111.1852274258,1925464.7846709595,7276011.956680018,2733520.848584051,4353836.143144163,1367051.0669262942,6305314.39341313,4260966.522992537,1118654.356977146,2199515.5184559594,1307499.348615399,3726440.8065071595,4746976.478680824,1999387.6937303285,587024.7700267624,1801025.7123966408,2020198.998426405
2024-09-30,5409756.157077757,2201084.4611503035,3508194.63215648,1299134.2258353583,4758293.928308139,3432709.62152721,1006266.3253234571,1785088.6070237386,972133.1814268727,2812151.7116301097,3912549.622306775,1611634.0584191042,442997.1647254876,1422787.526175144,1510382.9604683302,5739158.588430997,2602007.807022959,4358728.332466797,1572041.0690972141,5096188.332325233,4207411.951232246,1222568.866469493,2145199.725413304,1031326.7983410502,3011847.3044042117,4786470.9694984965,1896323.4288398926,474455.1337394791,1654086.3409683977,1608077.0426614687
2024-10-31,5028959.259277638,2047606.6923809578,4323344.485281818,1333257.5030506342,4454558.186189817,3942080.37999875,1071219.4797779866,1831859.7678042452,903703.9788921914,2632643.888038182,4422214.584244281,1630004.1564410436,414719.36713427206,1455209.4496618852,1407776.124627512,5476366.856371346,2530005.804870458,4908287.897871994,1559938.596162201,4877717.926685173,4564462.916257908,1248975.3345587298,2190867.026080581,984103.1240899308,2882731.294670937,5127654.9380814275,1914543.6812204942,454115.5389743896,1680729.7834748232,1536213.6671610528
2024-11-30,4692140.277713893,1770495.3639293655,4787939.105246729,1772505.578305659,4287553.449906576,4150188.7181201936,1323590.6185727406,1787646.248239032,843177.6079051866,2533944.088894787,4820256.515678969,1624350.6557405912,399171.22618630226,1442051.2731419785,1329105.786795362,5131917.16833744,2326227.0012517236,4970608.133957456,1809406.7439016246,4657296.4621794205,4520154.051683566,1377347.153143582,2110424.7491266676,922205.5151502378,2752462.209148037,5195965.911991278,1865066.8368346032,433594.30062890396,1626202.8269215066,1449859.648424619
2024-12-31,4705480.521276738,1729556.7789476619,5154245.134595791,1953379.1212629636,4343438.191028643,4391237.051265737,1441820.8118872878,1834774.7281618998,845574.8496734296,2566971.970897928,5134981.573992076,1674593.9648184513,404374.0955847667,1486413.9167840113,1338079.8823409774,5165841.74961465,2266349.8735111603,5170811.125406739,1932678.5443031637,4715744.268768388,4635640.73026695,1453428.9279586456,2118141.28723573,928301.7624057527,2787004.862842117,5363088.442369734,1884332.3852625058,439035.7914223368,1645509.137995322,1462732.816086231
2025-01-31,4011378.2681359975,1456790.3901731495,4949194.852095801,1611326.0988026182,3689343.5775971543,4128124.7971457434,1235890.251106241,1636379.8999374872,720844.6747840387,2180402.0543599185,4726832.449824803,1474212.7343885074,343477.8870742951,1326474.1126339023,1139107.7218639522,4468389.34400005,2116412.81386083,5044911.790368499,1728243.317454618,4093100.8875331134,4481695.134704015,1330657.4461099193,2005934.1332587213,802969.5651168089,2419022.62453207,5122364.016799954,1752988.5895611823,381067.69262933277,1528851.3791715566,1266915.2219516905
2025-02-28,5787343.216781283,1896457.6072545026,5829191.046281729,2084269.258143452,5262983.614087622,4940437.846942869,1561900.7710592058,2035127.5335331184,1039985.5760555966,3110423.3159257835,5726564.770534021,1882621.6420944524,489983.77447155747,1700492.5706411658,1636322.7359682415,6313588.610920552,2434671.4658939433,5848161.086185644,2116375.3213924235,5702430.569459778,5187155.887855182,1601767.7295759302,2323237.9680761914,1134551.8733824233,3370136.466550729,5980490.84691839,2103812.524393189,530896.2860167053,1868287.448899339,1780463.0500744686
2025-03-31,6175207.680751749,2005826.8879942605,6585295.010132078,2638099.7751735174,5718620.571578979,5522036.880603826,1909572.62446181,2246744.0163170774,1109684.8202310894,3379704.7578031765,6538383.539991608,2097280.9728182754,532403.575214003,1874258.6996328763,1758224.7257792903,6652621.213991414,2426132.9560392015,6531457.283520238,2542482.3811255638,6086291.005061262,5666203.207250041,1872145.0475817744,2452907.9408890945,1195476.032154257,3596997.983991206,6635723.857849669,2250228.8127455707,566633.6925712036,1996753.5640945449,1885304.0609460762
2025-04-30,9655323.736639448,3439426.346952399,6859842.886658568,2407566.430478581,8514680.189644609,6337470.320828144,1862469.3153727727,3026836.070103541,1735061.6754741087,5032175.992079964,7227301.444198679,2784217.623686242,792716.7256559131,2505715.6533463737,2698354.9046069356,10093341.16448294,3403343.805877403,6786676.074113139,2359148.3099825187,8861778.775790218,6270136.186208786,1830551.6988647538,2993306.4394025044,1813773.4072575842,5237311.25649202,7140318.371654755,2781817.5652325926,825031.6040260695,2523160.3038932076,2816109.1162736523
2025-05-31,8471678.034798935,3038538.629344621,5273581.846263365,1948671.2567435324,7430173.628032413,5042992.07020596,1499567.5235003282,2541032.140049109,1522360.5428533684,4391232.614167157,5765795.619024031,2347832.2887177407,691749.1647698177,2106643.3273578207,2362725.3838636726,8690523.64810086,2947555.586811097,5491276.620269172,1996385.2254695257,7621462.067607073,5157352.279102781,1535410.1525954863,2529887.3537463495,1561687.0995637248,4504284.08195578,5898090.75940693,2358488.189190362,709558.1184942186,2132804.9881752264,2423683.194484553
2025-06-30,10145437.433432221,3562152.208557799,5192466.228756159,1671191.0470782854,8733535.12687003,5212670.373026032,1367922.1735355956,2784834.022308039,1823135.1067877698,5161519.259980187,5806738.298118124,2575829.15984351,813092.1203115999,2339846.8581461725,2809957.7098505227,10343110.531389404,3335111.1539114136,5697986.803757835,1878163.4061249632,8947039.931108225,5471398.362075508,1501599.6845090752,2757272.2451042337,1858656.962490676,5287700.599284962,6150241.831508136,2590664.4355319524,832969.4175861758,2375896.614938868,2869860.018260958
2025-07-31,8908468.048299814,3100018.5227415645,4619526.410103149,1316258.2345594577,7631143.124089042,4607553.438346343,1123644.7077931692,2429513.9839225826,1600851.7082794765,4510005.586336624,5060811.618718782,2238529.165726035,710459.4248526897,2048059.1741405253,2462890.5223893546,9060438.655662702,3008569.6580475657,5352663.510093077,1704437.9642810617,7852206.487901695,5085871.716644378,1373793.7742734293,2520634.663146807,1628160.8264225875,4640654.034349902,5698391.458926904,2346268.867914951,731040.4240236477,2146470.029861422,2515711.22644634
2025-08-31,7524784.652648967,2388675.910678005,3934670.0549837844,1067446.019781691,6434831.272622637,3815335.4011249584,918460.0386981901,1933271.1888335084,1352203.8020810194,3802985.2821199787,4180586.309890867,1809201.449931698,599082.7914811675,1680381.1883309912,2079037.8727969585,7750362.261674321,2608050.7815773063,4959542.122448907,1569069.4420641302,6744435.774699712,4634506.523323917,1260285.8549806885,2240397.8874190613,1392740.0984228754,3985961.5428475295,5199738.389048855,2074794.7475777536,627906.9706245431,1894470.4294413936,2155238.967249304
2025-09-30,7231124.890018107,2140600.5770977666,3418619.371060815,1105075.9082932593,6203410.660536722,3343204.9358263477,894954.1571551233,1726204.571795588,1299433.142736254,3666215.7003772017,3739028.2587561393,1656659.7981975502,577537.5324959687,1541138.532297857,2000244.7123346345,7621618.54561774,2565363.218995021,4584358.966392945,1558782.0354952798,6636322.381372563,4350934.565190956,1228723.5369487847,2159655.4077274245,1369604.8526475078,3922066.5273911837,4919867.073347054,2011062.8014527322,617841.6137057855,1829164.0541365144,2119903.766462781
2025-10-31,6262515.341000827,2271288.6281500068,3662531.72273879,1267240.491019697,5449545.590104972,3572182.2824179833,1002174.6607473978,1843501.6018547313,1125374.0067778486,3220681.4437520383,4033715.4534704136,1695714.9634025185,507352.69443877286,1526371.9414135541,1741476.8930495165,6737413.885744491,2721517.663997948,4645364.51734693,1634710.4114576194,5930231.182169126,4461727.938848717,1279276.2514790096,2256342.046410014,1210713.275268285,3504766.628661954,5061339.429935551,2032375.71372286,552104.5230599457,1801168.228045123,1881554.5771381021
2025-11-30,6072466.657481868,2210801.864726151,5158621.030671717,1386909.8256286012,5323462.504138091,4602948.366528355,1160551.3301605305,2049568.6537018034,1091222.2583494917,3146166.339945611,5087717.4636563575,1841625.4734998883,495614.35913525615,1680490.803476705,1693300.36018022,6649509.422136366,2687986.4674006016,5729553.010700912,1641690.0558204595,5859892.75408099,5213171.335678354,1352110.7916845693,2405613.778536692,1194916.843157905,3463196.617661865,5793896.391705923,2133816.0740221078,545556.0154049402,1915387.7087128935,1857841.944956766
2025-12-31,7389485.95417645,3047577.482174208,7547056.89156425,1819246.9546206943,6510722.402052513,6653120.532412662,1578968.612585913,2885871.7387647536,1327890.625965508,3847836.9396130345,7271021.002535932,2518727.8151647868,606148.255631089,2281823.2428140095,2064436.2148547284,8018368.484218134,3311787.6134085692,7483855.356320082,1915456.7690481734,7050251.327318919,6723003.739652754,1636552.371499974,3021701.6043589674,1440900.8166139987,4166698.534445481,7381853.809251498,2650834.782153629,656378.3985733914,2390473.288981901,2238398.206322042
2026-01-31,6827978.760199291,2982330.0105115627,6639029.840260695,1776369.9477833738,6039687.717511567,5983314.641700943,1494558.4523062087,2709236.8154197144,1226987.7832078126,3569455.4410493355,6601669.68005899,2361298.3628236405,562294.926500327,2110512.8943019053,1910382.898555157,7449141.438620393,3270789.57415537,6520252.999791292,1907026.7263531922,6581447.207023628,6024446.024748901,1567797.0012762446,2851652.729659321,1338610.7165200845,3889635.2993509644,6699973.45808335,2499930.2104520886,612732.7349738999,2219025.2882832475,2083262.1061576756
2026-02-28,5746219.115648774,2836895.7180562587,7762431.239231955,2075033.3604585808,5226970.842994388,6713951.964294765,1720367.7665836858,2825727.755639591,1032595.5750820846,3089139.7682096832,7444213.7927145315,2411917.8828778584,486630.9854827775,2135828.0522802426,1624859.953539295,6291494.505651701,3130368.4190432397,7352612.411441531,2068403.8161283203,5672394.693491716,6551635.378338686,1701976.8470930846,2916673.0620572264,1130581.5626656106,3352385.2638536054,7283742.58698952,2498364.454405644,528099.9459640788,2197823.1143518663,1773033.8334983392
2026-03-31,6846389.713744216,3435204.39440032,7849663.901457004,2734749.17234987,6292940.095627823,7034948.651351912,2100405.135245174,3199031.147589774,1230296.2315598354,3719127.5965160443,8050413.641291367,2776760.271486815,585872.7229029505,2403913.3964810707,1943709.4255768408,7360959.3477084115,3587525.1020442666,7386343.903379939,2497726.092091643,6655935.503070898,6773644.099474116,1950514.4378215426,3191718.2703503924,1322764.3947832014,3933657.882314902,7690981.023459182,2776362.750111258,619667.5953359006,2414176.907085962,2076720.8937259666
2026-04-30,7974233.308487862,3553796.9691053615,7619186.072369346,3316368.8641371676,7362191.552367285,6923525.946236118,2399077.856908382,3265966.049430518,1432969.7255352694,4351055.207449065,8201903.0190988425,2933062.252104971,685420.0335253942,2525761.0826650267,2267781.2578790914,8382086.053734287,3553517.037258676,7305218.918235908,2962385.574481577,7608625.170715414,6701586.801385306,2190658.2414865727,3193306.251106708,1506260.8638560511,4496697.475892809,7828445.900327097,2874638.7611014256,708363.0033936049,2505055.2382119657,2368299.214206988
2026-05-31,8062194.799658912,3538974.2503344403,6963725.295219084,3085163.576945233,7376856.665111233,6454017.258592263,2233085.387343265,3141675.2313781157,1448776.4054987065,4359722.289080739,7642927.286888341,2831332.1404162347,686785.3555218559,2440618.183721833,2284884.2907048194,8399545.881290551,3576175.2847798984,7036953.521106401,2883113.548125516,7603241.384779314,6521879.648613759,2132028.2132010516,3158595.230983326,1509398.394867912,4493515.658404574,7618616.991267015,2843920.477813217,707861.772922954,2475822.7928846427,2370707.820943411
2026-06-30,10836086.93060904,4322420.240569897,7249167.884581851,2644594.846414369,9541689.49374032,6995306.284744128,2049069.2870753445,3567159.4987236336,1947244.8214304445,5639138.490800531,7971849.370577229,3227979.252428618,888331.291867224,2859081.7967289467,3026644.6737896875,11138096.202401575,4149599.1084192786,7515492.971209691,2645686.6581836278,9789578.21090768,7108546.997659404,2060030.1515375678,3517246.0557047594,2001515.887571563,5785640.722646439,8082231.230076237,3214083.053420978,911409.7314355052,2877410.431839387,3108853.8372302116
2026-07-31,9476032.341851171,3787569.6774782767,5336565.812610226,1991653.54310613,8264324.822545649,5412195.201795957,1556525.518630209,2947493.587065139,1702843.0118306559,4884215.9701244775,6143514.891693199,2674524.8768689465,769408.6409789998,2367122.8718797616,2637280.7759965262,9661771.231323915,3789830.6167915906,6091151.913187259,2253353.6165279574,8481644.606269674,5946290.3990459535,1744653.1878285129,3082490.150438734,1736220.2902689076,5012651.962305376,6778796.846877519,2801917.784128415,789641.1128437069,2485575.2261427776,2695552.799739762
2026-08-31,7736823.151351729,3065841.5559329614,4681378.172146259,1495810.4865645154,6715130.207704566,4636435.99311827,1221654.7769968328,2433373.219960984,1390307.1202979062,3968641.9527533986,5168992.7563177,2192112.8050267296,625178.6223372951,1958820.8214548756,2149390.410489548,7976215.484415637,3405977.070051116,5811673.517476123,1964220.6624724541,7027807.910296786,5582438.399964039,1557536.0529841182,2817896.5878773197,1433325.92254949,4153434.4749853997,6296459.519061023,2507060.5037098196,654288.9164486306,2211876.1660061963,2228369.1594756274
2026-09-30,8024406.342841301,2958076.559638849,4311462.224369801,1279317.6395076073,6897121.193913222,4328374.250120705,1078309.512968045,2305055.228333044,1441985.8198085818,4076198.625602714,4773288.700707479,2102215.943391321,642121.9831533211,1904227.9377114184,2221245.3310642815,8379414.384005531,3462737.1043122504,5666730.392678229,1825210.3851561313,7323846.634157434,5504641.557146531,1476562.468963428,2815942.2381837154,1505780.7648057942,4328393.360787043,6158897.52231847,2514920.1777745,681850.1216400572,2234144.3661254984,2333972.5339631094
2026-10-31,7316197.460815236,2774300.052452955,4406267.617818597,1602530.564697481,6396779.143449736,4315687.144727195,1248760.8101724046,2245182.896709636,1314720.6837084978,3780496.473778794,4905218.356049181,2052714.3112360137,595540.1382551704,1831285.257030929,2038091.1285157213,7741715.0547283795,3358237.5081052985,5699641.99879982,2035893.0547503172,6853351.597477253,5482593.031915721,1586404.8553749043,2780522.181438886,1391186.1953346897,4050330.7941090562,6231521.895656112,2475008.0877581993,638047.0337251322,2171884.507912929,2166679.1309467633
2026-11-30,7242999.792315379,3060778.0390841584,7064197.515171037,2831771.040863542,6642230.633373969,6317702.82441132,2085863.637656019,2888254.0820365297,1301567.0626790735,3925558.304324015,7397404.090778958,2597929.7538186256,618391.6719671165,2265047.2400017884,2054493.9371134206,7764092.590564675,3579962.8604376097,7613166.960024823,2890016.593481292,7083948.638484079,6930616.357257241,2173300.175903076,3249509.74035407,1395207.4385244723,4186613.64534409,8018471.451420154,2872933.2028300427,659515.6182428678,2492364.312451465,2198004.561129987
2026-12-31,6433013.421528393,2884456.3508057576,7377574.836420652,3415291.2299218643,6123127.574946713,6462668.450005487,2409070.2362461556,2883735.3941398696,1156012.5118486523,3618768.396793507,7798571.526799794,2603593.109751732,570063.177227539,2224024.8690707567,1851337.2264244996,6871470.775302439,3337143.483798675,7390528.589023274,3279795.8602297455,6448948.1599375615,6668060.148371669,2356103.3933548573,3114438.157794199,1234803.2983218478,3811328.3625230985,7937549.838670006,2767429.5872390554,600397.0736901868,2356456.159303567,1966638.3011959163
2027-01-31,5944104.779647486,2450055.8519204897,5997412.873980996,3158467.607908508,5658450.709398237,5299271.407275106,2165541.2230309853,2425828.9677591915,1068155.6289026532,3344144.369254359,6554506.473217122,2243486.208802924,526801.7610449758,1909871.4410291584,1710716.6139521587,6433507.456179921,2998345.89645855,6157371.402284419,3109464.992966705,6047534.814074142,5649965.841828723,2171899.6693610917,2735307.0276253764,1156101.2898755316,3574093.0751178185,6873161.155187777,2470504.364670416,563025.4911903027,2089582.7334713524,1842435.5127654702
2027-02-28,5335878.553295881,2079668.0173827447,4857537.07682104,2621160.8809250444,5026245.304757167,4333386.030309485,1791233.1413497066,2019195.1373514272,958857.3760272699,2970510.975111485,5376978.534782922,1887361.8118066431,467943.4378728921,1614756.5490231726,1529342.2790213253,5922993.835346056,2740628.9437227193,5251690.353917932,2725575.2055641003,5533568.084182911,4898381.882146817,1898812.0853230404,2434404.184558062,1064361.9922116864,3270338.7377521005,5972165.931223983,2204372.652399597,515175.1886374291,1863100.3731063919,1692181.7930414442
2027-03-31,6897933.746746605,2490386.0067578824,6360957.92514582,2894594.2919943715,6374922.560518142,5573599.108045063,2050645.77248368,2484710.631723191,1239558.6942903649,3767579.2332662223,6703021.214899992,2314557.0503221164,593505.290384239,2028646.9740837812,1962457.475687555,7564457.02230488,2959357.5919381278,6479871.503608488,2888050.2035956043,6919778.788181279,5860910.733404576,2073705.3503008962,2749099.5466319886,1359332.9269081869,4089589.2638151357,6979086.996151551,2525316.2726145955,644231.4051796771,2202668.274631369,2143625.50299144
2027-04-30,8009334.585786849,3078135.901913887,8085815.649160263,3438470.4643583247,7421313.337279681,7047000.669611395,2475182.93048287,3095879.480273839,1439277.425065897,4385996.182332291,8376181.651301675,2837622.597543503,690924.2717007383,2483998.6187424604,2280940.029739086,8612847.25413514,3311017.5556090022,7777104.292492027,3271368.6805812605,7874608.580789842,6929850.293002119,2375707.48924861,3159461.5679926723,1547728.6515680843,4653893.671246797,8187910.396481549,2895948.354160212,733126.0588715343,2541445.9462592513,2440218.8909846204
2027-05-31,6509986.260998149,2943984.2835807935,7051484.333808585,3223679.002702541,6138621.967563964,6258090.868768039,2288496.169804468,2851816.5290320637,1169844.5311013672,3627925.582830303,7514459.412878021,2567694.900060373,571505.705180205,2195591.464675336,1866620.0828145538,6943765.7575102225,3134512.315319454,6829777.054274705,3157297.1199218784,6477781.878883219,6184048.577536061,2246469.9527626755,2913403.6653647698,1247794.706624587,3828369.090419981,7412986.9944677465,2624773.4407972116,603081.4929240276,2244708.7593815834,1982690.3818263258
2027-06-30,12104390.18729156,4412566.078997551,7076003.171679721,2730879.73497954,10603013.128702767,6912043.636037161,2087254.333174617,3593905.1689828443,2175158.9166562934,6266380.759063336,7929557.051468865,3322482.6750789233,987140.5222822276,2968738.5672778054,3374300.180317681,12504838.195376487,4137320.5515184356,7047977.599532002,2847615.8258981034,10960349.369124861,6772924.633152601,2136393.863219952,3452898.9147557556,2247119.4237091546,6477566.477152793,7846569.909294904,3262403.689599568,1020408.5262655244,2943190.624215214,3486711.484007132
2027-07-31,7544220.80812302,3113898.0417365357,5286204.0435311515,2253224.5967412693,6745432.952870269,5084577.957847547,1665158.157632448,2603516.440823227,1355696.4792197067,3986550.875146329,5942127.3790310705,2364119.8545821626,627999.8079122221,2062523.79931379,2119362.246954065,7677304.993602497,3116633.7292614095,5790156.376551237,2598030.1706218855,6940232.861654225,5441806.201668271,1881151.000636496,2705999.6913679875,1379611.7073503684,4101677.621237647,6442817.0766054075,2472778.08780153,646135.6794200083,2151026.4909466077,2165762.3832830405
