,FONAG_PROM,FONAG_PROM_DIS_0.0346,FONAG_PROM_INF_0.01,FONAG_PROM_INF_0.01_DIS_0.0346,Incomes_tri,Incomes_tri_DIS_0.0346,Incomes_tri_GRW_stepexp,Incomes_tri_GRW_stepexp_DIS_0.0346,Costs_tri,Costs_tri_DIS_0.0346,Costs_tri_INF_0.01,Costs_tri_INF_0.01_DIS_0.0346,Utility_I_tri_C_tri,Utility_I_tri_C_tri_INF_0.01,Utility_I_tri_GRW_stepexp_C_tri,Utility_I_tri_GRW_stepexp_C_tri_INF_0.01,Utility_I_tri_C_tri_DIS_0.0346,Utility_I_tri_C_tri_INF_0.01_DIS_0.0346,Utility_I_tri_GRW_stepexp_C_tri_DIS_0.0346,Utility_I_tri_GRW_stepexp_C_tri_INF_0.01_DIS_0.0346
2029,928263.76,683469.4845186415,1015228.4034786101,747500.50954721,6236180.26956943,4591624.813843794,6547989.2830479015,4821206.054535984,2593942.045272671,1909888.4486815934,2836956.21311147,2088816.8687930396,3642238.2242967584,3399224.0564579596,3954047.2377752303,3711033.0699364315,2681736.3651622008,2502807.9450507546,2911317.6058543907,2732389.1857429445
2030,928263.76,660612.2989741362,1025380.6875133963,729726.9617655925,4378010.257202219,3115674.1710380977,4596910.77006233,3271457.8795900024,1840751.5153578345,1309997.376608416,2033334.8512484666,1447052.0864322905,2537258.741844385,2344675.405953753,2756159.254704496,2563575.918813864,1805676.7944296817,1668622.0846058072,1961460.5029815864,1824405.7931577119
2031,928263.76,638519.5234623394,1035634.4943885303,712376.021054754,6762800.970124729,4651889.515448377,7455988.069562514,5128708.190781836,2830043.4041792094,1946685.8921803061,3157389.8457317026,2171855.8308054986,3932757.5659455196,3605411.1243930263,4625944.665383305,4298598.223830812,2705203.6232680706,2480033.684642878,3182022.2986015305,2956852.3599763378
2032,928263.76,617165.5939129513,1045990.8393324156,695437.6389573764,5849981.99898592,3889419.979924908,6449605.153881977,4288085.527867211,2437898.7039538343,1620861.7274095484,2747085.2805414693,1826427.5648280208,3412083.295032086,3102896.7184444508,4011706.449928143,3702519.873340508,2268558.25251536,2062992.4150968872,2667223.800457663,2461657.9630391905
2033,928263.76,596525.801191718,1056450.7477257398,678902.0059413785,4380056.428821351,2814735.1895624916,4829012.21277554,3103245.546492647,1826191.0784874589,1173556.6367730426,2078375.795213799,1335616.9225192906,2553865.3503338927,2301680.6336075524,3002821.134288081,2750636.4175617406,1641178.552789449,1479118.267043201,1929688.9097196043,1767628.6239733563
2034,928263.76,576576.2625089097,1067015.2552029972,662759.5457189179,4424658.615914162,2748306.2870424166,4878186.124045364,3030007.681464264,1854333.8062770003,1151789.9346486535,2131508.8930501807,1323952.8289452735,2570324.809637162,2293149.7228639815,3023852.3177683633,2746677.230995183,1596516.3523937631,1424353.458097143,1878217.7468156107,1706054.8525189906
2035,928263.76,557293.8937839838,1077685.407755027,647000.9097004706,4080301.6180792637,2449656.3094873833,4498532.533932389,2700746.0812098407,1691664.221174371,1015610.1976805768,1963969.6436936117,1179091.910264337,2388637.3969048928,2116331.9743856518,2806868.312758018,2534562.890238777,1434046.1118068066,1270564.3992230464,1685135.883529264,1521654.1709455037
2036,928263.76,538656.3829344518,1088462.2618325776,631616.9715807805,4046272.465477041,2347986.1915767663,4684066.16284786,2718087.5150240543,1683158.458659764,976709.5154584032,1973635.6646471275,1145268.7201202968,2363114.006817277,2072636.8008299135,3000907.704188096,2710430.4982007323,1371276.6761183632,1202717.4714564695,1741377.9995656512,1572818.7949037575
2037,928263.76,520642.1640580435,1099346.8844509032,616598.8220535358,5576091.450611975,3127503.673990433,6455022.865514688,3620476.4406031757,2340353.437198677,1312651.3505211058,2771690.946653275,1554578.8112698144,3235738.013413298,2804400.5039587,4114669.428316011,3683331.9188614134,1814852.3234693273,1572924.8627206187,2307825.09008207,2065897.6293333613
2038,928263.76,503230.39247829455,1110340.3532954121,601937.7636517216,5025072.47765352,2724192.5238592285,5817149.526943657,3153593.3704325394,2086010.7416017277,1130868.2396587105,2495176.4828221747,1352685.1902019891,2939061.7360517923,2529895.9948313455,3731138.7853419287,3321973.044121482,1593324.284200518,1371507.3336572393,2022725.1307738288,1800908.1802305502
2039,928263.76,486400.92062468064,1121443.7568283663,587625.3057106504,4376545.459997435,2293266.022685749,5066398.438129531,2654742.0795115903,1833171.6755920423,960563.6125136004,2214671.1089823125,1160465.497748053,2543373.7844053926,2161874.3510151226,3233226.7625374887,2851727.3291472187,1332702.4101721486,1132800.524937696,1694178.46699799,1494276.5817635374
2040,928263.76,470134.27471938974,1132658.1943966502,573653.1594507607,5276645.964062099,2672443.1461865213,6108377.284147388,3093686.997104172,2213197.3809185172,1120909.7999139598,2700521.4006357016,1367722.9735350823,3063448.583143582,2576124.5634263977,3895179.903228871,3407855.8835116867,1551533.3462725615,1304720.172651439,1972777.1971902123,1725964.0235690898
2041,928263.76,454411.6322437558,1143984.7763406166,560013.2331773326,3430340.075944098,1679249.476529092,4169599.801935527,2041138.2340303403,1425273.7788848085,697712.2367216746,1756495.917886187,859854.9372175817,2005066.2970592896,1673844.158057911,2744326.0230507185,2413103.88404934,981537.2398074175,819394.5393115104,1343425.997308666,1181283.2968127588
2042,928263.76,439214.8001582793,1155424.6241040227,546697.6275943416,3242887.5347994673,1534396.000262601,3941750.066595846,1865067.9282941937,1354176.8127127984,640738.6820472528,1685565.3556905729,797537.5995001183,1888710.722086669,1557322.1791088944,2587573.2538830475,2256184.710905273,893657.3182153483,736858.4007624828,1224329.246246941,1067530.3287940754
2043,928263.76,424526.1938510336,1166978.870345063,533698.6312297363,3802647.4160099146,1739078.3779775663,4622141.700706402,2113860.6376715945,1571591.658512528,718741.6484689189,1975746.9130268255,903575.4202019125,2231055.7574973865,1826900.502983089,3050550.042193874,2646394.7876795763,1020336.7295086475,835502.9577756538,1395118.9892026756,1210285.217469682
2044,928263.76,410328.8167900963,1178648.6590485137,521008.71596948936,3199860.218296849,1414463.1233556347,3889450.094466185,1719288.766833295,1322359.7148095067,584534.6123914975,1679045.947716412,742203.850619657,1877500.5034873425,1520814.2705804373,2567090.3796566785,2210404.146749773,829928.5109641373,672259.2727359778,1134754.1544417976,977084.9162136381
2045,928263.76,396606.2408564627,1190435.1456389988,508620.532697839,3347130.470076977,1430081.5033362443,4068458.0059440043,1738273.0053146011,1394660.0183853505,595876.830486864,1788556.629748697,764171.512505815,1952470.4516916263,1558573.8403282799,2673797.9875586536,2279901.3761953074,834204.6728493803,665909.9908304292,1142396.1748277373,974101.4928087861
2046,928263.76,383342.5873346827,1202339.4970953888,496526.9070411922,3928252.535492266,1622239.880031116,5013556.283892658,2070434.8488359258,1628696.0810048422,672598.238322106,2109578.8840841884,871187.1156226603,2299556.454487424,1818673.6514080777,3384860.2028878154,2903977.399808469,949641.6417090101,751052.7644084558,1397836.6105138198,1199247.7332132654
2047,928263.76,370522.5085392255,1214362.8920663428,484720.8352132265,4395605.995272097,1754534.6808737598,5610030.887780242,2239280.2639660016,1844353.5281157556,736185.689152209,2412799.6598675917,963084.6544916609,2551252.4671563413,1982806.3354045055,3765677.359664486,3197231.22791265,1018348.9917215508,791450.0263820989,1503094.5748137925,1276195.6094743407
2048,928263.76,358131.17005531176,1226506.5209870061,473195.4799587849,4996123.875276399,1927542.3282645606,6376460.785981319,2460086.7345023816,2103562.8778092484,811570.4470836446,2779418.6287518493,1072320.7007331946,2892560.9974671504,2216705.2465245496,4272897.908172071,3597042.1572294696,1115971.881180916,855221.627531366,1648516.287418737,1387766.033769187
2049,928263.76,346154.23357366305,1238771.5861968761,461944.16659421293,4079712.341765715,1521345.2896889187,5206861.642099282,1941664.9434261888,1699697.0537681405,633825.5960294344,2268252.307243489,845842.7149688175,2380015.2879975745,1811460.0345222256,3507164.5883311415,2938609.3348557926,887519.6936594844,675502.5747201012,1307839.3473967544,1095822.2284573712
2050,928263.76,334577.84029930696,1251159.302058845,450960.3791418472,2641451.1497418997,952068.8612649988,3371235.4006600142,1215107.9338628887,1110682.600263831,400327.796545985,1497032.3380447363,539581.3863521182,1530768.5494780687,1144418.8116971634,2260552.8003961835,1874203.062615278,551741.0647190139,412487.47491288057,814780.1373169038,675526.5475107705
2051,928263.76,323388.5949152397,1263670.8950794335,440237.7565564138,4028046.2118655834,1403291.0265815668,5397967.1687571155,1880544.1872501392,1685830.0883617857,587309.6064217269,2294966.6985943504,799520.6621399218,2342216.1235037977,1733079.513271233,3712137.0803953297,3103000.470162765,815981.4201598399,603770.364441645,1293234.5808284124,1081023.5251102173
2052,928263.76,312573.5500823891,1276307.6040302278,429770.08904115396,3436400.809207214,1157136.6315538306,4605105.743858811,1550673.7555527857,1432262.0518022534,482284.51165659743,1969275.3573393319,663112.593702161,2004138.7574049607,1467125.4518678822,3172843.692056558,2635830.3865194796,674852.1198972331,494024.0378516696,1068389.2438961882,887561.1618506247
2053,928263.76,302120.1914579442,1289070.68007053,419551.3144515421,2533945.1198813817,824718.1649776852,3395728.8087360337,1105201.217630846,1056629.4653699582,343899.12666382344,1467330.8624124383,477569.3075470233,1477315.6545114235,1066614.2574689435,2339099.3433660753,1928397.9463235955,480819.03831386176,347148.8574306619,761302.0909670226,627631.9100838227
2054,928263.76,292016.42321471503,1301961.3868712354,409575.51478451345,2519771.9308730303,792678.5664565625,3376735.379932188,1062265.091325314,1056153.1115085238,332248.2976065027,1481336.0480732417,466003.81591689977,1463618.8193645065,1038435.8827997886,2320582.2684236644,1895399.3318589462,460430.2688500598,326674.7505396627,730016.7937188114,596261.2754084142
2055,928263.76,282250.5540447662,1314981.0007399477,399836.9127511682,2285880.8378357184,695051.5152713123,3063298.9457718697,931435.5056248866,947859.89784914,288209.0121936197,1342740.943624608,408277.68098653096,1338020.9399865784,943139.8942111104,2115439.0479227295,1720558.0021472618,406842.50307769264,286773.83428478136,643226.4934312669,523157.82463835564
2056,928263.76,272811.28363112913,1328130.8107473473,390329.86843096843,2225119.383943581,653949.5577918022,3130966.4256076287,920172.6991647129,925771.3124941266,272078.7679036375,1324564.6946612028,389281.80779458344,1299348.0714494544,900554.6892823782,2205195.113113502,1806401.7309464258,381870.7898881647,264667.7499972188,648093.9312610754,530890.8913701295
2057,928263.76,263687.68957194,1341412.1188548207,381048.87600548816,3008547.3806283236,854624.4526077315,4233328.290863469,1202542.4284767054,1262867.5986665566,358737.0892596823,1824940.253361184,518402.52711755264,1745679.781961767,1183607.1272671397,2970460.6921969126,2408388.037502285,495887.36334804917,336221.9254901788,843805.3392170232,684139.9013591527
2058,928263.76,254869.21474187126,1354826.240043369,371988.56056982704,2659427.4246476237,730187.0530666164,3742081.4532452947,1027446.5109881578,1104186.31846328,303171.48211781314,1611590.0055722694,442487.0353724164,1555241.1061843436,1047837.4190753542,2637895.1347820144,2130491.4476730255,427015.5709488033,287700.01769420004,724275.0288703446,584959.4756157415
2059,928263.76,246345.65507623358,1368374.5024438028,363143.67501983896,2264298.0789377554,600906.7870362392,3186094.7838930516,845536.1940157017,948628.5618038756,251750.13239943903,1398394.7151641021,371110.53668867116,1315669.51713388,865903.3637736533,2237466.222089176,1787700.0687289494,349156.6546368002,229796.250347568,593786.0616162627,474425.6573270305
2060,928263.76,238107.1477636126,1382058.2474682406,354509.0970133745,2668527.9569869805,684498.9624130432,3754886.8161464008,963158.779319158,1119440.898006843,287145.626922187,1666694.9549378194,427520.7101828978,1549087.0589801376,1001833.0020491611,2635445.918139558,2088191.8612085814,397353.33549085626,256978.25223014544,676013.1523969711,535638.0691362603
2061,928263.76,230144.15983337775,1395878.829942923,346079.8260037777,1693075.905409615,419763.8091404443,2501444.2131955326,620182.3249201827,703641.2504794372,174453.56739521684,1058102.1986884547,262334.9655867252,989434.6549301778,634973.7067211603,1797802.9627160954,1443342.0145070779,245310.24174522748,157428.8435537191,445728.75752496585,357847.3593334575
2062,928263.76,222447.47712485766,1409837.6182423523,337850.9803439159,1553875.2703205745,372367.90720938845,2295781.4771043346,550156.9915988516,649080.9712492281,155544.60997609457,985817.6199321242,236239.58179637737,904794.2990713464,568057.6503884504,1646700.5058551065,1309963.8571722105,216823.29723329388,136128.32541301107,394612.38162275706,313917.40980247426
2063,928263.76,215008.1936254182,1423935.994424776,329817.79445907124,1770864.7963326434,410174.841915972,2616373.833556074,606015.0530940711,732120.6426395196,169576.73419223374,1123056.8080303064,260126.94455865028,1038744.1536931237,647807.988302337,1884253.1909165545,1493317.0255257678,240598.10772373827,150047.89735732172,436438.31890183734,345888.10853542085
2064,928263.76,207817.70116510557,1438175.3543690238,321975.61608705006,1444395.8591693824,323368.2493701775,2134030.5251161847,477762.180380508,597092.7317325382,133675.84111120438,925086.2610973971,207106.32952069968,847303.1274368442,519309.5980719853,1536937.7933836465,1208944.2640187875,189692.40825897313,116261.91984947782,344086.3392693036,270655.8508598083
2065,928263.76,200867.6794559304,1452557.107912714,314319.90358391707,1459310.1518422624,315781.19973900163,2156065.7280159947,466552.6526006294,608239.2846216302,131617.34726763656,951779.3694637968,205956.23952638364,851070.8672206321,507530.7823784655,1547826.4433943643,1204286.358552198,184163.85247136507,109824.960212618,334935.3053329928,260596.41307424573
2066,928263.76,194150.08646426676,1467082.678991841,306846.223293791,1645304.8666332818,344122.1082647141,2552407.8634949797,533846.3362930648,682431.3138449551,142733.24490112724,1078554.6126928176,225584.02076446923,962873.5527883267,566750.2539404642,1869976.5496500246,1473853.250802162,201388.86336358683,118538.08750024484,391113.0913919375,308262.3155285955
2067,928263.76,187657.14910522595,1481753.5057817595,299550.24698118016,1768161.3034438523,357450.2459973808,2742998.5204337994,554522.6524241986,742172.8881298484,150037.14927925135,1184703.4498929232,239498.81652390683,1025988.4153140039,583457.8535509291,2000825.6323039508,1558295.0705408761,207413.09671812947,117951.42947347398,404485.50314494723,315023.83590029174
2068,928263.76,181381.35424823695,1496571.040839577,292427.7493243688,1915977.53136701,374379.1520510745,2972310.005590505,580784.942050943,806988.354432975,157684.32087622295,1301047.669402902,254222.77415829618,1108989.176934035,614929.861964108,2165321.65115753,1671262.336187603,216694.83117485154,120156.37789277831,423100.6211747201,326562.16789264686
2069,928263.76,175315.4400234264,1511536.7512479727,285474.6054684056,1489604.970626731,281332.48559278937,2310866.2215950964,436439.0229714635,620971.287595305,117279.00971452829,1011157.5643867406,190971.08060480302,868633.6830314259,478447.4062399904,1689894.9339997913,1299708.6572083558,164053.4758782611,90361.40498798635,319160.0132569352,245467.94236666049
2070,928263.76,169452.3874187381,1526652.1187604526,278686.78863627464,904892.04228158,165185.93478305286,1403784.5576058396,256257.6015117369,380613.68516982754,69480.14176086248,625969.3784595674,114269.25212613848,524278.3571117525,278922.6638220126,1023170.872436012,777815.1791462721,95705.79302219038,50916.682656914374,186777.45975087443,141988.3493855984
2071,928263.76,163785.41215806888,1541918.6399480572,272060.3677968658,1293291.4536064384,228191.90288053316,2106635.499636715,371700.56447622034,541616.7725443626,95564.35373810292,899667.7811645473,158739.8589635458,751674.6810620758,393623.67244189105,1565018.7270923522,1206967.7184721674,132627.54914243025,69452.04391698737,276136.21073811746,212960.70551267455
2072,928263.76,158307.95685102348,1557337.8263475378,265591.505388396,1022819.619428509,174433.7020965557,1666065.3822496466,284134.1200739766,426625.3996506723,72757.54830658183,715744.7066086341,122064.53274675735,596194.2197778367,307074.91281987494,1239439.9825989744,950320.6756410125,101676.15378997388,52369.16934979835,211376.57176739475,162069.58732721923
2073,928263.76,153013.68340520345,1572911.2046110132,259276.45509595977,687833.810941411,113381.55114747088,1120408.7987583152,184686.599439807,287067.85225245793,47319.85816226341,486426.6609864312,80181.88182206749,400765.958688953,201407.14995497977,833340.9465058572,633982.137771884,66061.69298520747,33199.66932540339,137366.7412775436,104504.71761773952
2074,928263.76,147896.46569225154,1588640.3166571232,253111.55968192473,614885.2458318975,97967.1496222678,1001583.2730203043,159578.16362041372,257972.41674004708,41101.68933228805,441496.6946665156,70341.8614079998,356912.82909185044,173388.55116538185,743610.8562802572,560086.5783537887,56865.46028997975,27625.288214268003,118476.47428812567,89236.30221241392
2075,928263.76,142950.38245916448,1604526.7198236946,247093.2488679142,491460.05759217334,75683.66473361426,800536.6470876234,123280.71481940967,204055.57452390867,31424.06682031547,352715.0749185626,54317.2716973475,287404.4830682647,138744.98267361074,596481.0725637147,447821.57216906076,44259.59791329879,21366.39303626676,91856.64799909419,68963.44312206216
2076,928263.76,138169.71047667164,1620571.9870219314,241218.03726714995,403966.3024101208,60129.36134266188,690919.4663647469,102841.61328275225,168384.16632848914,25063.556839128425,293966.7309752468,43756.203634001045,235582.13608163164,109999.57143487397,522535.3000362578,396952.7353895001,35065.80450353346,16373.157708660838,77778.05644362382,59085.40964875121
2077,928263.76,133548.91791675202,1636777.7068921507,235482.52236595927,441003.31064467126,63446.961383369206,754265.3192551766,108515.83520686226,185381.76013443607,26670.79609728254,326877.71011600515,47027.759089828345,255621.5505102352,114125.60052866611,568883.5591207405,427387.6091391714,36776.16528608667,16419.20229354086,81845.03910957972,61488.07611703392
2078,928263.76,129082.65795162578,1653145.4839610725,229883.38255327556,293782.37164172705,40852.83841183939,502467.5529395999,69872.21742653487,122361.89532483212,17015.42100547795,217914.3723817934,30302.773419596004,171420.47631689493,75867.99925993365,380105.6576147678,284553.1805578065,23837.417406361437,10550.064992243384,52856.79642105692,39569.444006938866
2079,928263.76,124765.76256681402,1669676.938800683,224417.37519699236,152050.69787807556,20436.778949093463,260058.29300992537,34953.82738975752,64085.44801570903,8613.575295792927,115271.11072885078,15493.3205967329,87965.24986236653,36779.58714922478,195972.84499421634,144787.18228107458,11823.203653300536,4943.458352360563,26340.25209396459,19460.506793024622
2080,928263.76,120593.23658110769,1686373.70818869,219081.33476605674,60409.949911862794,7848.018737232762,103321.5149560941,13422.775329523489,25684.41509516882,3336.7313036319197,46660.79210794291,6061.828743303565,34725.53481669397,13749.157803919887,77637.09986092529,56660.7228481512,4511.287433600843,1786.189993929197,10086.04402589157,7360.946586219924
