,FONAG_PROM,FONAG_PROM_DIS_0.0346,FONAG_PROM_INF_0.01,FONAG_PROM_INF_0.01_DIS_0.0346,Incomes_linear,Incomes_linear_DIS_0.0346,Incomes_linear_GRW_stepexp,Incomes_linear_GRW_stepexp_DIS_0.0346,Costs_linear,Costs_linear_DIS_0.0346,Costs_linear_INF_0.01,Costs_linear_INF_0.01_DIS_0.0346,Utility_I_linear_C_linear,Utility_I_linear_C_linear_INF_0.01,Utility_I_linear_GRW_stepexp_C_linear,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01,Utility_I_linear_C_linear_DIS_0.0346,Utility_I_linear_C_linear_INF_0.01_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01_DIS_0.0346
2050,928263.76,334577.84029930696,1251159.302058845,450960.3791418472,-1900676.5631173158,-685068.4977675967,-2425798.4537824984,-874340.2927503564,-762208.3997914616,-274725.83897944906,-1027341.7649165516,-370288.9240823731,-1138468.163325854,-873334.7982007641,-1663590.0539910367,-1398456.6888659466,-410342.6587881477,-314779.57368522364,-599614.4537709074,-504051.3686679833
2051,928263.76,323388.5949152397,1263670.8950794335,440237.7565564138,-3833982.749579058,-1335683.183749023,-5137903.5689423485,-1789943.211798187,-1404420.3236477682,-489272.0525197041,-1911875.8739991346,-666059.4533443017,-2429562.42593129,-1922106.8755799234,-3733483.2452945802,-3226027.694943214,-846411.1312293188,-669623.7304047212,-1300671.1592784831,-1123883.7584538856
2052,928263.76,312573.5500823891,1276307.6040302278,429770.08904115396,-4127595.0452515353,-1389881.9410947936,-5531372.126406934,-1862574.730244547,-1516778.9486513976,-510743.82206863386,-2085481.076840437,-702242.4572706135,-2610816.0966001377,-2042113.9684110982,-4014593.1777555365,-3445891.049566497,-879138.1190261598,-687639.4838241801,-1351830.9081759132,-1160332.2729739333
2053,928263.76,302120.1914579442,1289070.68007053,419551.3144515421,-3265022.403472555,-1062660.4594060695,-4375442.289436532,-1424066.649114634,-1231414.483357863,-400786.064810031,-1710053.0839540916,-556567.6345346695,-2033607.9201146918,-1554969.3195184632,-3144027.806078669,-2665389.2054824405,-661874.3945960385,-506092.8248714,-1023280.5843046029,-867499.0145799645
2054,928263.76,292016.42321471503,1301961.3868712354,409575.51478451345,-2862344.8974904846,-900446.3547861241,-3835815.9190922123,-1206684.2346655575,-1083987.512345567,-341004.5396629179,-1520375.9381110978,-478285.1195105578,-1778357.3851449175,-1341968.9593793869,-2751828.4067466455,-2315439.9809811143,-559441.8151232062,-422161.2352755663,-865679.6950026397,-728399.1151549998
2055,928263.76,282250.5540447662,1314981.0007399477,399836.9127511682,-3980683.159991731,-1210377.9936257952,-5334496.149414269,-1622022.2727663626,-1483539.9664521348,-451089.4376385747,-2101586.805158629,-639014.5405753998,-2497143.193539596,-1879096.3548331019,-3850956.1829621345,-3232909.34425564,-759288.5559872205,-571363.4530503955,-1170932.835127788,-983007.7321909629
2056,928263.76,272811.28363112913,1328130.8107473473,390329.86843096843,-3818974.5695577404,-1122374.2640515084,-5373680.730938168,-1579293.3013253752,-1433143.8068271077,-421192.5730769735,-2050497.4212058287,-602629.1854391495,-2385830.762730633,-1768477.1483519117,-3940536.924111061,-3323183.3097323393,-701181.690974535,-519745.0786123589,-1158100.7282484018,-976664.1158862257
2057,928263.76,263687.68957194,1341412.1188548207,381048.87600548816,-3356131.2434071507,-953361.029061647,-4722413.691088049,-1341474.7069366414,-1283443.6578048384,-364582.0373536045,-1854674.2322966156,-526848.9240847947,-2072687.5856023123,-1501457.0111105351,-3438970.0332832104,-2867739.458791433,-588778.9917080426,-426512.1049768523,-976892.6695830368,-814625.7828518467
2058,928263.76,254869.21474187126,1354826.240043369,371988.56056982704,-5254448.1292293165,-1442690.2420477672,-7393536.183463916,-2030010.0493474614,-1934877.080250599,-531250.5166263464,-2824005.797212218,-775374.5982305397,-3319571.0489787175,-2430442.3320170986,-5458659.103213318,-4569530.386251698,-911439.7254214208,-667315.6438172275,-1498759.532721115,-1254635.4511169218
2059,928263.76,246345.65507623358,1368374.5024438028,363143.67501983896,-3227070.633852446,-856410.498319634,-4540812.452835351,-1205055.5741528072,-1222780.992033707,-324505.5957988819,-1802528.9833267466,-478361.00290236983,-2004289.641818739,-1424541.6505256994,-3318031.4608016443,-2738283.4695086046,-531904.902520752,-378049.4954172642,-880549.9783539253,-726694.5712504374
