,Papallacta_linear,Mica_linear,Orientales_linear,Occidentales_linear,Bellavista_linear,Puengasi_linear,El Placer_linear,El Troje_linear,Paluguillo_linear,Norte_linear,Centro_linear,Sur_linear,Parroquias Norte_linear,Parroquias Sur_linear,Parroquiales Orientales_linear
2023-09-30,-20782.778522828376,-37066.1667496282,-51314.10922373674,-22079.208927169148,-22526.483529268564,-52321.60145253391,-16548.0382474225,-28882.947896094658,-3734.6653005522476,-13313.1517657977,-60652.744884652326,-22414.516790127283,-2097.2156165749025,-17178.977865334582,-6307.373164176644
2023-10-31,-25809.935468721997,-37893.28839756234,-39952.85166441041,-15443.911989593882,-24999.378220219234,-44653.4302212492,-12318.71788060224,-27118.050523610356,-4638.045403729365,-14774.632528149627,-50247.25693831029,-20869.86573370068,-2327.4421123024163,-16107.995237478159,-7479.214789187879
2023-11-30,-27007.3552587529,-36803.53354353843,-9772.564297264746,-6941.903891660655,-23868.393693729195,-22858.648467141462,-5797.883531279068,-21328.29535417971,-4853.221739997892,-14106.220672993912,-25295.037648584228,-16172.138760233256,-2222.147452886189,-11964.188379640047,-7553.827574940342
2023-12-31,-30941.881058671002,-31038.532916115877,-3636.2531042173973,-3783.0028975968835,-26309.324500057242,-16024.216837265762,-3490.15446062407,-17138.117757855984,-5560.256026243198,-15548.810779533815,-17249.510146567878,-13320.609279334756,-2449.398110955331,-10122.991849603062,-8531.079463757318
2024-01-31,-28116.947617628957,-37748.82996061008,-20534.62289824134,-9303.32754291503,-25364.96224610838,-30871.82886553194,-7789.475827848331,-23639.538010367087,-5052.615486887925,-14990.69268745008,-34127.94634177281,-18035.491690657906,-2361.477985112686,-13661.269371436762,-7925.520479671297
2024-02-29,-36239.76803365734,-42306.932985693464,-31193.498639221576,-14050.99138054286,-33204.657168860555,-40378.26223790813,-11186.566946482038,-27998.490512841403,-6512.286315648208,-19623.952386796536,-45476.24900186527,-21841.720476696453,-3091.353582420916,-16854.660229041525,-10276.022350292898
2024-03-31,-36438.679004375845,-29920.39420667857,-37921.87341534421,-14493.74315427246,-33477.76808952453,-39762.29445653579,-11362.356568919282,-22548.870997825452,-6548.030617086359,-19785.360940909013,-45073.69456364581,-18366.917346020742,-3116.7802091347316,-14929.079906540766,-10343.22797646727
2024-04-30,-28740.726012703188,-13019.873722972892,-30509.962863960565,-3059.8475729930733,-24324.89337970415,-27199.404022296894,-4130.329568465267,-11739.340431421711,-5164.708464482786,-14376.011987405105,-27771.489555815082,-9788.303264405346,-2264.647573650459,-9074.789547848877,-7910.777037784742
2024-05-31,-20964.512341032296,3432.4589961166284,-16443.388539650656,4529.7388554220925,-16063.163562840142,-10129.283028446669,1474.565656781649,-408.08014131079153,-3767.322867683537,-9493.329665638405,-7810.129023089285,-1154.112626059246,-1495.4805277004068,-2713.1876917017416,-5570.6177781497545
2024-06-30,-20451.584617810433,7769.8173834416275,-16545.680741661832,-1224.9077683413655,-17072.64380857569,-8321.307608262217,-1414.44808689812,1461.456822683445,-3675.149755820535,-10089.932490868183,-8623.099834259352,-407.80744182580383,-1589.4631385783996,-1998.2969884225865,-5601.080366570495
2024-07-31,-19017.161301238717,5832.989105888192,-30170.909357692173,-9530.417819344922,-17960.47937899276,-18787.146683807012,-6788.811148957979,-2218.98861871873,-3417.38388583259,-10614.643312984781,-22490.432618012346,-3572.214596153349,-1672.1206301842374,-4336.517193679355,-5456.172920025754
