,Papallacta_tri,Mica_tri,Orientales_tri,Occidentales_tri,Bellavista_tri,Puengasi_tri,El Placer_tri,El Troje_tri,Paluguillo_tri,Norte_tri,Centro_tri,Sur_tri,Parroquias Norte_tri,Parroquias Sur_tri,Parroquiales Orientales_tri
2024-10-31,433.6701103899812,23474.468506987385,13534.002335634086,134513.599996838,33782.19572272304,19737.954747904587,73261.20929726708,23661.4292192767,77.93051883709889,19965.27767212932,79209.9351861308,27499.117488403426,3145.1224217855142,13496.991911587922,4092.428156585815
2024-11-30,392.731162081777,27845.567830378386,12473.85658477285,140435.36121750087,35220.187542339765,20883.833331610927,76512.62829062308,26203.845866617918,70.57378982611839,20815.1308375229,82966.48077673,29678.525252648644,3278.9994601918524,14634.019653234065,4256.25685035829
2024-12-31,405.2619167391374,25979.007532658816,9230.325216718978,147682.9630349349,37031.490559715734,17783.124531019435,80076.15100900033,25222.43664193842,72.82556643802877,21885.610920792093,83191.44837907758,29651.32489453212,3447.631771109541,14190.374397039799,4473.808830458093
2025-01-31,501.59815899190113,32585.009741957376,12574.014376535222,147057.0481686482,36954.93680046651,23009.142880160613,80225.96810749636,29166.12853830546,90.13718917083283,21840.367649075684,87986.29444348613,32211.7008427505,3440.504616123448,16037.87009974467,4481.528292292788
2025-02-28,499.72280837586607,23132.348147166154,9838.641437513294,174706.0477233087,43824.175589829356,16978.873097399635,94353.50079998896,25675.52559502965,89.80018866510447,25900.087773589235,94473.04264760738,32340.98045005989,4080.030747413109,14965.231856314602,5297.953320956605
2025-03-31,441.99122438939236,19807.91199031739,6475.317309272546,200140.4860754977,50097.29939463841,13161.54152680368,107509.80505061118,25158.612724868897,79.42582302282165,29607.503942231146,102120.5123450847,34217.30484638911,4664.0585736407875,15071.228743705275,6033.746970253655
2025-04-30,310.5466731317935,-12329.106798418712,960.6722169918108,192475.2422203293,48084.71490905284,-4665.952875809773,101791.64765470474,6887.867971236319,55.80523716186994,28418.066511249886,81387.31755453105,21513.32955293852,4476.6869580327775,6860.867986007009,5771.498551636413
2025-05-31,276.2724974682286,-2096.2341893341277,4604.453986150072,177133.5541925303,44244.20403751803,2344.329220138629,94290.86114976031,11773.658923148983,49.646167795052726,26148.324586173076,81345.8925216455,23388.741695055294,4119.135395892902,8817.909296215945,5308.877041307278
2025-06-30,227.2660031129557,-13841.825334898,1244.8194675479403,184396.2896794737,46008.813381301414,-5120.966328855575,97458.72551822965,5581.073128159125,40.83970075943293,27191.208708349095,77338.98747987255,19941.42620577607,4283.420525799178,6152.733362029549,5510.131848264832
2025-07-31,291.97452273195927,215.04535466786837,6929.568551875681,188330.49155252246,47039.51706198954,4988.962343148775,100481.36933813883,14115.064389855464,52.46782173496369,27800.354583635606,88911.72988607484,25929.11944797351,4379.3790384712265,10161.645365087159,5643.981561050369
2025-08-31,417.2530193724822,19572.642083059472,13589.804907031761,189837.26361321047,47516.66575846653,18085.937509823925,102490.77097146385,25419.150270729562,74.98036758124485,28082.349463253573,102301.46957279231,33529.64973345925,4423.801582113237,15354.201494333525,5722.58998186039
2025-09-30,513.3005572831297,27124.74175696949,18920.155854809436,186871.71733778773,46858.47688535656,25125.665663069245,101565.08135311623,30004.520120633788,92.24011014382123,27693.359839245837,107812.72058068022,36318.832897855376,4362.524198026711,17533.37745617754,5661.102616695633
2025-10-31,580.5406506515893,25924.298700925414,20311.793334654427,190875.77735835323,47908.615953019915,25588.465477784375,103733.95629968113,29862.02243833476,104.32315492202318,28313.992028234752,110049.12532773435,36592.26877914808,4460.2921452261535,17633.45512270526,5797.705246451782
2025-11-30,602.5408994752921,27881.929475904428,11988.010931865385,185396.31338464087,46565.007159563065,20556.34615116764,100361.2681211378,29237.20492599669,108.27659963574554,27519.919231301865,102718.68550726929,35640.44400259884,4335.202166555334,16814.271427458258,5641.7917231381425
2025-12-31,589.065795040673,9102.988924427991,-3171.262592766912,198260.34395455208,49750.67051805984,1705.6486769494225,105454.96646160235,17920.04839815247,105.85512336873727,29402.64627617349,90158.72583896336,29243.363216536938,4631.787425231352,11458.397039045576,6018.214147974717
2026-01-31,706.1754009819656,18946.43059822384,3268.5961972591285,207848.57515294367,52229.364136771685,10522.540877693618,111360.58888353908,24742.959837832666,126.8997195564739,30867.554204832064,102999.41297674617,34615.97595683186,4862.553801133431,14899.782069787914,6333.379853355183
2026-02-28,710.9723537101275,19969.362692191342,1583.0997687727393,211020.26481632722,53021.46203966433,9775.178713702939,112976.53557287845,25239.988910942473,127.76173196173498,31335.684065441394,103689.92281182646,35209.664339297626,4936.298115892755,15084.327489791927,6428.39791146329
2026-03-31,616.5245118478497,5120.941910839684,3249.391812248697,231336.89626671287,57992.707169542344,4515.62363370253,123279.58584567205,19084.21767342278,110.78945477906397,34273.68993719923,107650.75005763734,32971.37074391217,5399.1210374844,12962.20896396466,7002.986995667458
2026-04-30,415.9422236703162,-131.11370229123497,4288.758030909574,267173.63445391564,66733.67919098512,2973.169758894203,142169.42887102164,18944.21346006397,74.74481759361204,39439.60440187243,122149.63482868951,36035.98673910367,6212.905532680773,13660.795711466373,8007.263995063951
2026-05-31,399.10646699773747,5004.544901145901,8765.613090734047,281822.4802952287,70360.11374565592,8362.375863250165,150446.36638622964,23338.11571473239,71.71943211959888,41582.8272236828,133921.11754385364,40240.3988875909,6550.52658972057,16057.007377799026,8435.507296548965
2026-06-30,259.40682431535896,-15167.835778941557,4473.928463227897,283745.0113426122,70723.32297389535,-3414.426350900747,150379.55065943566,12204.782245775581,46.61540632951053,41797.483877572195,123343.56382736111,33070.54716077051,6584.341368869634,11131.40550544932,8454.299291926485
2026-07-31,329.96638833979273,8713.800635292495,17131.604948340093,275846.58685706794,68818.41627578081,15880.911471401523,147965.10000690614,26162.078250687442,59.29495998461273,40671.68401898686,138552.6728643547,41621.8433290559,6406.994555275183,17577.514228071264,8240.12660780737
2026-08-31,465.3683740186818,34151.868119308296,23638.141119153945,272515.290258377,68101.60515906465,31505.181530402435,147638.83974055338,40307.30735967279,83.62669681121959,40248.04864900728,152237.1739811969,50658.26182905248,6340.259440308964,23870.765139768333,8178.540914704227
2026-09-30,555.1658848502618,38541.885080178756,28404.514409098174,273295.46420132095,68369.1033630167,36775.69661228485,148539.0440656281,43400.81452758544,99.76330950745579,40406.14008754286,157702.47389057578,52795.04218975168,6365.163523096846,25461.53254493008,8226.026397711059
2026-10-31,622.3246672903031,42381.40601847715,31731.458190457233,289978.1151993893,72569.80562175925,40790.61472056794,157769.41614611616,47076.41863094834,111.83174271203427,42888.75512245964,169047.52946216584,56704.14321554494,6756.248903385779,27539.252696045605,8737.216792820416
2026-11-30,635.0236969863208,31330.941269679894,18795.668337164236,344634.91937481094,86162.43339379913,26861.102720612682,185513.69486679204,43035.36297040231,114.1137583483704,50921.99813573539,179921.96970613414,58781.109512473486,8021.722548962719,26229.607924573153,10355.597669509738
2026-12-31,628.5926855216,32581.553141437573,10651.050858278499,370326.4316634,92541.50141121438,21649.070718186693,198679.20644319156,44207.742803789435,112.9581055883698,54692.02733402759,186331.152795131,61756.1455450838,8615.613781384032,26805.39347374081,11112.945908993379
2027-01-31,775.0362969907555,44705.312825799716,17154.073112518436,369456.0102355316,92445.27080343272,31499.105763978394,199125.78483271922,51520.83160975816,139.27402256929022,54635.155044828476,195506.5232414396,66530.03503180771,8606.654711799576,30250.695340576833,11127.075266258564
2027-02-28,923.3917365484984,52004.838385460396,21553.0400928374,350983.3552791576,87976.45267166675,37771.32026568721,189893.6016140522,54765.09218500388,165.9334950576762,51994.0835289549,193350.4696819751,67068.56401147299,8190.607743732144,31504.324954906417,10621.637799808645
2027-03-31,815.4579790546446,29575.54187169693,13648.970284596971,352113.40297186736,88168.77463553607,22463.994907448217,189080.59061591272,41836.12763899122,146.53779883613697,52107.745809601736,178991.56946298902,58627.02466347571,8208.512918568378,25610.226805714603,10625.658083294216
2027-04-30,639.7587535495041,10903.799483099681,4258.902036889699,372796.3006041915,93164.4189021769,7735.7113649867115,198706.18624255652,31998.065082384335,114.9646480128182,55060.171571186605,173923.63407034767,53921.97410211949,8673.607399792687,21334.244223036083,11188.960555942864
2027-05-31,684.5571340195482,17239.64281124665,10397.837447471848,379536.1415354799,94875.99956574918,14819.457315314437,202938.81388031022,36734.8051618278,123.01491698329143,56071.715743357825,183809.77623190262,57669.22678412804,8832.955559571268,23811.406808044423,11400.28994320041
2027-06-30,388.6460152424815,-33050.744599342186,-3770.784588090002,372169.2842343173,92802.71800012447,-16991.557095300715,196088.67100018656,7611.1328822915775,69.8396889391782,54846.40633807369,149632.2708667149,37803.15350206484,8639.933045811633,10525.971059844365,11102.10639595697
2027-07-31,500.22623051174054,18118.445717137227,12793.529481594998,374473.5000911535,93466.80025904818,16892.97479712554,200441.00498797253,37216.8149897578,89.89065362298835,55238.87895309763,183562.848376143,57545.92840834809,8701.759104117402,24027.28275406139,11200.549298926278
2027-08-31,590.9589923841017,5228.115635561348,8896.36642328708,394991.9007780004,98640.01462118856,8551.671006068478,210568.10975769564,31250.479030601404,106.19533093135847,58296.24864112239,184622.55912816484,55419.75184227247,9183.38536123264,21706.894592047105,11831.487741525363
2027-09-30,706.9160917469374,33720.45224922165,20164.506770672153,383191.1928287018,95802.61192155593,28864.04008351753,206175.72558661105,47150.70052927062,127.03282168690195,56619.34364563931,199077.83076616074,64893.48786060929,8919.223169896854,28828.186981517374,11514.368350306197
2027-10-31,734.2535642853292,38874.21471940757,19704.977805655806,412142.78230912733,103019.4959011753,30773.538900559026,221728.71125199352,51778.98533726972,131.94536550204919,60884.52207759464,213856.06146105987,70479.59415413403,9591.115068399455,31349.946574521244,12377.229374308208
2027-11-30,631.8979406921748,27920.130384391196,13713.563765459749,407237.2232466524,101716.5430983666,21792.009321930425,218294.66813946606,44762.63383115596,113.55205994241678,60114.476971134645,202945.6496994346,65397.1141507188,9469.810162457936,27945.72232200242,12204.435511041655
2027-12-31,655.4556208004236,32234.38086348399,15657.340650235039,385402.2904986765,96309.87725241588,25035.515273711797,206997.482298738,45829.37660508991,117.78537505785648,56919.1374561775,196348.11321762312,64186.57892607303,8966.449572199916,28066.250174158326,11565.696454255818
2028-01-31,725.7517650660293,37199.906571418345,19237.771501344534,415904.7097755921,103947.36425141215,29717.645064409797,223629.16276291801,51085.362362291475,130.41759218236203,61432.89227258477,214510.0554027759,70352.6333719454,9677.499611806506,31105.45818682268,12486.068383816606
2028-02-29,782.1364369385938,18629.93483670046,12710.401990601562,479043.3028794524,119683.53443018977,17055.975758069813,255993.13467561785,44656.941350512745,140.5499177177438,70732.96884824186,230400.0384371163,71660.77099744462,11142.537055450663,29300.371555017166,14366.94459879587
2028-03-31,676.1103398580266,22021.081464183884,9354.420782423436,490666.9855644506,122485.08878041619,16155.037097506203,262084.31875085132,46723.41013224793,121.49702807253257,72388.68746922584,234714.7800530021,74010.6600501584,11403.361765456726,30221.454191677978,14681.535718169385
2028-04-30,539.239382829998,14896.20580036614,6091.678596306728,506287.41766569286,126254.54565990748,10761.276142749179,269882.54448360414,43549.4432679987,96.90131709466507,74616.43648500535,236450.40274440212,73275.56736745076,11754.298200937315,29002.26092103212,15105.824488783896
2028-05-31,509.4683594344802,-395.07785664804254,-2582.9980076370275,542015.1118206225,135108.46839532463,-1996.1543432523722,287680.48839538463,36632.21605087879,91.55146419039347,79849.10482163703,240012.08620605912,71825.77146969404,12578.598407604808,26317.608607033235,16153.357449958103
2028-06-30,289.70190190151334,-6631.614100133584,-1792.1057425608221,552206.9639549258,137460.95713216855,-4140.927419526552,292894.70395777957,34174.62749837006,52.05943177174777,81239.42566511125,242478.49411990828,71106.425433397,12797.615109004864,25503.674111923392,16394.69395286741
2028-07-31,451.04435337471705,18373.310474798618,8379.844330089836,546044.7339865781,136061.92766099676,13885.190110033804,291285.81785176694,48460.26597719606,81.05267030147323,80412.59924764874,257230.75874871394,80013.21745056365,12667.365465238783,31998.2683621208,16256.52207862453
2028-08-31,508.9592428520109,34183.45318138027,14429.966426373148,554492.0755493726,138208.57645723372,25013.29823436111,296799.4456145594,58282.26511946008,91.45997594053651,81681.26868622533,271806.81468161533,87245.74107487981,12867.218468168436,36663.0901017736,16521.8713993865
2028-09-30,682.0978962536485,34842.6390712077,20796.708339349792,581152.7824938351,144975.71851485662,29797.158479119094,311399.218651289,61437.75051105745,122.57299195691374,85680.64964228022,288351.82466165366,91721.50951611012,13497.239393733189,38892.12276613087,17356.717107700857
2028-10-31,592.1396823488121,12366.210313196667,17096.595648462822,598935.57188264,149320.98493839367,17439.496996409216,319701.8459775795,50273.35460305501,106.40750091795874,88248.70209859095,284289.84816074756,85936.88825268846,13901.783697764513,34307.413191060135,17857.661277817206
2028-11-30,696.7960688950778,32113.505696560325,14475.196353924524,563212.8317636119,140529.69179014376,24147.93094350682,301350.97429109114,57799.94547773893,125.21425358040142,83053.0478479751,274859.2553965918,87709.24299775576,13083.314305662425,36651.57246966992,16830.651044052458
2028-12-31,828.9134314577439,37600.07143396848,15646.205766472574,568443.8506557324,141937.92301040117,27353.67534063746,304425.29532258253,61223.90268518298,148.9557436329084,83885.31249914704,280307.23426795716,90431.56181116552,13214.420632268319,38282.67829837724,17021.159342024945
2029-01-31,868.4751797951434,42642.71478731303,16871.887622322196,576858.0691639128,144061.2929871474,30405.605465471086,309175.9660913764,64641.52353675649,156.06498980911564,85140.22415540332,287026.7674226546,93425.66208644076,13412.10637710331,39970.16776189222,17280.536086769178
2029-02-28,951.1495253043907,59551.00086732259,26321.907461627143,555729.9902465084,138878.7500720547,44411.786497624,299247.1169397059,73530.97938133319,170.9215696971768,82077.34129258459,291194.69184480025,97464.67027962918,12929.611631708289,43830.28665441957,16678.767872842283
2029-03-31,997.3181321107317,74587.45939688919,31064.651145145657,539992.4546716481,135005.82612242224,54280.83968259649,291800.1521223623,81083.99173760627,179.2180683403227,79788.44323835148,293752.5300312769,101066.60448895591,12569.04241199752,46976.37181062127,16226.338922962115
2029-04-30,1058.4553565291076,65675.74178626109,31891.126544983996,494386.8216261061,123722.95272090608,51001.51496837548,267275.3614366781,73391.96760158414,190.20442756844957,73120.2650580554,270209.6947602745,92010.50339062577,11518.606898316319,42847.94129541755,14895.480720783706
2029-05-31,985.1341919760517,56006.85637137771,27419.129058524373,453865.83607199957,113593.37178789348,43650.5869168402,245076.26386713545,64837.824328700226,177.0286142982312,67133.68272664498,244984.03413183303,82791.66314652475,10575.542913452828,38160.68234551134,13678.270610094185
2029-06-30,896.5356098474526,35441.20607811823,16343.637887137607,445783.58883875917,111512.2913729463,26910.543002126924,239239.1928586617,51769.06712477272,161.10744908981192,65903.76420141192,225122.42071580538,73424.27505818619,10381.794326821333,31854.120794583443,13415.359552523842
2029-07-31,938.6977707854547,19282.20503141189,23092.41017266744,431967.099538391,108113.46253755724,24673.62366810663,231691.9496478224,43359.40810530814,168.68398941007214,63895.05635969614,216780.4990640814,66742.49446971081,10065.36336224649,28374.86733390341,13018.600928225427
2029-08-31,1034.3841858422993,37663.83421899353,29869.180405478877,405655.2028760114,101653.40950866092,37429.848090404696,218895.29472598745,52257.075662169584,185.87883819589086,60077.16501961838,217421.32150115955,70311.18510284634,9463.9324252563,31992.29738197015,12267.208857654423
2029-09-30,1212.081636165234,56159.69679058429,41375.003946762525,374456.3592344946,94046.19100326282,53576.66884710608,203815.151487282,61604.983557727006,217.81107001888194,55581.298882928815,219172.0307730648,73782.92729895432,8755.700382403786,35962.92072369398,11393.739127025296
