,Papallacta_SEMBAU-superficial,Mica_SEMBAU-superficial,Orientales_SEMBAU-superficial,Occidentales_SEMBAU-superficial,Bellavista_SEMBAU-superficial,Puengasi_SEMBAU-superficial,El Placer_SEMBAU-superficial,El Troje_SEMBAU-superficial,Paluguillo_SEMBAU-superficial,Norte_SEMBAU-superficial,Centro_SEMBAU-superficial,Sur_SEMBAU-superficial,Parroquias Norte_SEMBAU-superficial,Parroquias Sur_SEMBAU-superficial,Parroquiales Orientales_SEMBAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2048-05-31,9318957.812352976,3936217.8545873067,10673727.052870048,4480970.539792272,8754134.689486582,9247338.602816287,3231478.04808918,4015923.126641288,1674616.7188798296,5173693.601486571,10977629.607175026,3624470.9546713186,815009.9395912009,3143166.2463611267,2668091.6803154857,9549008.195573296,3973935.815287914,10061458.564524064,4398496.17340727,8922258.118642252,8831121.65176356,3149390.950583711,3936106.0284459083,1715956.772744521,5273054.5481175715,10536787.177651174,3573241.56991395,830662.2308455935,3094046.414999911,2728251.6863824152
2048-06-30,9690735.932562225,3824651.202193327,10187172.608443534,4123176.993238792,8970043.873927606,8855223.744016165,3005354.033865905,3857994.856944839,1741425.2470814318,5301295.929491214,10437256.958368333,3506541.8667041003,835111.0846626601,3073955.350529728,2758681.129199019,9877508.08519975,3888753.6965976735,9620632.759268729,4080863.9189678365,9112663.56291878,8482751.771898448,2948626.979949852,3801829.173451897,1774988.2029103949,5385584.165685,10056811.409661923,3472284.22294924,848388.9777077386,3034511.966789808,2808251.734399074
2048-07-31,10966434.584735198,3894987.3456520005,8871974.646795806,3498035.9715062696,9860641.654943697,7956527.102301379,2590674.2490693526,3650147.525869459,1970668.2948769154,5827639.218071725,9285823.019538842,3376638.2097406304,918025.7380752582,3009247.7637284873,3087328.6749047046,11219152.942333555,3809259.9816150805,8785358.788134934,3526791.557096799,10074991.199357836,7858170.185847468,2596878.6424656454,3593752.0522844717,2016081.7837373398,5954319.798820481,9203165.743028501,3355636.2208991363,937981.6806602144,3002354.7434619293,3156943.12286122
2048-08-31,10872455.429334493,3720327.0862653996,7789218.162692451,3197711.8892546142,9708957.610991122,7115844.423838268,2353789.081117377,3371475.7767234305,1953780.2406514084,5737993.948095752,8335655.130936264,3154362.4874831154,903903.9535832736,2819149.4798613065,3052883.3197878185,11034768.753494892,3547657.1400938304,8331082.476297942,3266420.5504012243,9859112.407765165,7423819.139735171,2418577.366595219,3368582.3761856332,1982947.945003032,5826735.432989213,8665254.296062682,3171475.8889877745,917883.3651629369,2861885.1985346237,3099078.983442725
2048-09-30,10976929.866096871,3847696.930826169,7388553.784227427,3135496.0769840954,9779155.572343372,6887989.868069823,2299810.6093871654,3372670.6325961174,1972554.2969376075,5779480.943254933,8086720.965323491,3152580.6082725488,910439.383785168,2805657.681217655,3079472.607885901,11093794.480578857,3628223.3386245444,8377013.028611183,3218458.304990296,9895588.983416691,7491194.522007542,2399320.8085189173,3414699.416893436,1993554.8681600203,5848293.089199264,8709262.325521685,3201105.3972721817,921279.3343560939,2887872.7294242317,3113722.795519337
2048-10-31,12532851.901423298,4231682.897005819,8513872.476605307,3451448.7342066574,11133370.284427319,7849485.440573673,2556156.6178864343,3769012.820444572,2252153.486685767,6579821.838096543,9161179.929942068,3535091.554012942,1036516.7734801832,3170286.0111784195,3512175.2698309673,12785556.601044249,4205355.950728433,9515958.575177956,3511822.2361213756,11355565.682872342,8546046.538004003,2652300.8706148397,3913137.987804366,2297564.5212076516,6711139.318577552,9864296.85880455,3656234.1652513416,1057203.1650754148,3307423.306383893,3582720.2049509967
2048-11-30,10366416.314036988,4120810.3629480805,9567525.560807323,3187453.613683321,9291506.958879229,8545828.101048365,2479990.271233906,3854315.32568207,1862845.0116324467,5491280.612697624,9719274.64844871,3454755.114482425,865039.2978716563,3076811.658288135,2914886.675213989,10356221.26035207,3933804.688291467,10081343.35416385,3221750.4831136777,9291670.80641641,8827773.41209111,2524104.567602813,3837214.968157714,1861012.9604852668,5491377.446592098,10008242.65543236,3449711.5675716028,865054.5520773678,3096929.1602892936,2913125.952586445
2048-12-31,10510484.136179177,4056857.947072275,10288802.170420732,3224360.4878536356,9418799.524484936,9027686.65345808,2543909.999854012,3933940.6072457302,1888733.999271398,5566510.518970596,10203491.611076742,3523455.9516091254,876890.2357295475,3162003.3696936066,2955178.0905532762,10626006.190068997,3822686.3318626527,10289602.476401372,3242953.4571614987,9518136.409342205,8926738.67444003,2544446.4639722533,3812213.355927989,1909493.312355399,5625218.6179212425,10113755.584713401,3451710.902624897,886138.4997097591,3120427.187852235,2987161.0706865294
2049-01-31,11583852.629881859,4033295.035888595,11126002.599755444,3430678.565696251,10350124.394815655,9608954.234784927,2706958.6861645156,4064235.546396016,2081618.3175897703,6116923.517336052,10859838.489078129,3692894.66589588,963596.5811573375,3355864.0048321737,3253338.309745562,11846608.640547981,3795070.4049554947,10858140.073706154,3424437.5923345196,10564007.166080415,9316438.982621605,2676680.2333184783,3897431.3828328755,2128835.5727064726,6243328.235153527,10573056.323178321,3595656.1406951835,983509.0671620868,3292561.012727063,3324649.9780458417
2049-02-28,10201641.111912694,3733780.103921178,10221673.62224267,3320694.8673276273,9189518.22218813,8840206.089164278,2577754.4116507163,3760380.217041414,1833234.907810711,5431005.2693131855,10064442.703051792,3400461.1775849396,855544.1464857153,3060940.313187943,2873988.0765378373,10268296.213400979,3402725.848494588,9800712.676426573,3287123.0544115487,9235826.144388732,8399285.161217777,2519286.684690334,3519388.000808006,1845212.829548156,5458373.25133374,9621381.821514187,3240140.885369491,859855.4140425909,2941048.074676481,2891133.0350397634
2049-03-31,9631617.298188392,3472226.025027815,9293244.510720434,3334113.0352603737,8725490.112046866,8070887.228673544,2514044.589827228,3481263.0418775994,1730801.6284844545,5156764.6562196985,9323585.127846727,3180172.3922163574,812343.1294315632,2845484.4119092105,2719280.716720717,9724259.892456265,3074822.4384747306,9150618.323369136,3295332.9303326397,8791810.919012552,7797847.372539091,2468241.8901014957,3247750.923101028,1747449.502674391,5195960.253136419,9041154.15125673,3027756.007468119,818517.5965600687,2745744.770017248,2743343.0000192984
2049-04-30,9747944.339773837,3369211.864842261,8649467.537039218,2987251.8090121225,8734671.638720082,7571402.158327328,2283850.2214540625,3304449.0647487147,1751705.5978573586,5162190.938483568,8683866.799381774,3035465.7206870844,813197.9295648396,2738735.406783702,2740684.787281813,9991946.790937575,3025150.0906214956,8802407.005711745,2943670.03474963,8923899.177524999,7530303.113819768,2256848.129460714,3144023.524412836,1795552.8383314817,5274024.413917274,8624453.65469831,2941114.143164864,830815.0134275776,2698373.130484658,2805790.305214424
2049-05-31,10569596.92942708,3198796.6562611684,8037941.599873612,2627748.633285528,9319008.057808716,7065484.090799923,2046335.2490458016,3096277.6485494375,1899356.568218046,5507533.762164951,8032248.263543649,2908581.30126963,867599.6501819916,2679030.371970045,2953634.8354109325,10893097.96834422,2946317.8083644714,8365678.560546706,2608273.783090543,9579407.059343426,7187580.672952246,2047170.6567503386,3012493.971580279,1957489.7049114562,5661429.572071965,8142031.510214196,2872301.6896426766,891842.7972248729,2687663.994931885,3041084.245618395
2049-06-30,12257419.666526878,3178413.9632358076,7829149.886914136,2364904.68519563,10637537.1988565,6909136.84816756,1892350.020882574,3035453.5213836473,2202658.3140748804,6286784.484524192,7763143.0527047,2937973.141335039,990354.7132135404,2777643.3570557833,3405126.2567305993,12710136.079511214,3043319.556465522,8382489.77691187,2379266.1168313995,11012288.201623846,7241508.055116041,1930527.184362695,3050345.185771861,2284011.4534881646,6508262.327159692,8092171.394897515,2978206.6379869995,1025244.0315711801,2851686.407866637,3528734.996527525
2049-07-31,12114303.290482191,3288905.4362307196,6637943.825044968,2050752.0533344776,10442129.153119965,6115447.819000287,1652505.872146716,2889117.521578594,2176940.3012996498,6171298.3294939,6852472.267034171,2797736.814186765,972162.2241554687,2633489.0237725894,3356902.047078834,12342379.77585832,3168375.3009245037,7383760.287015584,2112237.8563206014,10644408.285521908,6590117.335727283,1728805.793714957,2944449.6780122216,2217925.6457217406,6290845.296743446,7340672.097356175,2857529.2104037735,990994.4113820896,2717196.0932355844,3420778.4950963706
2049-08-31,11885189.545743749,3151914.9761042567,5863212.879640994,1768076.6831304438,10184033.964313215,5508715.041607557,1446526.1541290241,2678746.9395915726,2135768.5613701516,6018764.072909109,6137291.250717635,2616508.1274891635,948133.5620775603,2477943.8623894905,3286207.9494402176,12025006.68727319,2949758.7520135427,6818263.738107806,1858101.0733045915,10321041.099611478,6095823.749971036,1548309.9489648188,2725238.1793442946,2160893.7017029924,6099735.289870384,6747363.450329052,2669618.2406920562,960888.9263738287,2562318.9848495866,3326912.1966886027
2049-09-30,9619855.573299173,2768285.8051647553,5001388.676462491,1549952.940679041,8272482.890306732,4733532.996459671,1259278.531551807,2329759.6052172706,1728688.046521861,4889037.388171279,5287361.984806364,2236086.6063374784,770168.1570875568,2090273.5497217092,2663364.3904627636,9579959.685060378,2449638.1215893114,6046330.013316053,1647370.7505038353,8263980.577281209,5333650.280116756,1366160.5451338617,2329305.7519352874,1721518.75540535,4884012.521173193,5913341.098441322,2249709.5834165798,769376.5917448805,2144700.910323495,2655387.0652661147
2049-10-31,8922473.023695529,2394584.956496344,5055773.0858200295,1570347.6922177533,7705767.033644075,4609956.263773016,1258659.766670654,2143016.8252545116,1603368.4023580863,4554108.316883647,5176438.459941496,2076998.9049642351,717406.9108322633,1956176.8979861636,2474208.7768716337,9015671.647028001,2120626.694680787,5964497.432291573,1640387.8251497752,7799585.557947977,5133209.108058118,1343939.4374926973,2143270.5155077036,1620116.1949709319,4609555.064747254,5715590.1143517345,2095096.8378173495,726141.4154449566,2014164.470780355,2501637.6294932696
2049-11-30,7498261.917227552,2083787.4168537469,5222295.034112051,1572821.4494802202,6538671.076130703,4592873.286806263,1258334.5244520637,2005330.545097191,1347437.6665257912,3864354.605993246,5160903.162234676,1908846.2613907019,608750.2771877685,1787873.2369448268,2086753.1715150522,7596331.908782136,1775298.5349847323,5769450.070978303,1621866.1116634281,6631266.260758834,4845708.390062053,1307576.8177709242,1930484.7574614193,1365060.8440081498,3919078.3601084705,5428174.1910179,1873505.2580608623,617370.8888766475,1794615.0561835568,2114887.180526945
2049-12-31,6898410.282114579,1917656.1400833854,5889566.155277456,1788109.8949639103,6100351.899204274,4992282.42542967,1409384.9765257111,2035195.1530749542,1239644.3276959897,3605307.972429726,5644693.191648728,1918841.4485674321,567942.7618159179,1790550.6327187808,1929894.2340375816,7097135.987448506,1629948.9150310366,6006593.526873183,1795057.955719434,6265013.698105308,4950241.181401859,1409144.8110220928,1902359.7274562782,1275355.3369444965,3702623.095580238,5606931.685128489,1844257.434576228,583272.7752936042,1757201.8647834368,1984172.909613689
2050-01-31,6779837.911036163,1681761.2084834976,4553054.938951514,1430739.205862339,5914327.795915341,3945776.7982468405,1123252.787725525,1681455.7599924228,1218336.8726131984,3495367.7273859666,4469250.959637031,1639107.4828573428,550623.9177997182,1551814.9502595528,1887071.5140525792,7040186.703184261,1414599.5950826434,4430745.547883568,1443707.3624494069,6131010.357509452,3743550.6540480675,1111476.8845721262,1523098.6044948562,1265121.5505622115,3623427.121288086,4278684.475809416,1550019.708163852,570797.06428413,1500079.2491927135,1958295.7421891752
2050-02-28,7184642.545435606,1576586.918622194,4949639.387031609,1368162.216772711,6230676.733870672,4180370.6561605535,1111578.6489217915,1682731.7920131872,1291080.2654147781,3682329.9497175664,4669024.998632604,1659828.1135889245,580076.0039233593,1606139.8037578585,1995370.157560763,7501420.744430702,1343990.50620791,4878840.602433924,1368827.8550615604,6490568.590341532,4029520.770060696,1098003.132280337,1549610.7142804554,1348005.3077741973,3835926.036891844,4522845.488653849,1589717.5870180095,604271.9357607965,1572332.1302199748,2081585.3629557956
2050-03-31,7155538.352465339,1538396.566997535,4142486.766599991,1150207.6743627877,6152652.502265483,3593561.8123963247,941826.6380196773,1523779.9008291261,1285850.2419380213,3636217.628838901,4002093.412450415,1528924.3450144124,572811.9479609166,1488660.5416845821,1981011.0626105412,7458315.438023048,1326742.6321983752,4019102.2216117703,1147481.0355154295,6400221.864960683,3414638.650626711,923871.2019181645,1393365.414167222,1340259.2842127418,3782531.1221917626,3827151.9156821207,1459130.037914459,595860.6556278395,1451946.361301099,2063316.326213347
2050-04-30,9118439.1429552,2004499.9724384118,6263563.409079998,2044858.106735137,7984355.4928326495,5294158.2865670705,1573536.2109720113,2155904.8207346005,1638583.5139890497,4718754.096264095,6052358.198540997,2146930.219473253,743343.4963827197,2052242.4924648025,2541551.468640962,9646770.42828818,2130244.3327866895,6301779.052308387,2004628.1240291712,8407537.162974726,5375667.818718906,1559696.4328166845,2225123.5068293833,1733524.645963386,4968854.463318064,6113546.481025895,2218461.32096361,782741.7098729473,2126941.9700170797,2684122.0671603186
2050-05-31,9465511.644535575,2118801.268189646,5707679.357433951,2249605.448196941,8319799.951231658,4950975.815787299,1650728.5426250072,2144742.3824713575,1700952.442523043,4917001.77117791,5810639.13390069,2172969.940715594,774573.3754596674,2050796.1495141613,2642039.7026010854,9815424.757590448,2201611.481025786,5407655.963905555,2184075.11152493,8590409.423962355,4774907.515523952,1599744.5497738856,2137728.4673446235,1763831.8289390034,5076931.969561751,5610487.668454049,2179904.113660602,799767.1173708951,2059634.6404297098,2735315.068689154
2050-06-30,11897704.682942133,2438331.6847433685,6482445.472044521,2090608.188238463,10274444.204321511,5636864.5113357045,1629458.0650145507,2420754.962328879,2138017.531524701,6072196.524754013,6405534.2580720475,2480944.5277764625,956550.7554223328,2409207.427737799,3299143.05127638,12341251.526417194,2645797.349306578,6267911.7259479845,2033048.5655013304,10623804.695036538,5575232.785306653,1593262.8290315694,2492955.132648356,2217722.89929717,6278668.574766595,6320050.378193997,2546356.0210209102,989076.2171079016,2464203.2134786816,3418131.719486905
2050-07-31,10282253.678448368,2416108.4121397883,6934765.537333107,2326773.63340891,9008623.038861932,5946794.848788438,1783395.18395693,2494725.661698925,1847720.9860171718,5324096.215967401,6811810.170023389,2463609.833343771,838702.8049180458,2334726.199655422,2866555.7614335697,10272284.528673537,2466039.2705827616,6815497.080332738,2280091.900558976,8988848.92234834,5884176.7110527055,1752852.2933588687,2499464.563871893,1845929.529802634,5312409.713107866,6730195.826222616,2461184.0423298343,836861.8346706303,2328576.4166237493,2862463.8609764366
2050-08-31,10671591.610318646,2539587.0869582933,6448671.231965,2088835.2341829443,9268713.516994718,5656897.227579693,1630381.4651393143,2468688.9050176665,1917685.0123742605,5477809.688543878,6424207.604569291,2443717.1937752343,862917.2284322083,2325356.0788045735,2965464.5636947406,10725390.169919766,2561828.746404431,6395130.5332014,2076431.568256095,9309740.645028854,5628712.48327311,1621205.6232897206,2471312.940445059,1927352.6135345816,5502056.721212053,6391315.058931206,2446952.244078786,866736.8540521862,2327841.5343932533,2979736.6972654844
2050-09-30,9775173.727518762,2576163.7091665543,5903270.598577963,2205008.6188400234,8562609.580974378,5287427.645819033,1658096.8311110828,2412183.007275801,1756598.718835121,5060502.262355856,6117418.245323589,2363062.033742625,797178.9519887143,2199671.656348849,2724981.2542699412,9771234.323500982,2478946.9574599625,6210522.152880962,2212031.591807735,8561124.872402677,5462357.407069294,1677899.6913404954,2408712.0310568674,1755890.8079331263,5059624.799589981,6290344.798047394,2363406.3218260147,797040.7256206892,2214476.1232315847,2724116.8453972978
2050-10-31,8377251.260529296,2466800.437136832,5574005.5071115075,1989629.0263691319,7362931.121560698,5007392.880273097,1517921.0313960807,2289341.029299722,1505392.0515171143,4351492.292842372,5749417.426124391,2183313.8153213207,685488.887417301,2008920.1685084163,2338241.9668127475,8393213.061297439,2307533.2999792043,5996555.403287454,2009183.63142925,7380877.521367941,5236882.077963571,1549385.6131949252,2271803.1790128793,1508260.38711515,4362098.615128452,5980889.056342988,2177480.0445850273,687159.6972393553,2025848.741975572,2343162.95545044
2050-11-30,10395944.083292468,3011131.6656915247,7446972.654050837,2430581.9457055763,9127634.167399328,6566611.757164193,1895681.6736717662,2893344.3118873807,1868151.1517676564,5394431.792933002,7459931.390571609,2744185.2138084215,849782.7409848775,2542831.905140031,2900558.176676412,10772898.064076485,3101102.84335353,7905016.902333875,2439863.7722621975,9439005.270143466,6929222.524092637,1933991.972118632,3011598.6106979493,1935889.7821145442,5578452.114654788,7816087.655590072,2846843.512606484,878771.3906503567,2649187.214249651,3003401.8279007613
2050-12-31,9548613.821475662,3003350.4684630902,7922903.6746163275,2728190.1105182525,8506863.714691682,6899483.874195185,2084364.860331675,2982754.050964103,1715885.9037191763,5027556.455382782,7915907.558314751,2785325.3857807717,791989.0118377954,2541509.4458667557,2678792.428320764,9679249.280990152,2862788.6070178505,8007667.510908576,2704959.721649655,8608198.976313766,6898435.957599147,2071900.3195186052,2920261.945371783,1739361.09579393,5087445.595001435,7904494.903074465,2750183.453361376,801423.3246948115,2529981.295260283,2713652.0350666693
2051-01-31,8661340.711796638,2886110.122468339,8431269.123472508,2758064.281367032,7786812.223521771,7207820.373823353,2128573.4487707242,3001195.528976798,1556442.9259098556,4602006.024101365,8228532.705665576,2754330.704032063,724952.2180098768,2503116.130979719,2438247.5644833455,8749319.320185846,2572167.1734189256,8224367.390251023,2745889.7167210537,7855920.505225553,6925550.0308894515,2096069.8125709668,2803528.5177259394,1572252.681837396,4642849.018588303,7949033.075062534,2627041.37422976,731386.1990364991,2415281.4544547736,2461826.8790127165
2051-02-28,9341273.25051528,3282744.6605838886,9782547.795971822,3293600.18656387,8477369.584458597,8334439.828217208,2516734.726711654,3453958.562033621,1678626.8031175954,5010125.424415031,9561304.080330398,3146067.4796633385,789243.1083130955,2835076.043412856,2639080.908181496,9606915.913257156,3188725.6563950656,9449166.347290156,3267984.6397090526,8688804.540247243,8058148.596407755,2477690.35354478,3351589.529189576,1726362.7896123112,5135083.48328612,9281648.698185077,3089060.522362412,808927.7026970182,2795446.3886632184,2710605.58250168
2051-03-31,8879781.707517881,3230790.0755620208,9218427.105814418,3291796.0968777146,8098544.352068021,7913366.2480140235,2477025.350959728,3339924.3743285225,1595696.7728409632,4786239.712072201,9151741.21345738,3041362.990287186,753974.4791775327,2717920.538623346,2513455.477630452,9070733.996351082,2987831.7929880847,8820869.736448994,3266321.55506279,8248775.710041355,7527169.551061548,2427911.9656618545,3149401.75213087,1630010.8991442895,4875026.44463444,8765433.284057176,2921940.6240808186,767961.0186048502,2631227.6435418394,2564661.0226224232
2051-04-30,10601473.788187869,3475523.3165254286,11115254.07737431,3876581.2219223916,9655478.792582948,9359566.363378724,2920712.286984982,3799942.790652095,1905084.8397373604,5706387.966416522,10816695.266253429,3504138.673218408,898925.0755894724,3170131.7642080667,2999207.3672109055,10994804.847289482,3485571.0567667433,10898053.984665686,3813449.8454231587,9962282.7808803,9210470.19327469,2873468.1212838558,3767548.552674707,1975766.43105792,5887709.123500258,10643784.02661069,3497657.11396412,927488.526899956,3176314.729282994,3104367.663705649
2051-05-31,11957134.115468679,3385167.6004060064,9636255.88268115,3259786.8541530115,10613711.294529794,8275484.935890238,2493374.65139122,3483033.759165347,2148697.000549722,6272703.375067108,9488999.636218658,3306722.587792537,988136.5215207237,3057226.366048932,3349859.1483537573,12216876.941572282,3220377.003219221,9396095.376504548,3214569.4144203067,10815437.903878562,8034374.814395996,2447141.1333005116,3356415.78735679,2195372.7864005393,6391923.801192228,9234732.58172046,3232431.3205089755,1006917.268851094,3011420.5054651904,3419199.303316565
2051-06-30,11792253.497715337,3173325.069949677,8418381.50859869,2826112.4947478957,10370757.597721657,7323222.953648161,2175393.4793245043,3154909.8117386196,2119067.9535394455,6129117.740253498,8370985.606161511,3035336.5891778087,965517.532347886,2830317.538850195,3292181.408823385,11939675.186282402,2986563.350818997,8670389.711320259,2830287.537304967,10492666.138253225,7420305.543627798,2186502.232666327,3095680.5843611388,2145559.630974948,6201165.687707655,8467056.09923312,3006893.982683627,976867.2174713751,2831086.488463063,3332418.2972566662
2051-07-31,13724416.85171686,3384166.1170919524,8341955.204692048,2622822.3738776264,11904420.736631244,7360627.363874295,2070913.1123667778,3240072.565372571,2466277.7082535196,7035512.655349064,8316586.95782957,3180268.819745654,1108301.5705803686,3019537.2521606996,3811917.6746953996,14028349.530206757,3360010.849617031,8923228.87137272,2659547.937620105,12162741.442315115,7760825.90093381,2127232.2213789076,3319120.279798849,2520894.410578154,7188180.192408233,8721460.541963235,3256463.0617343537,1132351.2282795373,3110321.249443962,3895703.056250061
2051-08-31,11755371.217408825,3200046.2053246098,6881659.404716996,2415947.8739603707,10238591.907832647,6249112.399440777,1858739.6300004744,2904894.6323248157,2112440.2077683657,6051007.817529094,7145227.676675787,2822064.4800723377,953212.9066192195,2630609.9739747266,3270026.7277298234,11785080.199249124,3005718.1280355323,7665628.167726057,2477016.3603905137,10278125.820921399,6718745.109001864,1934338.5168398204,2927251.539425861,2117778.911805067,6074372.360164546,7628338.403786134,2849429.189669493,956893.5139277823,2685808.79236177,3279914.928708539
2051-09-30,10747308.14992502,3101399.007260502,6481637.679330514,2371355.774636561,9400999.862120708,5923733.490094436,1805099.6012571072,2788559.123512338,1931291.2745415259,5555990.918513338,6809449.714906969,2682835.4548833226,875233.0871634379,2474793.335430907,2994414.6150781536,10757211.801299626,2846924.916411945,7434260.070151838,2441105.0680936617,9426452.565306839,6486446.690826851,1893859.4953725322,2805775.9599957424,1933070.960693543,5571033.466096342,7386780.379445322,2707711.2813381017,877602.7338300666,2535370.579459156,2999170.2625208986
2051-10-31,9807217.166792298,3076516.5244999044,7118355.957950538,2541000.0112733385,8672375.85785443,6362788.3976627635,1935586.5558865012,2884866.7289019357,1762356.924872576,5125374.131991968,7311375.654694517,2713212.8445598343,807398.1923662475,2474703.131931494,2743627.7133975737,9903005.257278822,2814598.720890366,7985658.639123301,2593474.833402892,8763952.506543525,6861996.3740465855,2009327.7042709948,2883886.3296043593,1779570.0447330042,5179495.931367223,7819347.496012989,2728797.449020106,815923.978359202,2529811.272830352,2771242.1654950855
2051-11-30,9485148.608074632,3073774.128989103,7427632.651501108,2228686.6390217664,8330701.973557299,6580103.553202309,1789709.938904495,2909442.821128686,1704481.204871011,4923444.866372364,7382915.718080171,2686093.728476444,775588.3537381843,2468553.130976809,2646764.851429125,9794192.116855247,3014908.7047487,7941406.630871229,2277136.2930718856,8596126.485437978,6917566.708219085,1846476.3553175312,2960684.1781296385,1760016.3233988874,5080310.752893846,7732117.473767315,2744884.7507071653,800299.3757942758,2544586.934046144,2732287.300565275
2051-12-31,10084073.118478296,3158526.335392589,8576444.971348697,2217972.325692241,8819097.672774876,7428479.538650541,1862090.9313620576,3129612.1490265047,1812107.9393905497,5212086.724609952,8201691.0476402035,2871167.9432558157,821057.993335341,2673280.680321016,2809415.9979987307,10442341.072400237,3036292.501390799,8767683.458905393,2250208.962881635,9120852.372537041,7510601.16306957,1886740.734321058,3096911.363923228,1876488.6907103225,5390423.75216939,8295776.666283203,2873894.5139452517,849151.3558831983,2700207.4736371823,2907853.4078578744
2052-01-31,10118440.004129196,3234622.3922202075,9599064.634796023,2812118.373958297,8994920.375314165,8183947.971510852,2247163.6275990237,3367413.40756151,1818283.6687420167,5315997.94181067,9200280.146744775,3088799.094626458,837427.0869417487,2843739.55260599,2836322.273541472,10438859.355190882,3066951.917452558,9397135.545620527,2809351.0042702816,9256944.509882169,7968599.919196587,2225844.9007231286,3248066.038442674,1875863.0261278013,5470854.205340361,8989969.80686802,3026672.921969957,861821.5338700301,2808982.56501782,2923426.8047133745
2052-02-29,10776712.39158645,3118581.737867079,9776989.597175365,2899360.5211181007,9556317.579359578,8259348.333769774,2300409.8242706917,3339704.2487377427,1936575.2167680853,5647783.689401512,9312396.258689433,3116254.6579449596,889693.1666383768,2898213.9941798667,3018016.2983194026,11043729.711855805,2887630.528612598,9172595.559095876,2873620.4267354123,9768848.666794324,7732226.596654799,2238192.504177775,3123727.2735824436,1984558.229220488,5773389.562075445,8789172.041212816,2982857.31041195,909479.8108785516,2795983.623017256,3089911.337815394
2052-03-31,10500291.016915454,2914831.4083829485,8727553.830447637,2997956.0541283167,9354180.684219869,7429596.196745264,2276390.198802802,3078257.448420082,1886902.2957397068,5528320.784373941,8550907.204265973,2930534.7366265096,870874.2217008696,2709983.8742830334,2945715.044124016,10682756.259928403,2627089.8523648875,8222824.057332074,2969467.5076873847,9496704.533175614,6948268.647505291,2216914.060139187,2847529.7549520545,1919691.2999091342,5612552.379106786,8070899.477228211,2783235.4882035535,884143.1920386493,2599724.899230081,2994522.2051162864
2052-04-30,10244476.425440349,2892437.335269771,8470626.589428602,3284813.3867526734,9215722.34782658,7238369.270270752,2411141.855161522,3046751.412032044,1840932.4136516305,5446491.907565509,8493323.83532315,2919071.7443028083,857983.7505826545,2667255.346968915,2884583.41350187,10477069.577785615,2818325.1652800995,8096802.448816959,3218329.843297461,9389904.312885843,6942134.889238105,2348561.9780761157,2945833.8080322146,1882729.4031280752,5549433.448915534,8176069.652618296,2857280.6467760615,874200.091529672,2622495.6880125906,2945907.783821678
2052-05-31,10496838.42961104,2733409.9105205648,7437071.983939296,2866978.006203912,9318801.862979764,6439224.552863778,2115671.435462827,2775778.8695126036,1886281.865801104,5507411.90102104,7531025.057035004,2711119.3755285195,867580.453443416,2509609.4249263387,2940905.6305072275,10741650.205428949,2519749.575996726,7311092.503973566,2821048.3586288765,9508109.52055047,6257598.295251905,2074521.7540235466,2640943.048656825,1930274.5419155823,5619292.726645328,7334173.851234842,2631370.4298940846,885204.9963632489,2465175.8126058886,3006161.994372822
2052-06-30,10944573.160734676,2784332.8579331497,6420298.20900421,2404653.405802782,9571011.905828353,5742948.978575496,1806082.5550102508,2614717.6807620474,1966739.7969840213,5656468.036344556,6648763.004945463,2582315.2940289606,891061.2084326193,2414899.250538895,3049074.376332364,11246154.829066196,2622262.7603785736,6792418.251083992,2413009.497308175,9820355.204432456,5935594.401014953,1828209.2670320119,2587195.7134135184,2020934.0227831951,5803829.92581958,6839469.926807165,2584483.4084275896,914275.0695326615,2448505.19073291,3131381.82374545
2052-07-31,11707306.980962716,2760076.2429161314,6053000.069466515,1990087.9271738585,10093357.843594035,5472937.600382236,1561059.7599782967,2517102.6397852562,2103803.064479,5965174.4855640745,6201593.180443248,2521556.744750497,939691.6152386046,2409154.98139846,3244365.6853575753,12007982.0184351,2634087.4840617157,6797147.32182037,2036629.3131842746,10351446.841241231,5944061.507206844,1629095.3122613672,2568281.7468348364,2157834.368712787,6117705.0831735665,6679679.160494274,2581337.604270124,963719.7009195584,2496770.6196027924,3327554.685501798
2052-08-31,11404766.24243592,2788262.063854108,5422507.356317699,1735108.4424603095,9781942.290124595,5039713.05191921,1385788.3807118705,2417625.0223662797,2049436.4937657344,5781127.893463635,5667234.774572949,2412441.9753591865,910698.8272105998,2302804.718915484,3154510.3792879786,11585707.767344372,2634616.1809336795,6357424.688570722,1802997.3663452538,9947166.643982446,5633626.656909965,1476452.6148785017,2485011.796698454,2081951.6857917837,5878775.4865936255,6274040.478088744,2479446.203293115,926081.2145547658,2397952.7727069557,3205750.5670533897
