,FONAG_PROM,FONAG_PROM_DIS_0.0346,FONAG_PROM_INF_0.01,FONAG_PROM_INF_0.01_DIS_0.0346,Incomes_linear,Incomes_linear_DIS_0.0346,Incomes_linear_GRW_stepexp,Incomes_linear_GRW_stepexp_DIS_0.0346,Costs_linear,Costs_linear_DIS_0.0346,Costs_linear_INF_0.01,Costs_linear_INF_0.01_DIS_0.0346,Utility_I_linear_C_linear,Utility_I_linear_C_linear_INF_0.01,Utility_I_linear_GRW_stepexp_C_linear,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01,Utility_I_linear_C_linear_DIS_0.0346,Utility_I_linear_C_linear_INF_0.01_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_DIS_0.0346,Utility_I_linear_GRW_stepexp_C_linear_INF_0.01_DIS_0.0346
2039,928263.76,486400.92062468064,1121443.7568283663,587625.3057106504,-335296.4482289258,-175691.98338706564,-446279.5725927004,-233846.02988818445,-120697.19877875378,-63244.12428080346,-145815.36613807455,-76405.79260660175,-214599.24945017204,-189481.08209085127,-325582.3738139466,-300464.2064546259,-112447.85910626219,-99286.19078046389,-170601.905607381,-157440.2372815827
2040,928263.76,470134.27471938974,1132658.1943966502,573653.1594507607,-474859.75617582136,-240500.44468303493,-632038.3354700184,-320106.0918731196,-154240.62722858277,-78117.67359567448,-188202.8770996439,-95318.40726534829,-320619.12894723855,-286656.8790761775,-477797.7082414357,-443835.4583703745,-162382.77108736045,-145182.03741768666,-241988.4182774451,-224787.68460777128
2041,928263.76,454411.6322437558,1143984.7763406166,560013.2331773326,-497355.0113509345,-243469.48814697863,-728177.4721189034,-356463.6775959915,-159074.5924979761,-77871.55799932944,-196042.24570856016,-95968.28046067235,-338280.4188529584,-301312.76564237435,-569102.8796209274,-532135.2264103433,-165597.9301476492,-147501.20768630627,-278592.1195966621,-260495.3971353192
2042,928263.76,439214.8001582793,1155424.6241040227,546697.6275943416,-327168.9371156997,-154802.38001887384,-479008.04083109606,-226646.16458563323,-120412.14912872,-56973.89071420787,-149878.91172721086,-70916.30536369028,-206756.7879869797,-177290.02538848884,-358595.8917023761,-329129.1291038852,-97828.48930466597,-83886.07465518356,-169672.27387142536,-155729.85922194296
2043,928263.76,424526.1938510336,1166978.870345063,533698.6312297363,-268280.2765285234,-122693.5808416746,-392789.15286541125,-179635.67171029584,-86452.87513399427,-39537.80338048881,-108685.3574483522,-49705.464236682084,-181827.40139452915,-159594.9190801712,-306336.277731417,-284103.79541705904,-83155.77746118579,-72988.11660499251,-140097.868329807,-129930.20747361376
2044,928263.76,410328.8167900963,1178648.6590485137,521008.71596948936,-318155.4158780682,-140637.11304705974,-465811.34438707976,-205906.7972122002,-101796.56027945499,-44998.053282582616,-129254.61968819165,-57135.5873693804,-216358.8555986132,-188900.79618987654,-364014.7841076248,-336556.72469888814,-95639.05976447713,-83501.52567767934,-160908.7439296176,-148771.2098428198
2045,928263.76,396606.2408564627,1190435.1456389988,508620.532697839,-600553.3691165837,-256590.01721559392,-879270.1877235905,-375673.4442053512,-199658.0451599434,-85305.0934010771,-256047.86517570718,-109397.98111547477,-400895.3239566403,-344505.5039408766,-679612.1425636471,-623222.3225478834,-171284.9238145168,-147192.03610011915,-290368.3508042741,-266275.4630898764
2046,928263.76,383342.5873346827,1202339.4970953888,496526.9070411922,-235000.35778586706,-97047.46545121014,-378470.4262177169,-156295.9135838285,-82159.8830894351,-33929.345855987194,-106418.10740857462,-43947.19948268061,-152840.47469643195,-128582.25037729244,-296310.5431282818,-272052.3188091423,-63118.11959522295,-53100.26596852953,-122366.56772784129,-112348.71410114787
2047,928263.76,370522.5085392255,1214362.8920663428,484720.8352132265,-395914.8430166789,-158031.98091289648,-637624.8138267917,-254512.08558002897,-144159.7993792576,-57542.32018765227,-188591.12941552198,-75277.37413694241,-251755.04363742127,-207323.7136011569,-493465.0144475341,-449033.6844112697,-100489.6607252442,-82754.60677595407,-196969.7653923767,-179234.71144308656
2048,928263.76,358131.17005531176,1226506.5209870061,473195.4799587849,-155706.5066916343,-60072.74637835719,-250766.88609194406,-96747.75876980806,-54995.063218492964,-21217.51078347034,-72664.48025459301,-28034.505338265597,-100711.44347314135,-83042.02643704129,-195771.8228734511,-178102.40583735105,-38855.23559488685,-32038.24104009159,-75530.24798633772,-68713.25343154246
2049,928263.76,346154.23357366305,1238771.5861968761,461944.16659421293,-696892.6673924838,-259874.78727420198,-1122352.6097622695,-418530.9436529752,-166171.72562086256,-61966.27381413953,-221756.8120169078,-82694.23262139586,-530720.9417716212,-475135.855375576,-956180.884141407,-900595.7977453617,-197908.51346006244,-177180.55465280614,-356564.66983883566,-335836.71103157935
2050,928263.76,334577.84029930696,1251159.302058845,450960.3791418472,-497834.3780738921,-179436.4470748179,-801767.2442317843,-288984.1923784651,-208914.0951314356,-75299.74751697695,-281584.636520661,-101492.68301559906,-288920.2829424565,-216249.74155323108,-592853.1491003486,-520182.60771112324,-104136.69955784096,-77943.76405921884,-213684.44486148813,-187491.50936286603
2051,928263.76,323388.5949152397,1263670.8950794335,440237.7565564138,-719312.1335965614,-250594.01240577913,-1274305.3227064584,-443942.57921159465,-214546.27933017258,-74743.6480951029,-292067.72958272265,-101750.57646313896,-504765.8542663888,-427244.40401383874,-1059759.0433762858,-982237.5931237357,-175850.36431067623,-148843.43594264018,-369198.9311164918,-342192.0027484557
2052,928263.76,312573.5500823891,1276307.6040302278,429770.08904115396,-454311.8581972441,-152980.0865663866,-804841.1698197684,-271013.55513763457,-117851.60959464879,-39684.082888168676,-162038.9720620484,-54563.259853142954,-336460.2486025953,-292272.88613519573,-686989.5602251196,-642802.19775772,-113296.00367821792,-98416.82671324364,-231329.47224946588,-216450.2952844916
2053,928263.76,302120.1914579442,1289070.68007053,419551.3144515421,-559907.886881763,-182232.12547210848,-991910.9759921434,-322835.3264334941,-194327.8139965515,-63247.49376216293,-269861.10859822226,-87831.16750862706,-365580.0728852115,-290046.77828354074,-797583.1619955918,-722049.8673939211,-118984.63170994556,-94400.95796348143,-259587.83267133118,-235004.15892486705
2054,928263.76,292016.42321471503,1301961.3868712354,409575.51478451345,-632800.9055047552,-199068.69684596057,-1121045.40495691,-352662.3396531269,-224892.50646940584,-70747.4622805355,-315429.0539359803,-99228.76242457899,-407908.3990353494,-317371.8515687749,-896152.8984875042,-805616.3510209298,-128321.23456542507,-99839.93442138158,-281914.8773725914,-253433.5772285479
2055,928263.76,282250.5540447662,1314981.0007399477,399836.9127511682,-644476.6426100385,-195961.42528023946,-1141729.685458883,-347157.6185308865,-214778.2153096903,-65306.08312006726,-304255.4117431844,-92512.77733349436,-429698.4273003482,-340221.23086685414,-926951.4701491926,-837474.2737156986,-130655.34216017221,-103448.6479467451,-281851.5354108192,-254644.84119739212
2056,928263.76,272811.28363112913,1328130.8107473473,390329.86843096843,-501607.54698428675,-147419.52090410722,-977491.2042973336,-287278.9412596414,-165453.56158895497,-48625.83294044021,-236725.79105552382,-69572.32384732107,-336153.98539533175,-264881.75592876296,-812037.6427083786,-740765.4132418098,-98793.687963667,-77847.19705678616,-238653.10831920116,-217706.6174123203
2057,928263.76,263687.68957194,1341412.1188548207,381048.87600548816,-635781.7069983087,-180603.6351031178,-1238958.6842947945,-351945.3920476061,-226765.82636502388,-64416.34307480113,-327693.96020390914,-93086.5417527967,-409015.8806332848,-308087.7467943995,-1012192.8579297706,-911264.7240908854,-116187.29202831666,-87517.0933503211,-287529.048972805,-258858.85029480944
2058,928263.76,254869.21474187126,1354826.240043369,371988.56056982704,-847402.0944568879,-232667.39012287202,-1651346.9520439538,-453402.9217448121,-286796.8770088133,-78744.5314397034,-418587.85323476495,-114929.78833346914,-560605.2174480746,-428814.241222123,-1364550.0750351404,-1232759.098809189,-153922.85868316863,-117737.60178940288,-374658.39030510874,-338473.133411343
2059,928263.76,246345.65507623358,1368374.5024438028,363143.67501983896,-697025.7409443595,-184978.95765955068,-1358305.9805184442,-360471.6579313426,-251263.45792235446,-66681.11350011344,-370393.11888768675,-98296.13030257312,-445762.283022005,-326632.6220566727,-1107042.5225960896,-987912.8616307575,-118297.84415943724,-86682.82735697756,-293790.5444312292,-262175.5276287695
2060,928263.76,238107.1477636126,1382058.2474682406,354509.0970133745,-957851.2401673546,-245696.57526874458,-1866581.0909703318,-478793.11763764,-311217.53473661264,-79829.80993479467,-463360.500726075,-118855.70887115647,-646633.7054307419,-494490.73944127955,-1555363.5562337192,-1403220.590244257,-165866.7653339499,-126840.8663975881,-398963.3077028453,-359937.40876648354
2061,928263.76,230144.15983337775,1395878.829942923,346079.8260037777,-979714.7126685058,-242900.37933129305,-2100105.4950685757,-520678.5350793154,-313457.2492999989,-77715.36323235315,-471362.0818182212,-116864.66171787896,-666257.4633685069,-508352.63085028465,-1786648.2457685769,-1628743.4132503546,-165185.0160989399,-126035.71761341409,-442963.1718469623,-403813.8733614365
2062,928263.76,222447.47712485766,1409837.6182423523,337850.9803439159,-622993.8020541151,-149293.12712947113,-1335442.5427825572,-320023.07672464196,-229870.2051373951,-55085.68728244549,-349124.54463996965,-83663.58518351078,-393123.59691672004,-273869.25741414545,-1105572.3376451621,-986317.9981425875,-94207.43984702564,-65629.54194596036,-264937.38944219647,-236359.49154113117
