,Papallacta_linear,Mica_linear,Orientales_linear,Occidentales_linear,Bellavista_linear,Puengasi_linear,El Placer_linear,El Troje_linear,Paluguillo_linear,Norte_linear,Centro_linear,Sur_linear,Parroquias Norte_linear,Parroquias Sur_linear,Parroquiales Orientales_linear
2022-10-31,-73165.46086080003,-6251.390956800015,-81125.09772840005,-60444.81431999997,-75008.8977182899,-60024.85952488736,-37626.05301506563,-19892.242610178764,-13147.83331668578,-44330.25855150944,-85250.90705869699,-23033.650324524224,-6983.328377572796,-20104.703236163772,-21694.307572528254
2022-11-30,-70165.48341600002,-6454.281528000007,-66419.68717799986,-48823.31808000002,-69661.27439565797,-49723.44003364504,-30506.16058813083,-16943.245161341423,-12608.737369855216,-41169.813167834305,-70063.3493003822,-19801.80633434552,-6485.4646462358005,-17582.21290873362,-20534.635627932166
2022-12-31,-58292.71902719997,-5330.755238399993,-49811.81184000019,-34450.06291200011,-56355.04096403308,-37502.92746080663,-21747.959467223147,-12815.743543845136,-10475.201609187807,-33305.82920974372,-51784.27532568537,-15046.811468410959,-5246.654313751496,-13662.092420775165,-16879.367774271315
2023-01-31,-64768.47173999995,-7360.829099999986,-66522.6675000001,-43409.83319999995,-63891.01352982553,-50189.184003600094,-27674.10504692986,-17063.808942869997,-11638.894371677987,-37759.58899612694,-68099.1022807611,-19103.790754767106,-5948.2533596268095,-17079.791291387715,-18906.155169655784
2023-02-28,-76891.87658880018,-8682.998687999996,-71808.87168000013,-44793.77011199996,-74174.90148798935,-54497.047773167964,-28805.736213072036,-18665.514519724795,-13817.470223007378,-43837.36677940165,-72898.88376763539,-20989.256712557468,-6905.683328531799,-19082.13123858226,-22245.831602618164
2023-03-31,-83133.2900664003,-8941.14670320001,-65982.77939879999,-40758.35111999997,-78289.43477876116,-50492.8207410894,-26294.180923552263,-17629.710296202327,-14939.052224932135,-46269.055954248004,-67210.54511633514,-20259.558579880595,-7288.746377902682,-18770.540280033085,-23824.890842161276
2023-04-30,-57990.582720000326,-7186.741631999994,-49753.555991999994,-9041.034240000114,-49793.175780767946,-38266.33980582001,-8323.862763787256,-12037.078647165607,-10420.90771478406,-29427.766886434114,-41183.35463548287,-12278.402985164399,-4635.744665189514,-12793.658461753597,-16046.404626789013
2023-05-31,-42930.256975200035,-5164.847776799988,-38342.101696199876,2581.1584559999637,-34557.09981765026,-29327.65635960817,-1328.493750121006,-8423.863985480955,-7714.567178443393,-20423.24599223149,-27317.927188650432,-7963.332646364152,-3217.2659930232585,-9159.29287601204,-11605.084095612265
2023-06-30,-38045.51856,-4592.311200000011,-38335.2523200002,-8373.196800000092,-33274.260072144214,-29074.622669280157,-7122.94790040009,-8874.337080240104,-6836.779685232032,-19665.087702637305,-31962.105603021337,-8952.691145779798,-3097.8336127166112,-9162.084113909339,-10599.608342717867
2023-07-31,-46287.39991680026,-2520.111024000007,-47814.6282281998,-39786.437880000034,-47837.96900496449,-34873.50297212707,-24339.584444963362,-11397.948091803843,-8317.84576504894,-28272.239681934127,-51613.40828129038,-13904.881444624438,-4453.714914362187,-12058.702855277801,-13770.385244588357
2023-08-31,-70027.6179456003,-4861.738828800013,-79630.42296960005,-74496.66047999989,-75928.06408287733,-58366.45761030714,-44936.10960098685,-19897.492776992607,-12583.962944824372,-44873.4858729807,-89913.39334867783,-24090.693851392218,-7068.902766115902,-20046.865093222696,-21255.683612940025
2023-09-30,-78485.31028799979,-5750.271647999966,-88526.56843799958,-80507.55240000015,-84356.23267653078,-65036.76336085483,-48742.3739211949,-22143.189937631323,-14103.810258753592,-49854.53351182981,-99071.80966735227,-26628.468888197796,-7853.565262185036,-22302.69151930961,-23734.628493670407
2023-10-31,-85141.01625119982,-5751.893016000021,-83171.38494960015,-73970.84145599983,-88188.87332617489,-61254.02908932822,-44922.70482894715,-20872.949745603666,-15299.840620340632,-52119.62413576922,-92481.8829971361,-25550.945039465085,-8210.384106666825,-21901.286103928564,-25352.512169267153
2023-11-30,-69650.71091999987,-6717.536279999984,-64848.94101000011,-48966.120000000024,-69274.69870330805,-48727.828800944866,-30490.460702477958,-16850.365465058996,-12516.232752323966,-40941.34693365492,-69160.67447119675,-19713.484384359697,-6449.474449277982,-17418.54289104452,-20398.785041256528
2023-12-31,-65073.710016000085,-7480.843516800011,-60713.55136079974,-36850.793183999995,-62511.35694834245,-46137.069700938184,-23817.818923498013,-15784.607146757002,-11693.745689875237,-36944.21195647032,-61237.7348760182,-17661.602835335838,-5819.8073318907,-16119.764664779417,-18795.413028009607
2024-01-31,-89743.71072240049,-11976.141736799975,-86364.50764140017,-56073.54499200002,-87515.14435180776,-66208.182091552,-35874.59602558786,-23406.259789114745,-16126.944816815294,-51721.45031191836,-89302.9878400991,-25913.27359045206,-8147.659939153342,-23172.056126885327,-26076.102941929235
2024-02-29,-119509.13882880013,-13327.792531199988,-89524.35887039937,-49618.72252799998,-110315.79547394124,-69026.55760421272,-32706.03134169789,-24158.54863718495,-21475.79224753532,-65196.635125099274,-89157.74590630044,-27517.307653053937,-10270.400558623898,-26015.376827616772,-33984.575408781566
2024-03-31,-102224.58377040045,-12489.768907199968,-79532.09723159976,-26269.51953599992,-90341.91183804725,-61603.74151539626,-19622.16787880235,-20580.013408579453,-18369.75770354094,-53392.069896285786,-71529.21477198822,-22077.32243206615,-8410.831992122146,-22050.837007321443,-28591.546878074656
2024-04-30,-86643.46655999993,-7439.472000000009,-60032.722320000015,-836.6112000000041,-71246.87611574431,-45638.12943107945,-4644.773986320089,-13184.172443160089,-15569.830940831995,-42106.903784404974,-44677.03736922859,-13976.559135619318,-6633.084166375804,-16057.987158234153,-23600.458295368277
2024-05-31,-43224.81468479993,-6294.643768799975,-53785.69984979998,11456.387279999959,-32593.113320986937,-40728.325017658564,2336.001579042167,-10778.77481444332,-7767.499198858481,-19262.52997270373,-34423.27624359119,-8852.931845618557,-3034.4188501838653,-10832.289803134547,-11423.000145396198
2024-06-30,-56859.258959999446,-4200.063839999976,-60017.44442400024,-23240.740319999793,-52394.23039082391,-44223.05216019605,-16412.71363149588,-13017.710146140003,-10217.608835111767,-30964.99016097658,-53303.76060719154,-14184.762340286525,-4877.902849385719,-13950.10580424465,-16158.124498547124
2024-07-31,-62722.504252800085,-3189.9543120000008,-77403.66264539988,-69969.671208,-68813.64453205855,-56068.53285322749,-42320.047618431,-18365.656605308108,-11271.23401422811,-40668.863918446645,-85661.62727436464,-22264.23969385192,-6406.5503059346975,-18577.209947648895,-19134.200426487052
2024-08-31,-90757.59739200035,-6297.764774400017,-113533.29210959961,-120069.49363200001,-104249.42326925241,-82941.3519051347,-71401.11242253262,-28987.499269721488,-16309.140251342455,-61611.40915212873,-134112.43878318608,-35469.058713156,-9705.621306367455,-28364.021950707396,-28242.848008943703
2024-09-30,-111799.99403999944,-8400.432239999995,-144536.62113000004,-128783.19600000014,-123667.43931939604,-105756.7102043851,-78128.49310187402,-35450.724180446996,-20090.458928987937,-73087.4566377629,-160150.04334872245,-41871.140180461574,-11513.438600635738,-34698.11736039526,-34225.95747637385
2024-10-31,-125379.99704159991,-7937.941939199946,-142407.37050120035,-131861.54692800005,-135566.6539860157,-104051.90508974054,-79606.45812780064,-35092.189517519124,-22530.785468375554,-80119.89250573528,-159869.2000635916,-42648.11064238712,-12621.255486098074,-35627.16335816518,-38012.039398557616
2024-11-30,-129146.02848000058,-9343.159704000043,-127711.9518839997,-121785.82847999994,-136150.6071280324,-94278.75373772986,-73356.3910823184,-32883.104403133075,-23207.541317856027,-80465.00881266712,-145884.68529397665,-40414.508436537864,-12675.621523619782,-34014.808983290335,-38739.075086083554
2024-12-31,-134523.1649664007,-6581.150208000071,-83000.47423680016,-92341.05408000006,-133242.29489483088,-61492.7636634674,-54701.268770620976,-22544.77199001117,-24173.81274446212,-78746.19628284537,-100914.0514586486,-31015.03971100869,-12404.85765470881,-27091.577635322046,-39332.20270678932
2025-01-31,-147303.32979600006,-11464.60996800001,-93366.86554440063,-109646.45092799996,-148021.1431553491,-70933.59892824694,-64761.807207963466,-27892.616960993433,-26470.408364341223,-87480.49560481081,-117804.376240789,-36834.23166427309,-13780.768427762909,-31329.44761661033,-43321.00972880127
2025-02-28,-126119.01455999973,-14400.086400000026,-68491.24128000035,-64623.182400000034,-119463.84086414357,-54631.499418719904,-39350.74632047996,-22524.58359648008,-22663.58691643196,-70603.12995070903,-81882.08386304828,-27984.922248900693,-11122.083584451806,-25047.924637834563,-36226.4580854434
2025-03-31,-97891.82045999958,-12510.774259199978,-34384.30166339991,11401.640784000116,-77428.19586033034,-29715.92976655499,3318.749764467479,-11072.862688958587,-17591.160136662045,-45760.06375345514,-23758.802476405584,-11953.777610308274,-7208.565034596764,-14481.29846476891,-26299.542792587687
2025-04-30,-52159.47609600037,-6760.9900800000105,-859.323816000546,63352.52352000028,-27022.45235639078,-3538.001475684314,33319.55349122396,665.483576003757,-9373.05785445141,-15970.269342626803,24844.23419099677,3112.8100383640267,-2515.790314379994,-2846.208701784358,-12320.769902345111
2025-05-31,-51004.01834640049,-6952.374215999987,-18381.39734339939,51650.87270399991,-28982.95277526911,-16000.311445748122,25958.197459711748,-2928.6879002198266,-9165.422096848182,-17128.925090184617,7523.186719257004,-338.1860887058176,-2698.3129033775726,-5448.0767593861265,-12352.113736486974
2025-06-30,-50684.95555200032,-5770.180800000005,-15617.85688800062,27270.082079999916,-34779.979660204335,-13535.38926817216,13236.595644887933,-3557.847458051937,-9108.086512694392,-20554.967979181605,-967.158132655872,-2862.9129989078388,-3238.016106365144,-6029.402813190222,-12985.667245983286
2025-07-31,-56762.64039599949,-9083.478888000012,-74096.09460000065,-34602.72947999986,-55138.46713646043,-56286.57893284775,-23558.003279236902,-18527.05123568632,-10200.246479161277,-32586.834077647556,-70086.93137480484,-18895.726030742215,-5133.391290404489,-17261.389677905874,-16467.543246325997
2025-08-31,-98075.79774719937,-14881.884998400048,-142067.12899679915,-100909.9163520001,-105488.4607864008,-106821.7237830453,-63424.38354777492,-36564.710686549995,-17624.220855171763,-62343.68032476384,-148742.72239967732,-39361.87717357419,-9820.97569921397,-33333.57190452842,-29668.0333924735
