,Papallacta_sigmoid,Mica_sigmoid,Orientales_sigmoid,Occidentales_sigmoid,Bellavista_sigmoid,Puengasi_sigmoid,El Placer_sigmoid,El Troje_sigmoid,Paluguillo_sigmoid,Norte_sigmoid,Centro_sigmoid,Sur_sigmoid,Parroquias Norte_sigmoid,Parroquias Sur_sigmoid,Parroquiales Orientales_sigmoid
2035-01-31,106404.5092343711,6981.5607317599315,43278.03827589616,40103.74626771183,97206.8380687898,33602.44061913823,24392.132716058713,13069.210876701256,19120.89030941628,57449.2412986522,50522.00799698623,18342.786200991482,9049.95662420393,17548.607013703237,30137.66216003835
2035-02-28,114647.2323954683,8687.306709858029,47243.47488179089,37364.217025887854,103284.2737719762,37143.46246270836,23263.322528830406,14386.580972076945,20602.10766146535,61041.00579923746,52736.79194966543,19452.608083404986,9615.765888171001,18952.92517982421,32299.568166133773
2035-03-31,98915.98963809472,7619.735885565859,33688.26665156712,26841.152501711225,87771.24630095085,27103.91589572456,16750.624835021852,11021.59323651381,17775.203337965828,51872.80656386122,38293.53863507516,15344.388626309154,8171.503030618387,15275.029148508675,27708.166268683697
2035-04-30,67822.44727065173,5758.283607069246,15190.165980697375,19756.412761431875,60517.09308842378,13228.06820902818,11710.898778985049,6716.661555344482,12187.693774535866,35765.602015257806,21660.96656168163,10032.041862953603,5634.1413665319305,9720.311800175323,19038.26440893021
2035-05-31,46287.13646319169,5855.247506461694,21931.22590354457,17624.809137072996,42330.58825673445,18032.660894905475,11020.861241439285,7655.956702808554,8317.798422435604,25017.37765973023,25373.4131169385,9309.83018296427,3940.977766701971,8639.74468380186,13115.511670806583
2035-06-30,84322.88162976924,2495.496198820861,15723.613060625532,20333.715767912534,74189.25901657299,12190.53022952114,11921.34069085114,5122.632779401866,15152.821828869923,43845.852078795164,20910.90655771483,9960.1316807307,6907.020014443042,10461.547768326629,23545.099868182933
2035-07-31,75457.6291370772,854.7804287843871,18060.648446100262,20427.68494955826,66943.98983945546,13130.395443048312,12057.362320901053,4625.135041966132,13559.73595593265,39563.89799511898,21864.90831953563,9165.53739689778,6232.4854540532115,9637.6936991982,21135.6358202907
2035-08-31,76439.68243657857,2419.728014564867,33235.0042215374,26236.232633311545,69192.59943912785,24529.48257683018,16191.36951933583,8176.295319972669,13736.210933853317,40892.82626852495,35523.48581514055,12170.708208248872,6441.831007782934,12155.681584353128,21574.47623773722
2035-09-30,102640.7436763709,3433.8672158593176,52067.17858274827,36284.05211317789,93171.73269038084,38274.04310678639,22792.52476054343,12290.553674726098,18444.54163864373,55064.49402001519,53351.14717283929,17349.35034887475,8674.288313474504,17298.51664975253,29000.68012715648
2035-10-31,109332.39100157536,4276.324644023605,55519.113145607465,38134.76822985995,99118.11728731198,41078.04017055445,24033.598379568222,13390.533943069724,19647.030662983118,58578.80731680272,56899.36052640168,18631.326710935118,9227.89671944894,18545.741063796646,30876.163840682588
2035-11-30,110587.82489099762,5354.427372408762,47155.09047272481,41171.87077227289,100902.16751503941,35636.215684918716,25146.173985514597,12882.171822030685,19872.632132912448,59633.18100138897,52972.75432773098,18575.232060645743,9393.991795650185,18047.622776384298,31307.504361089606
2035-12-31,140618.15469842695,7114.623853579256,53942.436794556466,46198.508576881715,126773.15441859327,41194.521035879334,28327.58271335653,15194.870809408172,25269.082399307106,74922.93426138832,60612.51836403158,22255.887021345374,11802.580676371108,21999.695905202218,39627.29542777727
2036-01-31,139555.28214244882,7255.739414634457,43015.58866575368,35371.08293431258,123211.08993777251,33535.876428598254,21872.550560213946,12847.954041995548,25078.084200998397,72817.75415322324,48344.83074717064,19624.02040144307,11470.952473206411,20112.691944282225,39018.17301171093
